tdate,AEX,CAC,DAX,FTSE,MIB,OMX,SMI,SPX,TSX,AS51,HSI,NKY,SG,IBEX
2010-11-03,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
2010-11-04,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
2010-11-05,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
2010-11-08,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
2010-11-09,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
2010-11-10,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
2010-11-11,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
2010-11-12,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
2010-11-15,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
2010-11-16,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
2010-11-17,-0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.0,0.0,0.0,0.11055822229994361,0.11055822229994361,-0.11055822229994361,0.11055822229994361,0.0,-0.11055822229994361,0.0,0.0
