tdate,AEX,AS51,CAC,DAX,FTSE,HSI,IBEX,MIB,NKY,OMX,SG,SMI,SPX,TSX
2019-02-18,-0.06248745778091729,0.06299074272793175,0.0,0.0,0.06101721142326587,0.0,0.0,0.0,-0.03921101944545661,0.0,0.0,0.0,-0.043241041561667144,0.0
2019-02-19,-0.06248745778091729,0.06299074272793175,0.0,0.0,0.06101721142326587,0.0,0.0,0.0,-0.03921101944545661,0.0,0.0,0.0,-0.043241041561667144,0.0
2019-02-20,-0.06248745778091729,0.06299074272793175,0.0,0.0,0.06101721142326587,0.0,0.0,0.0,-0.03921101944545661,0.0,0.0,0.0,-0.043241041561667144,0.0
2019-02-21,-0.06248745778091729,0.06299074272793175,0.0,0.0,0.06101721142326587,0.0,0.0,0.0,-0.03921101944545661,0.0,0.0,0.0,-0.043241041561667144,0.0
2019-02-22,-0.06248745778091729,0.06299074272793175,0.0,0.0,0.06101721142326587,0.0,0.0,0.0,-0.03921101944545661,0.0,0.0,0.0,-0.043241041561667144,0.0
2019-02-25,-0.06248745778091729,0.06299074272793175,0.0,0.0,0.06101721142326587,0.0,0.0,0.0,-0.03921101944545661,0.0,0.0,0.0,-0.043241041561667144,0.0
2019-02-26,-0.06248745778091729,0.06299074272793175,0.0,0.0,0.06101721142326587,0.0,0.0,0.0,-0.03921101944545661,0.0,0.0,0.0,-0.043241041561667144,0.0
2019-02-27,-0.06299074272793175,0.06299074272793175,0.0,0.0,0.06075109808530105,0.0,0.0,0.0,-0.040809038884633574,0.0,0.0,0.0,-0.045712585011314456,0.0
2019-02-28,-0.06299074272793175,0.06299074272793175,-0.0593140110388122,-0.05171699240157331,0.060818415611384624,0.0,0.0,0.0,0.0,0.05805592336924005,0.0,-0.06025512225347291,0.04579750282604725,0.06299074272793175
2019-03-01,-0.06299074272793175,0.06299074272793175,-0.0593140110388122,-0.05171699240157331,0.060818415611384624,0.0,0.0,0.0,0.0,0.05805592336924005,0.0,-0.06025512225347291,0.04579750282604725,0.06299074272793175
2019-03-04,-0.06508392539480153,0.06508392539480153,-0.061285015894957696,-0.053435548293907745,0.06283941183830771,0.0,0.0,0.0,0.0,0.05998512196641309,0.0,-0.06225740023955486,0.04731935405290846,0.06508392539480153
2019-03-05,-0.06508392539480153,0.06508392539480153,-0.061285015894957696,-0.053435548293907745,0.06283941183830771,0.0,0.0,0.0,0.0,0.05998512196641309,0.0,-0.06225740023955486,0.04731935405290846,0.06508392539480153
2019-03-06,-0.06508392539480153,0.06508392539480153,-0.061285015894957696,-0.053435548293907745,0.06283941183830771,0.0,0.0,0.0,0.0,0.05998512196641309,0.0,-0.06225740023955486,0.04731935405290846,0.06508392539480153
2019-03-07,-0.06508392539480153,0.06508392539480153,-0.061285015894957696,-0.053435548293907745,0.06283941183830771,0.0,0.0,0.0,0.0,0.05998512196641309,0.0,-0.06225740023955486,0.04731935405290846,0.06508392539480153
2019-03-08,-0.06508392539480153,0.06508392539480153,-0.0635723088170646,-0.05499559015939284,0.06508392539480153,0.0,0.0,0.0,0.0,0.061920906446998436,0.0,-0.06458140642993425,0.047988716096531187,0.06508392539480153
2019-03-11,-0.06508392539480153,0.06508392539480153,-0.0635723088170646,-0.05499559015939284,0.06508392539480153,0.0,0.0,0.0,0.0,0.061920906446998436,0.0,-0.06458140642993425,0.047988716096531187,0.06508392539480153
2019-03-12,-0.06508392539480153,0.06508392539480153,-0.0635723088170646,-0.05499559015939284,0.06508392539480153,0.0,0.0,0.0,0.0,0.061920906446998436,0.0,-0.06458140642993425,0.047988716096531187,0.06508392539480153
2019-03-13,-0.06508392539480153,0.06508392539480153,-0.0635723088170646,-0.05499559015939284,0.06508392539480153,0.0,0.0,0.0,0.0,0.061920906446998436,0.0,-0.06458140642993425,0.047988716096531187,0.06508392539480153
2019-03-14,-0.06697802860439339,0.06697802860439339,-0.06542242024536493,-0.05659609786083253,0.06697802860439339,0.0,0.0,0.0,0.0,0.06372295798169991,0.0,-0.06646088509470247,0.049385306431721586,0.06697802860439339
2019-03-15,-0.06697802860439339,0.06697802860439339,-0.06529310913756917,-0.056567337096806815,0.06697802860439339,0.0,0.0,0.0,0.0,0.06320358107099211,0.0,-0.06578469974779524,0.04999058394517154,0.06697802860439339
2019-03-18,-0.06697802860439339,0.06697802860439339,-0.06529310913756917,-0.056567337096806815,0.06697802860439339,0.0,0.0,0.0,0.0,0.06320358107099211,0.0,-0.06578469974779524,0.04999058394517154,0.06697802860439339
2019-03-19,-0.06697802860439339,0.06697802860439339,-0.06529310913756917,-0.056567337096806815,0.06697802860439339,0.0,0.0,0.0,0.0,0.06320358107099211,0.0,-0.06578469974779524,0.04999058394517154,0.06697802860439339
2019-03-20,-0.06697802860439339,0.06697802860439339,-0.06529310913756917,-0.056567337096806815,0.06697802860439339,0.0,0.0,0.0,0.0,0.06320358107099211,0.0,-0.06578469974779524,0.04999058394517154,0.06697802860439339
2019-03-21,-0.06697802860439339,0.06697802860439339,-0.06529310913756917,-0.056567337096806815,0.06697802860439339,0.0,0.0,0.0,0.0,0.06320358107099211,0.0,-0.06578469974779524,0.04999058394517154,0.06697802860439339
2019-03-22,-0.06697802860439339,0.06697802860439339,-0.06529310913756917,-0.056567337096806815,0.06697802860439339,0.0,0.0,0.0,0.0,0.06320358107099211,0.0,-0.06578469974779524,0.04999058394517154,0.06697802860439339
2019-03-25,-0.06697802860439339,0.06697802860439339,-0.06529310913756917,-0.056567337096806815,0.06697802860439339,0.0,0.0,0.0,0.0,0.06320358107099211,0.0,-0.06578469974779524,0.04999058394517154,0.06697802860439339
2019-03-26,-0.06697802860439339,0.06697802860439339,-0.06529310913756917,-0.056567337096806815,0.06697802860439339,0.0,0.0,0.0,0.0,0.06320358107099211,0.0,-0.06578469974779524,0.04999058394517154,0.06697802860439339
2019-03-27,-0.06697802860439339,0.06697802860439339,-0.06529310913756917,-0.056567337096806815,0.06697802860439339,0.0,0.0,0.0,0.0,0.06320358107099211,0.0,-0.06578469974779524,0.04999058394517154,0.06697802860439339
2019-03-28,-0.06697802860439339,0.06697802860439339,-0.06529310913756917,-0.056567337096806815,0.06697802860439339,0.0,0.0,0.0,0.0,0.06320358107099211,0.0,-0.06578469974779524,0.04999058394517154,0.06697802860439339
2019-03-29,-0.06697802860439339,0.0,-0.06529310913756917,-0.056567337096806815,0.0,0.0572958845384354,0.0,0.0,-0.046473738748900206,0.06320358107099211,0.0,0.0,0.0,0.06697802860439339
2019-04-01,-0.06697802860439339,0.0,-0.06521706990664532,-0.05822840943540548,0.0,0.05820929658537315,0.0,0.0,-0.04545505652667842,0.06522604978289388,0.0,0.0,0.0,0.06697802860439339
2019-04-02,-0.06697802860439339,0.0,-0.06521706990664532,-0.05822840943540548,0.0,0.05820929658537315,0.0,0.0,-0.04545505652667842,0.06522604978289388,0.0,0.0,0.0,0.06697802860439339
2019-04-03,-0.06697802860439339,0.0,-0.06521706990664532,-0.05822840943540548,0.0,0.05820929658537315,0.0,0.0,-0.04545505652667842,0.06522604978289388,0.0,0.0,0.0,0.06697802860439339
2019-04-04,-0.06697802860439339,0.0,-0.06521706990664532,-0.05822840943540548,0.0,0.05820929658537315,0.0,0.0,-0.04545505652667842,0.06522604978289388,0.0,0.0,0.0,0.06697802860439339
2019-04-05,-0.06697802860439339,0.0,-0.06521706990664532,-0.05822840943540548,0.0,0.05820929658537315,0.0,0.0,-0.04545505652667842,0.06522604978289388,0.0,0.0,0.0,0.06697802860439339
2019-04-08,-0.06697802860439339,0.0,-0.06521706990664532,-0.05822840943540548,0.0,0.05820929658537315,0.0,0.0,-0.04545505652667842,0.06522604978289388,0.0,0.0,0.0,0.06697802860439339
