,GC,CL,NG,HG,C,S,SI,SB,XBW,SM,BO,W,KC,CT,GC3,CL3,NG3,HG3,C3,S3,SI3,SB3,XBW3,SM3,BO3,W3,KC3,CT3
41870,162.6251 ,243.1927 ,1.1907 ,318.2267 ,13.2460 ,243.2873 ,208.9802 ,137.5774 ,500.6354 ,755.0230 ,45.8280 ,11.4812 ,24.0709 ,21.1552 ,166.2171 ,798.6865 ,37.5421 ,501.2143 ,37.0119 ,232.8212 ,231.1792 ,253.4310 ,1137.9780 ,456.2106 ,81.4667 ,44.1034 ,33.0283 ,59.5259 
41877,161.1828 ,245.8790 ,1.2030 ,327.7663 ,12.9880 ,237.5676 ,208.7978 ,139.7117 ,506.8068 ,735.3286 ,46.0501 ,11.4400 ,25.5321 ,22.0553 ,164.7313 ,807.6264 ,38.0221 ,516.5241 ,36.3398 ,227.3328 ,230.9780 ,257.2244 ,1149.3850 ,442.5594 ,81.7602 ,44.0843 ,35.0028 ,61.5489 
41884,158.6495 ,242.5606 ,1.1791 ,321.8997 ,12.9436 ,238.4920 ,205.5037 ,140.6900 ,496.4618 ,770.6501 ,44.5924 ,11.4092 ,27.0838 ,21.5344 ,162.1184 ,795.2147 ,37.0620 ,507.2260 ,36.1478 ,228.2658 ,227.3331 ,258.6834 ,1125.0320 ,462.7112 ,79.1433 ,43.8169 ,37.1253 ,59.7548 
41891,156.5801 ,242.0075 ,1.2081 ,316.4922 ,12.2497 ,229.4215 ,203.0143 ,132.2253 ,496.4223 ,725.0533 ,44.0371 ,10.8439 ,24.9050 ,21.6926 ,160.0434 ,792.6797 ,37.7876 ,499.0501 ,34.2996 ,219.3461 ,224.5639 ,249.1998 ,1121.7630 ,435.6587 ,78.2403 ,41.5630 ,34.2026 ,59.9012 
41898,155.1002 ,247.0642 ,1.2165 ,323.0220 ,12.2319 ,226.6483 ,200.8790 ,124.1601 ,495.7102 ,698.0805 ,45.8141 ,10.2015 ,23.9545 ,21.6135 ,158.5191 ,801.0175 ,38.1978 ,508.5887 ,34.1316 ,217.6068 ,222.1261 ,235.9228 ,1114.2340 ,420.6730 ,81.3370 ,39.1754 ,32.9413 ,59.8555 
41905,153.2566 ,241.1384 ,1.1584 ,309.6563 ,11.5825 ,216.3645 ,190.7712 ,120.7816 ,495.2948 ,661.2606 ,44.8701 ,9.7852 ,23.3920 ,20.7167 ,156.6107 ,784.1485 ,36.6216 ,487.9085 ,32.4754 ,207.5668 ,210.9074 ,229.5031 ,1102.9690 ,399.8359 ,79.6167 ,37.3036 ,32.1932 ,57.1918 
41912,151.9523 ,240.0850 ,1.2338 ,306.8505 ,11.4135 ,211.0493 ,183.0240 ,126.3101 ,482.1014 ,639.8536 ,44.9395 ,9.8212 ,25.0019 ,20.2353 ,155.2786 ,774.4096 ,38.2992 ,482.9388 ,32.0193 ,202.9287 ,202.3277 ,240.0080 ,1076.1040 ,387.5171 ,79.7621 ,37.4755 ,34.3504 ,55.3336 
41919,152.0527 ,234.0012 ,1.1847 ,310.0644 ,12.1162 ,217.4044 ,184.9876 ,130.7636 ,468.4532 ,669.1811 ,45.9530 ,10.4070 ,27.9760 ,21.5014 ,155.3682 ,754.1494 ,37.3313 ,487.7481 ,33.9395 ,209.0400 ,204.5170 ,248.4703 ,1047.1370 ,403.3743 ,81.4582 ,39.5956 ,38.3083 ,57.2741 
41926,154.7992 ,215.5777 ,1.1401 ,315.2679 ,12.7034 ,222.9637 ,186.7367 ,129.0743 ,429.2486 ,692.4842 ,45.6398 ,10.4687 ,28.6937 ,21.1552 ,158.1621 ,697.0208 ,36.0777 ,494.6415 ,35.5237 ,214.2783 ,206.5406 ,245.2605 ,969.8476 ,416.2173 ,80.9736 ,39.8248 ,39.2738 ,56.7982 
41933,156.9815 ,218.8351 ,1.1118 ,308.9421 ,12.6678 ,222.6201 ,188.3033 ,126.2333 ,431.7199 ,721.1849 ,44.0978 ,10.6743 ,25.8101 ,20.7035 ,160.4538 ,704.7597 ,35.1929 ,484.6221 ,35.4757 ,213.6781 ,208.3394 ,239.8621 ,975.5248 ,425.9150 ,78.2599 ,40.7226 ,35.4464 ,56.6700 
41940,154.1847 ,216.5923 ,1.0926 ,315.5739 ,12.9702 ,232.5283 ,184.8374 ,123.8530 ,432.7244 ,771.8966 ,45.4608 ,10.9107 ,24.8726 ,21.2574 ,157.5860 ,702.8467 ,34.5384 ,494.4812 ,36.2918 ,222.8451 ,204.5643 ,235.3392 ,978.6539 ,448.1936 ,80.6586 ,41.6012 ,34.2113 ,57.5213 
41947,146.4466 ,206.0991 ,1.2106 ,307.9728 ,12.9702 ,231.3256 ,171.1780 ,120.3977 ,417.0332 ,764.7753 ,45.8050 ,10.9056 ,24.3360 ,20.7068 ,149.6613 ,671.6304 ,38.0780 ,483.3396 ,36.2198 ,221.4264 ,189.4403 ,228.7736 ,944.5912 ,441.9032 ,81.1432 ,41.4102 ,33.4893 ,56.7249 
41954,145.8648 ,207.9147 ,1.2444 ,309.5443 ,13.2950 ,243.7538 ,168.2295 ,124.6208 ,418.9418 ,828.8663 ,45.4883 ,10.7521 ,23.8544 ,20.7999 ,149.0851 ,676.8993 ,38.8984 ,485.7445 ,37.1031 ,232.9060 ,186.1647 ,236.1144 ,945.2951 ,479.6040 ,80.5873 ,40.5413 ,32.8293 ,56.3391 
41961,150.1106 ,199.2905 ,1.2504 ,305.7954 ,13.2487 ,234.4183 ,173.5293 ,120.6281 ,406.5657 ,784.6284 ,45.1441 ,11.1783 ,24.3723 ,20.1778 ,153.4252 ,651.6586 ,38.3424 ,479.2796 ,36.9638 ,225.4575 ,192.0214 ,230.0717 ,913.2231 ,459.3982 ,80.0001 ,42.0375 ,33.5387 ,54.7316 
41968,150.1106 ,197.8220 ,1.2613 ,304.3134 ,13.3261 ,240.7756 ,177.6576 ,122.8548 ,404.2954 ,808.7974 ,46.2456 ,11.3152 ,24.6440 ,19.9924 ,153.4252 ,646.2802 ,38.5696 ,478.5575 ,37.1516 ,230.6741 ,196.6423 ,234.0779 ,910.2068 ,468.3667 ,81.7083 ,42.5651 ,33.8907 ,54.1736 
41975,150.3111 ,178.5712 ,1.1098 ,295.5238 ,13.1196 ,228.1183 ,175.9998 ,117.0192 ,363.9723 ,772.3281 ,43.0652 ,12.2383 ,23.1720 ,20.0160 ,153.6172 ,586.7704 ,36.6386 ,463.8734 ,36.5883 ,219.5344 ,194.7987 ,223.7762 ,835.8202 ,451.3668 ,76.4151 ,45.8814 ,31.9244 ,54.2546 
41982,154.3966 ,170.4507 ,1.0473 ,299.2032 ,13.6014 ,240.3926 ,183.2512 ,118.4013 ,346.3773 ,808.7668 ,44.0426 ,11.8832 ,22.7993 ,20.1845 ,157.8078 ,559.8782 ,35.5336 ,469.6507 ,37.9026 ,230.8372 ,202.8941 ,225.2070 ,801.4597 ,475.4611 ,78.0753 ,44.4305 ,31.4178 ,54.5696 
41989,149.6719 ,150.0479 ,1.0355 ,292.1511 ,13.9713 ,234.8407 ,168.4704 ,112.9496 ,310.1210 ,779.0120 ,43.7442 ,12.6440 ,22.4519 ,20.1508 ,152.9759 ,495.8574 ,35.0999 ,459.1391 ,38.9118 ,225.2945 ,186.4787 ,215.7638 ,728.2144 ,459.5321 ,77.5219 ,47.2003 ,30.9456 ,54.3446 
41996,147.6292 ,152.5156 ,0.9193 ,292.9176 ,14.2466 ,238.1427 ,168.6309 ,113.8711 ,316.9343 ,800.9182 ,44.2501 ,12.8925 ,21.6053 ,20.8385 ,150.9029 ,505.6600 ,32.3530 ,459.9416 ,39.6628 ,228.9353 ,186.7033 ,217.4807 ,746.2710 ,469.7052 ,78.3880 ,48.1236 ,29.8122 ,56.1807 
42003,150.4364 ,144.6881 ,0.8905 ,291.6912 ,13.9885 ,237.7442 ,174.0747 ,112.1818 ,296.1204 ,790.6357 ,45.2210 ,12.2129 ,20.8220 ,20.8924 ,153.7692 ,482.9318 ,31.5063 ,457.4541 ,38.9587 ,228.3375 ,192.7305 ,214.7622 ,710.5654 ,463.5478 ,80.0482 ,45.6741 ,28.7646 ,56.3337 
42010,152.8175 ,128.5822 ,0.8410 ,282.7994 ,13.9369 ,240.4200 ,177.9357 ,114.1782 ,272.9829 ,793.7651 ,44.9475 ,12.0050 ,22.0981 ,20.2924 ,156.2005 ,433.4849 ,29.8127 ,443.5724 ,38.8179 ,230.7285 ,196.9969 ,217.3376 ,659.9010 ,466.7604 ,79.5189 ,44.9204 ,30.4905 ,54.6866 
42017,154.6988 ,123.4081 ,0.8433 ,270.2283 ,13.2745 ,228.6352 ,183.4865 ,114.1782 ,256.6193 ,745.7056 ,44.4962 ,11.1174 ,22.3571 ,20.2756 ,158.1455 ,417.7207 ,30.0777 ,423.1305 ,36.9609 ,219.6740 ,203.1432 ,216.5125 ,638.8995 ,440.1859 ,78.6302 ,41.6409 ,30.8548 ,54.8118 
42024,162.2002 ,123.3020 ,0.8111 ,265.1181 ,13.4293 ,223.6253 ,192.0426 ,121.5495 ,264.1218 ,729.8347 ,44.9065 ,10.8942 ,20.7588 ,19.4800 ,165.8102 ,418.0996 ,29.1508 ,416.6605 ,37.3106 ,214.7654 ,212.6048 ,227.2002 ,636.1795 ,427.9092 ,79.3827 ,40.6660 ,28.7104 ,52.7905 
42031,161.9122 ,122.6652 ,0.8442 ,251.6782 ,13.1196 ,221.7466 ,193.4116 ,116.4049 ,272.5497 ,752.4115 ,42.6229 ,10.5291 ,21.2516 ,19.8137 ,165.5415 ,421.3818 ,30.3300 ,396.4943 ,36.6641 ,213.4677 ,214.1621 ,222.5606 ,659.9072 ,438.5196 ,75.5536 ,39.5079 ,29.3966 ,53.4902 
42038,157.8296 ,140.7612 ,0.7921 ,263.8405 ,13.2745 ,224.7639 ,185.2512 ,111.1068 ,315.3196 ,761.3529 ,42.1169 ,10.4226 ,20.3103 ,20.7138 ,161.3700 ,481.9759 ,28.7611 ,414.0895 ,37.0335 ,215.8468 ,205.2426 ,211.1725 ,743.8888 ,442.4146 ,74.7878 ,39.0222 ,28.1598 ,55.1551 
42045,154.3106 ,133.0468 ,0.7699 ,260.9275 ,13.3520 ,220.5555 ,180.4620 ,112.8251 ,305.7227 ,730.0977 ,43.0047 ,10.5789 ,20.1500 ,21.0905 ,157.7746 ,460.5155 ,28.5512 ,410.8758 ,37.2875 ,211.8997 ,200.0160 ,208.6418 ,737.4286 ,425.7603 ,76.2237 ,39.3211 ,27.9395 ,56.1204 
42052,151.3552 ,141.4845 ,0.7914 ,263.7583 ,13.4049 ,229.2597 ,175.1592 ,116.0249 ,313.8991 ,765.1893 ,44.1799 ,10.7899 ,19.7288 ,21.6603 ,154.7563 ,487.9512 ,29.0809 ,414.8126 ,37.4491 ,219.9020 ,194.1759 ,214.6873 ,755.7120 ,446.4439 ,78.2340 ,39.9749 ,27.3719 ,57.4399 
42059,149.9400 ,129.5327 ,0.8187 ,269.7888 ,12.9921 ,230.8459 ,173.1644 ,108.9417 ,309.0483 ,789.1585 ,42.9436 ,10.2217 ,18.4930 ,21.7879 ,153.2857 ,452.6888 ,29.9903 ,423.9717 ,36.3409 ,221.2538 ,191.9460 ,202.8774 ,738.5256 ,459.3376 ,76.1758 ,37.9761 ,25.7199 ,57.8739 
42066,150.8292 ,133.7885 ,0.7723 ,271.5264 ,13.1774 ,229.3730 ,173.8365 ,103.5524 ,328.4515 ,759.7106 ,44.7912 ,10.2674 ,16.1146 ,21.3582 ,154.2576 ,467.3323 ,28.4513 ,426.9444 ,36.8719 ,220.0102 ,192.7247 ,192.4734 ,774.9298 ,444.0263 ,79.3109 ,38.0882 ,22.5092 ,56.7580 
42073,145.2767 ,127.5960 ,0.7757 ,268.2045 ,13.0763 ,223.0850 ,166.7639 ,100.2418 ,306.1412 ,755.6016 ,42.0606 ,10.0087 ,16.7729 ,20.4318 ,148.5926 ,442.3362 ,28.5031 ,421.6418 ,36.5528 ,214.1064 ,184.8922 ,185.8609 ,722.1416 ,439.8313 ,74.6202 ,37.1504 ,23.4319 ,54.4870 
42080,143.7623 ,115.1600 ,0.8063 ,269.1244 ,12.5034 ,216.2871 ,166.1772 ,98.7020 ,291.6564 ,724.7840 ,40.8107 ,10.2167 ,17.1579 ,20.2103 ,147.0325 ,410.1015 ,29.4675 ,423.0390 ,35.0667 ,208.6673 ,184.1816 ,181.9512 ,688.7620 ,426.5181 ,72.8707 ,37.8769 ,23.9571 ,54.0132 
42087,149.1550 ,121.0722 ,0.7889 ,286.5004 ,13.2533 ,222.4618 ,181.1650 ,95.8533 ,303.8425 ,744.8725 ,42.2644 ,10.6225 ,17.0523 ,21.4522 ,152.5440 ,425.1042 ,29.1587 ,449.7902 ,37.0614 ,213.6620 ,200.8173 ,179.2556 ,714.3209 ,435.4267 ,75.3802 ,39.4169 ,23.8244 ,56.1391 
42094,148.0414 ,121.3015 ,0.7412 ,280.0611 ,12.6803 ,220.5358 ,177.0580 ,91.8498 ,299.1608 ,746.0139 ,41.2862 ,10.3841 ,16.5058 ,21.1803 ,151.4187 ,427.2938 ,27.7541 ,440.6322 ,35.5427 ,212.0526 ,196.3199 ,170.8994 ,709.2923 ,436.7973 ,73.6116 ,38.3169 ,23.0941 ,55.8267 
42101,151.4697 ,137.5600 ,0.7524 ,282.4120 ,12.9078 ,220.0259 ,179.6395 ,98.3170 ,314.5244 ,729.8061 ,42.1557 ,10.6732 ,17.6298 ,22.2947 ,154.9225 ,463.4626 ,28.0629 ,444.4882 ,36.1547 ,213.8285 ,199.1925 ,179.2556 ,748.7320 ,434.1932 ,74.9739 ,39.1236 ,24.5048 ,56.9547 
42108,149.2175 ,135.2868 ,0.7094 ,275.8215 ,12.5825 ,217.4402 ,172.3937 ,101.1593 ,310.2850 ,715.5099 ,42.5068 ,10.1088 ,16.6514 ,21.7815 ,152.6168 ,463.6247 ,26.4690 ,434.2858 ,35.2480 ,210.4987 ,191.2220 ,182.3555 ,745.1164 ,425.1475 ,75.6431 ,37.0703 ,23.1439 ,56.6336 
42115,150.5313 ,139.7287 ,0.7234 ,276.3322 ,12.5495 ,220.3161 ,170.7340 ,96.0393 ,319.6722 ,718.7051 ,43.2360 ,10.1851 ,17.3887 ,21.1015 ,153.9702 ,480.0061 ,27.0767 ,435.4908 ,35.1573 ,212.3855 ,189.4089 ,173.8645 ,768.5142 ,425.5587 ,77.1010 ,37.3269 ,24.1397 ,55.0545 
42122,151.8826 ,141.2979 ,0.6986 ,284.6053 ,12.0376 ,220.4289 ,176.9259 ,102.5557 ,335.8880 ,724.6392 ,42.3718 ,9.6965 ,16.8830 ,22.2405 ,155.3492 ,486.0072 ,26.2399 ,448.2639 ,33.7066 ,211.5531 ,196.2728 ,184.2425 ,804.7539 ,427.2034 ,75.8821 ,35.6219 ,23.4592 ,57.1369 
42129,149.2926 ,148.4678 ,0.7647 ,299.7727 ,11.9798 ,222.1206 ,176.3833 ,98.9096 ,347.6812 ,719.3898 ,44.6268 ,9.4980 ,16.2859 ,22.3611 ,152.7317 ,507.1732 ,28.5909 ,471.7214 ,33.4573 ,211.8861 ,195.6606 ,176.9644 ,833.4714 ,421.0359 ,79.2759 ,34.8152 ,22.6294 ,57.6922 
42136,149.1870 ,149.0472 ,0.7941 ,299.4152 ,11.9220 ,215.5229 ,175.8194 ,105.3484 ,344.3601 ,692.4584 ,44.5187 ,9.7830 ,16.5113 ,21.7815 ,152.6168 ,507.1168 ,29.4695 ,470.8701 ,33.1958 ,206.6139 ,195.0095 ,187.2076 ,826.5197 ,405.1374 ,79.1803 ,35.7479 ,22.8330 ,56.2519 
42143,150.9752 ,139.9943 ,0.8065 ,289.8143 ,11.9550 ,213.4365 ,181.6177 ,99.7629 ,336.0405 ,700.9030 ,43.4520 ,10.3887 ,17.0414 ,21.5571 ,154.4426 ,477.0812 ,29.7306 ,457.3061 ,33.5677 ,205.0045 ,201.3767 ,178.0426 ,798.2246 ,409.9343 ,77.3161 ,37.8103 ,23.5801 ,56.2519 
42150,148.4875 ,140.0909 ,0.7682 ,283.7371 ,11.7238 ,208.0794 ,178.1600 ,93.7120 ,336.1591 ,689.0349 ,43.3980 ,10.0477 ,15.1161 ,21.2087 ,151.9018 ,475.9588 ,28.5984 ,448.6276 ,32.9498 ,200.8423 ,197.5731 ,167.3951 ,796.1164 ,401.9851 ,77.4356 ,36.5523 ,21.1388 ,55.6011 
42157,149.3125 ,147.8884 ,0.7275 ,279.4474 ,11.8559 ,212.1959 ,178.7239 ,95.5738 ,349.8670 ,688.8066 ,46.1391 ,10.4346 ,16.1701 ,21.3058 ,152.7445 ,496.9629 ,27.4473 ,441.4760 ,33.1925 ,203.5616 ,198.2540 ,170.4950 ,820.9564 ,400.2034 ,81.8332 ,37.6154 ,22.3999 ,55.5837 
42164,147.2124 ,145.2080 ,0.7671 ,277.0865 ,12.0568 ,214.3942 ,169.7660 ,93.5461 ,351.8084 ,719.8647 ,45.8727 ,10.8461 ,16.7331 ,21.6613 ,150.5995 ,492.9545 ,28.8838 ,437.3778 ,33.8105 ,205.3375 ,188.4517 ,167.5334 ,821.9646 ,410.6196 ,81.7376 ,39.1215 ,23.1193 ,56.7204 
42171,147.6249 ,144.9381 ,0.7783 ,267.1951 ,11.6515 ,215.2806 ,169.8064 ,87.9231 ,357.8660 ,726.6558 ,44.6669 ,9.9454 ,15.8219 ,21.5210 ,151.0591 ,492.1528 ,29.1883 ,422.3512 ,32.6629 ,205.8924 ,188.5221 ,160.1989 ,825.0352 ,413.7719 ,79.6105 ,36.0208 ,21.9310 ,56.3733 
42178,147.0874 ,146.1054 ,0.7331 ,266.6343 ,12.0483 ,222.9983 ,167.3448 ,88.6006 ,353.0999 ,766.1297 ,44.5194 ,10.5991 ,15.5462 ,21.3818 ,150.5101 ,496.8025 ,27.7802 ,421.3869 ,33.6560 ,213.2735 ,185.7634 ,161.6574 ,819.9023 ,436.2491 ,79.3476 ,38.2001 ,21.5834 ,56.0089 
42185,146.4873 ,142.5320 ,0.7546 ,266.6343 ,13.6677 ,240.7546 ,165.3183 ,93.8700 ,352.9940 ,831.3578 ,45.6860 ,12.3840 ,15.8699 ,22.4948 ,149.8972 ,484.5368 ,28.2084 ,421.4673 ,38.0920 ,230.2555 ,183.5564 ,167.2486 ,809.6821 ,473.3912 ,81.4269 ,44.0825 ,21.9876 ,58.9243 
42192,144.0871 ,125.5701 ,0.7238 ,249.4535 ,13.7081 ,228.8010 ,158.8248 ,92.8161 ,332.4466 ,808.0105 ,42.6421 ,11.7706 ,14.9469 ,21.8489 ,147.4585 ,428.4190 ,27.3141 ,394.3873 ,38.2244 ,218.8232 ,176.3484 ,164.9392 ,739.3328 ,460.0968 ,76.0016 ,42.0095 ,20.7508 ,57.2323 
42199,144.1907 ,127.4045 ,0.7538 ,258.4772 ,13.8701 ,237.9112 ,162.4959 ,95.1497 ,330.1871 ,838.3379 ,43.9964 ,11.4840 ,15.8219 ,21.9052 ,147.5607 ,436.3334 ,28.0696 ,408.5300 ,38.7320 ,227.5455 ,180.4337 ,168.8287 ,744.9375 ,477.2964 ,78.4476 ,40.8578 ,21.8825 ,57.3798 
42206,137.8152 ,121.1629 ,0.7674 ,252.3085 ,13.1657 ,233.2110 ,156.8725 ,85.9659 ,330.8932 ,829.9136 ,43.3796 ,10.5538 ,15.0967 ,21.2792 ,141.0362 ,418.0086 ,28.4663 ,399.1283 ,36.8561 ,223.0222 ,174.2118 ,156.7955 ,736.0127 ,471.3783 ,77.3307 ,37.7926 ,20.9448 ,55.7399 
42213,136.8296 ,114.3019 ,0.7477 ,244.9671 ,12.1454 ,219.2845 ,155.3552 ,84.0840 ,308.6336 ,779.1272 ,41.6766 ,10.2722 ,14.4135 ,21.3984 ,140.0275 ,396.2234 ,27.9575 ,387.7981 ,34.0312 ,209.7832 ,172.4627 ,150.9613 ,690.6842 ,443.9902 ,74.4314 ,36.8713 ,19.9263 ,56.0523 
42220,136.0810 ,108.9656 ,0.7467 ,240.8376 ,11.9430 ,218.7042 ,154.4534 ,82.8796 ,297.4773 ,783.4597 ,40.6038 ,9.9253 ,14.9709 ,21.0804 ,139.2614 ,377.7414 ,27.6298 ,381.6107 ,33.4353 ,209.1212 ,171.4414 ,148.8950 ,661.9370 ,445.0913 ,72.5777 ,35.4538 ,20.7023 ,55.2193 
42227,138.2020 ,102.9957 ,0.7551 ,237.7019 ,12.1973 ,225.4934 ,162.1637 ,79.9438 ,297.4435 ,799.3455 ,40.8586 ,10.2055 ,16.4426 ,20.4775 ,141.4315 ,365.6297 ,27.8454 ,375.9141 ,34.2210 ,215.3546 ,180.0192 ,144.0331 ,657.0519 ,454.4500 ,73.0292 ,36.3083 ,22.6752 ,53.6297 
42234,139.3498 ,101.1998 ,0.7213 ,232.3966 ,11.8673 ,209.8841 ,156.8678 ,80.7718 ,295.5692 ,753.1322 ,38.3779 ,9.9329 ,16.2722 ,22.0708 ,142.6082 ,359.4953 ,26.7502 ,366.8649 ,33.3298 ,200.7917 ,174.1457 ,145.1270 ,649.1605 ,427.4748 ,68.6565 ,35.2172 ,22.4900 ,57.4202 
42241,142.0198 ,91.6973 ,0.7045 ,233.8707 ,11.8594 ,203.7332 ,154.9326 ,79.7932 ,259.6591 ,763.2413 ,36.4067 ,9.9479 ,14.1073 ,20.9214 ,145.3251 ,325.1266 ,26.0172 ,368.8674 ,33.2655 ,194.3928 ,171.9578 ,142.3315 ,573.9575 ,431.0531 ,65.1156 ,35.3746 ,19.5781 ,54.7630 
42248,142.2070 ,105.6297 ,0.7040 ,233.9724 ,11.6078 ,202.8628 ,154.6048 ,80.6213 ,284.0482 ,741.5789 ,36.9430 ,9.6840 ,14.1365 ,20.7690 ,145.5165 ,372.7866 ,26.0172 ,369.4281 ,32.6011 ,193.8964 ,171.6185 ,143.1823 ,636.3370 ,422.1073 ,66.1374 ,34.3429 ,19.6176 ,54.1271 
42255,139.8614 ,106.9381 ,0.7093 ,247.4424 ,11.5842 ,204.0814 ,156.0324 ,83.3312 ,285.9545 ,742.7823 ,36.4335 ,9.4599 ,14.1599 ,20.9612 ,143.1056 ,376.8763 ,26.2932 ,390.1744 ,32.5582 ,194.6686 ,173.1980 ,146.5856 ,640.9873 ,422.7954 ,65.2582 ,33.7833 ,19.6412 ,54.8327 
42262,137.5657 ,103.2885 ,0.7114 ,246.6800 ,12.2841 ,206.3445 ,151.4958 ,85.7722 ,273.9361 ,763.9634 ,35.7496 ,9.8533 ,13.8908 ,20.7094 ,140.7458 ,362.8024 ,26.3640 ,389.2132 ,34.4444 ,196.7371 ,168.1669 ,149.6243 ,613.1116 ,432.6353 ,64.1015 ,35.1472 ,19.2625 ,54.3536 
42269,140.3355 ,106.4101 ,0.6705 ,233.5657 ,11.9695 ,200.0195 ,156.0430 ,80.6161 ,289.6015 ,730.0255 ,35.3205 ,9.8682 ,13.5104 ,19.8747 ,143.5776 ,373.9031 ,25.0825 ,369.0276 ,33.6299 ,191.7829 ,173.1980 ,140.6298 ,643.7512 ,416.5553 ,63.3948 ,35.1647 ,18.7416 ,52.1756 
42276,140.5850 ,103.8164 ,0.6570 ,228.8893 ,12.2369 ,205.2420 ,154.1078 ,86.8173 ,279.6345 ,735.3208 ,37.1308 ,10.0325 ,14.1424 ,20.2059 ,143.8455 ,362.3431 ,24.9430 ,361.5782 ,34.2729 ,196.1316 ,171.0686 ,151.4475 ,625.0851 ,419.3277 ,66.5987 ,35.7592 ,19.5623 ,52.8900 
42283,143.0304 ,111.3909 ,0.6275 ,239.4112 ,12.5279 ,206.1124 ,169.0289 ,94.9695 ,297.5999 ,730.7476 ,38.4985 ,10.4806 ,14.9908 ,20.5637 ,146.3328 ,389.7504 ,24.3327 ,377.9189 ,35.0231 ,197.1225 ,187.5658 ,165.6685 ,668.2447 ,417.2484 ,68.7896 ,37.2805 ,20.7066 ,53.8831 
42290,145.4009 ,107.1678 ,0.6373 ,242.7152 ,12.0953 ,212.0392 ,168.2147 ,96.3631 ,275.8488 ,764.2597 ,38.6175 ,10.3362 ,15.7222 ,21.1533 ,148.7686 ,376.1998 ,24.7773 ,382.9653 ,33.9086 ,202.8473 ,186.6883 ,168.0994 ,632.5971 ,434.8533 ,69.0016 ,36.8609 ,21.7403 ,55.4948 
42297,146.9106 ,105.1542 ,0.6270 ,240.4787 ,11.8516 ,208.0559 ,168.3204 ,97.9656 ,269.9959 ,745.1894 ,38.4582 ,9.7836 ,14.5988 ,21.1268 ,150.2984 ,370.3050 ,24.3676 ,379.9214 ,33.2012 ,199.0491 ,186.7936 ,170.8950 ,620.0772 ,424.7340 ,68.7189 ,34.8500 ,20.2173 ,55.4600 
42304,145.4508 ,98.7107 ,0.5638 ,240.1228 ,11.9538 ,205.7467 ,167.7494 ,100.4740 ,265.1322 ,734.3266 ,37.4622 ,10.1420 ,13.7269 ,20.6498 ,148.8195 ,349.2519 ,22.0921 ,379.5209 ,33.4156 ,196.7371 ,186.1618 ,175.2707 ,606.3736 ,419.8822 ,67.0227 ,35.9691 ,19.0336 ,54.1532 
42311,139.0005 ,109.1813 ,0.5486 ,236.9205 ,11.9695 ,202.9757 ,161.1506 ,107.9294 ,294.7677 ,724.9122 ,37.7809 ,10.2864 ,14.0722 ,20.7260 ,142.2410 ,385.3866 ,21.5951 ,374.6347 ,33.3298 ,194.0398 ,178.8609 ,188.2762 ,667.0610 ,413.7829 ,67.5646 ,36.3363 ,19.5071 ,54.3971 
42318,135.8015 ,101.6639 ,0.5533 ,225.2645 ,11.2965 ,197.5491 ,151.8031 ,102.4946 ,277.2914 ,705.1177 ,36.6123 ,9.7884 ,13.6073 ,20.5020 ,138.9900 ,360.7543 ,21.9645 ,356.4882 ,31.5572 ,188.3657 ,168.4989 ,178.6755 ,631.5015 ,403.1069 ,65.4913 ,34.6757 ,18.8981 ,54.0118 
42325,133.2755 ,93.3187 ,0.5629 ,213.7028 ,11.3140 ,199.5119 ,149.7186 ,102.9824 ,252.7464 ,696.1861 ,36.8911 ,9.6382 ,13.4422 ,20.7050 ,136.3765 ,335.7601 ,22.4223 ,338.1315 ,31.4905 ,190.5801 ,166.1533 ,179.2090 ,585.7308 ,402.4127 ,66.0429 ,34.0789 ,18.6622 ,54.5930 
42332,133.8116 ,95.9140 ,0.5177 ,209.4014 ,11.3601 ,199.4542 ,149.5815 ,104.5153 ,279.4966 ,685.3232 ,37.9668 ,9.6678 ,14.1526 ,20.4638 ,136.9374 ,352.1933 ,21.2206 ,331.5030 ,31.5959 ,190.9632 ,166.0015 ,182.1958 ,626.6338 ,398.3886 ,67.8898 ,34.2178 ,19.6306 ,54.0676 
42339,132.5898 ,93.6319 ,0.4970 ,209.6544 ,11.4907 ,205.3426 ,148.4745 ,107.5810 ,280.8980 ,691.3581 ,39.9455 ,9.3314 ,13.6297 ,20.9924 ,135.6753 ,340.4659 ,20.8898 ,331.9822 ,31.9753 ,196.4913 ,164.7756 ,186.1782 ,630.0618 ,403.5228 ,71.3263 ,33.2803 ,18.9101 ,55.3079 
42346,134.0609 ,83.8430 ,0.4608 ,207.8833 ,11.4831 ,202.4341 ,148.8224 ,104.5153 ,248.1263 ,664.7649 ,41.8148 ,9.5293 ,14.2322 ,21.2898 ,137.1797 ,312.8283 ,20.0016 ,328.9475 ,31.9753 ,193.9188 ,165.1842 ,181.5735 ,581.0951 ,387.9813 ,74.4590 ,33.8879 ,19.7313 ,56.1693 
42353,132.3529 ,82.1334 ,0.4126 ,208.1363 ,11.5984 ,199.6721 ,145.1746 ,101.6585 ,255.8760 ,656.9397 ,40.7914 ,9.7816 ,13.6297 ,20.9164 ,135.4342 ,307.1514 ,18.4516 ,329.6662 ,32.2282 ,191.2369 ,161.1329 ,177.2178 ,589.5094 ,383.4022 ,72.7057 ,34.7386 ,18.9179 ,55.1960 
