,SPX,TSX,FTSE,DAX,CAC,SMI,MIB,IBEX,OMX,AEX,NKY,AS51,HSI,SG,SPXV,TSXV,FTSEV,DAXV,CACV,SMIV,MIBV,IBEXV,OMXV,AEXV,NKYv,AS51V,HSIV,SGV
2013-01-31,790.7400 ,892.1200 ,3641.5000 ,919.8600 ,1573.2800 ,1512.7100 ,1458.2100 ,838.0600 ,5514.0800 ,1110.1700 ,139.9300 ,1551.0400 ,8181.0600 ,652.8100 ,698.8100 ,1764.3900 ,4759.1200 ,1032.6000 ,2407.7100 ,1177.2200 ,763.3100 ,535.3100 ,10237.7000 ,2622.6700 ,995.5600 ,3521.2100 ,11757.8100 ,3651.8500 
2013-02-28,799.6400 ,908.0300 ,3771.3500 ,929.6300 ,1625.6200 ,1563.4500 ,1400.1200 ,860.3900 ,5572.5500 ,1121.2200 ,145.9500 ,1618.1700 ,8249.8700 ,651.5900 ,706.3800 ,1779.5800 ,4724.4800 ,1015.5800 ,2365.2700 ,1200.4900 ,679.4200 ,517.5800 ,10689.4300 ,2402.7200 ,1027.5800 ,3732.4300 ,11495.7600 ,3658.8400 
2013-03-29,828.7100 ,905.6200 ,3819.6000 ,950.0700 ,1643.8600 ,1597.0400 ,1416.4400 ,867.3800 ,5551.4300 ,1173.9200 ,156.5800 ,1531.0600 ,8290.5600 ,656.8500 ,731.5400 ,1752.6700 ,4723.9600 ,1006.5100 ,2356.2800 ,1246.9600 ,644.1800 ,489.7300 ,10757.3200 ,2436.9900 ,1077.2500 ,3726.7100 ,11013.5700 ,3745.3100 
2013-04-30,845.0400 ,869.5200 ,3805.1900 ,942.9000 ,1671.5700 ,1613.1800 ,1471.8700 ,886.6800 ,5433.9400 ,1165.6700 ,177.5600 ,1564.4900 ,8419.6100 ,649.9200 ,743.5300 ,1729.4200 ,4767.0200 ,1020.4200 ,2444.2300 ,1261.9900 ,711.5800 ,527.1900 ,10975.3900 ,2466.5400 ,1205.4500 ,4020.3100 ,11377.3600 ,3924.0200 
2013-05-31,861.7100 ,888.5900 ,3897.6200 ,970.8500 ,1703.4700 ,1625.0900 ,1525.5100 ,863.3100 ,5545.8400 ,1192.7200 ,175.2900 ,1537.9800 ,8366.9800 ,630.6200 ,759.7900 ,1762.2500 ,4870.8200 ,1066.6300 ,2508.9200 ,1262.7100 ,718.1900 ,521.8700 ,11051.9500 ,2626.4500 ,1165.9000 ,3656.4700 ,10842.1700 ,3790.8000 
2013-06-28,845.3700 ,851.1800 ,3698.0600 ,953.8800 ,1608.3900 ,1569.4400 ,1353.7400 ,834.5100 ,5258.1200 ,1149.6200 ,175.7800 ,1476.4000 ,7886.3900 ,605.2000 ,751.5400 ,1699.5000 ,4580.4600 ,998.9500 ,2377.2900 ,1227.7400 ,630.7800 ,478.2700 ,10447.4900 ,2513.3300 ,1162.7700 ,3646.7800 ,10222.5200 ,3608.6900 
2013-07-31,887.3700 ,864.4600 ,3927.9700 ,982.4100 ,1697.2500 ,1603.2100 ,1496.9400 ,892.1900 ,5655.0000 ,1209.0200 ,174.9700 ,1558.0000 ,8283.2000 ,624.4500 ,788.5400 ,1769.7300 ,4893.7500 ,1050.3800 ,2560.9500 ,1243.7700 ,671.8000 ,528.2800 ,11231.0200 ,2798.6000 ,1159.0100 ,3801.4000 ,10545.1100 ,3775.7100 
2013-08-30,865.6800 ,869.7300 ,3796.3900 ,962.9700 ,1658.3400 ,1588.3600 ,1501.0800 ,882.0800 ,5628.5600 ,1193.6000 ,170.7500 ,1592.2300 ,8088.6200 ,587.9700 ,758.2600 ,1810.5100 ,4750.2700 ,1030.6700 ,2536.2800 ,1228.1600 ,687.5700 ,517.9600 ,10930.6800 ,2795.6400 ,1130.9200 ,3829.1800 ,10464.8000 ,3522.2400 
2013-09-30,897.0000 ,875.9800 ,3834.8800 ,986.3000 ,1730.5000 ,1650.2000 ,1568.2400 ,980.5800 ,5891.8600 ,1221.0400 ,184.6600 ,1605.8900 ,8599.3000 ,618.5200 ,775.6900 ,1833.7800 ,4773.3300 ,1115.5100 ,2690.7500 ,1254.9000 ,714.8500 ,576.9900 ,11122.6700 ,2905.7500 ,1212.8600 ,3917.5900 ,10949.0700 ,3683.5500 
2013-10-31,939.3000 ,915.1800 ,4016.8300 ,1027.6600 ,1727.8000 ,1688.2900 ,1700.5400 ,1048.9800 ,5745.4700 ,1245.1200 ,186.1800 ,1662.7200 ,8944.6500 ,632.8400 ,808.1500 ,1920.3800 ,4946.5200 ,1181.6300 ,2864.6500 ,1309.6900 ,808.6100 ,629.4600 ,11728.8900 ,3125.0000 ,1201.8400 ,4110.7500 ,10911.3500 ,3770.9600 
2013-11-29,967.7100 ,919.5100 ,3950.6800 ,1090.6000 ,1723.9700 ,1690.3400 ,1662.6700 ,1037.6300 ,5873.2100 ,1249.2600 ,197.9500 ,1648.2600 ,9059.2200 ,627.3400 ,828.9100 ,1928.5600 ,4897.4100 ,1214.4200 ,2865.9100 ,1331.3100 ,793.0500 ,624.7300 ,11963.5200 ,3188.5800 ,1265.9900 ,4008.2600 ,10956.9100 ,3762.4700 
2013-12-31,992.4700 ,940.8400 ,4029.1300 ,1111.6400 ,1727.2700 ,1678.6200 ,1656.9100 ,1051.3200 ,5909.8500 ,1256.7800 ,205.5000 ,1661.1800 ,9219.5300 ,622.6900 ,846.6000 ,1952.6800 ,4954.3600 ,1229.7600 ,2875.5400 ,1329.5300 ,787.9700 ,628.3400 ,12449.0000 ,3247.8300 ,1304.1000 ,3993.5300 ,10789.6100 ,3721.7800 
2014-01-31,962.5900 ,957.7700 ,3806.4500 ,1068.2300 ,1668.6000 ,1674.2800 ,1720.5400 ,1035.6400 ,5811.8600 ,1209.0300 ,191.1100 ,1618.6800 ,8714.9300 ,583.2200 ,811.4900 ,1932.5500 ,4836.1400 ,1200.7600 ,2804.6100 ,1330.7800 ,804.8900 ,641.2500 ,12110.3300 ,3132.3100 ,1220.3700 ,3854.0600 ,10199.9300 ,3546.5500 
2014-02-28,1010.9500 ,995.3600 ,3996.6900 ,1111.4200 ,1760.1000 ,1741.9300 ,1778.6700 ,1043.9900 ,6049.5000 ,1241.4300 ,189.8500 ,1679.5100 ,9096.4200 ,600.0300 ,840.1700 ,1993.7900 ,5038.9100 ,1252.0500 ,2980.1700 ,1360.3200 ,846.9500 ,663.4200 ,12838.6600 ,3281.3300 ,1216.6400 ,4037.0500 ,10670.2900 ,3614.9800 
2014-03-31,1002.3300 ,1006.0500 ,3911.7300 ,1086.5600 ,1746.6800 ,1733.4400 ,1938.8800 ,1062.3100 ,6084.0700 ,1264.5000 ,188.3900 ,1658.4100 ,8655.2100 ,609.4500 ,860.3900 ,2009.2400 ,4845.0400 ,1239.8500 ,2995.5900 ,1371.4500 ,892.9800 ,686.9100 ,12689.6500 ,3294.0700 ,1197.8200 ,4081.0300 ,10642.4300 ,3690.9400 
2014-04-30,1004.4800 ,1025.8000 ,3974.0400 ,1081.3000 ,1781.9700 ,1739.1100 ,1932.6900 ,1088.4100 ,6034.7800 ,1226.5100 ,180.3400 ,1684.8000 ,8818.0900 ,626.9400 ,869.4900 ,2056.1100 ,5023.9400 ,1240.4500 ,3051.8500 ,1372.6600 ,905.6500 ,701.5200 ,12732.5300 ,3223.4600 ,1168.3500 ,4170.0400 ,10943.7200 ,3788.9500 
2014-05-30,1036.1200 ,1025.5500 ,4088.3300 ,1105.7000 ,1820.1800 ,1766.2000 ,1914.9900 ,1123.6800 ,6172.8400 ,1267.0200 ,187.0400 ,1704.5900 ,9057.9700 ,630.3400 ,878.0500 ,2040.1500 ,5015.2300 ,1256.3600 ,3045.3700 ,1425.7300 ,901.7400 ,729.6600 ,13168.7200 ,3244.8400 ,1207.7400 ,4115.8300 ,11484.7800 ,3858.1200 
2014-06-30,1056.2100 ,1058.1100 ,4055.5300 ,1089.4000 ,1776.9300 ,1740.6100 ,1812.4800 ,1122.9200 ,6077.7500 ,1276.2500 ,195.5200 ,1656.4700 ,9082.6900 ,628.9200 ,894.4700 ,2125.0000 ,4908.9800 ,1248.2000 ,2985.3400 ,1409.4600 ,917.9400 ,741.3900 ,12912.7100 ,3257.3600 ,1266.3800 ,4085.2000 ,11526.2600 ,3808.4700 
2014-07-31,1042.1700 ,1071.6900 ,3976.9000 ,1048.8900 ,1683.2100 ,1714.1200 ,1748.8300 ,1086.1800 ,6036.2800 ,1247.6400 ,200.9800 ,1733.1600 ,9616.8200 ,654.6000 ,879.2300 ,2180.9100 ,4977.7400 ,1189.1000 ,2905.2400 ,1387.1000 ,891.1000 ,738.3700 ,13031.2500 ,3095.8100 ,1284.1700 ,4257.7600 ,12257.5000 ,3965.6200 
2014-08-29,1085.3100 ,1105.1200 ,4071.6600 ,1060.8300 ,1722.2200 ,1758.1000 ,1748.0100 ,1091.9500 ,6150.0600 ,1296.8800 ,199.5300 ,1724.6600 ,9326.5900 ,632.6300 ,908.7200 ,2190.5600 ,5000.8900 ,1192.1800 ,2993.0700 ,1437.7400 ,880.7100 ,739.0300 ,12927.5700 ,3156.9400 ,1262.7400 ,4251.1600 ,12309.9500 ,3924.4300 
2014-09-30,1072.2300 ,1080.3300 ,3973.2900 ,1069.7000 ,1701.0200 ,1772.3700 ,1810.4000 ,1095.8600 ,6153.3800 ,1336.4100 ,209.8400 ,1637.9100 ,8475.8600 ,617.0300 ,891.1100 ,2071.7400 ,4826.1600 ,1180.8600 ,3047.2800 ,1483.3800 ,895.8100 ,748.5400 ,13163.0200 ,3230.8600 ,1303.3600 ,3968.7600 ,11562.8300 ,3861.2900 
2014-10-31,1102.8400 ,1067.9100 ,3919.0100 ,1068.3300 ,1697.5100 ,1775.7900 ,1700.9000 ,1078.4200 ,6175.6000 ,1312.8500 ,212.9200 ,1696.2200 ,9171.8800 ,617.2800 ,906.4200 ,2003.1000 ,4773.1900 ,1154.9700 ,2852.5200 ,1476.5300 ,856.9100 ,720.4000 ,13417.2500 ,3211.9400 ,1306.3700 ,4209.2800 ,12162.2600 ,3821.4200 
2014-11-28,1134.0400 ,1083.6400 ,4085.7000 ,1137.9900 ,1794.4400 ,1845.8500 ,1747.4800 ,1102.0800 ,6402.5100 ,1398.0700 ,227.1900 ,1621.2600 ,9158.6200 ,628.3100 ,924.7700 ,2014.5700 ,4831.6900 ,1238.5700 ,2923.4000 ,1503.5400 ,847.5400 ,748.5100 ,13768.3600 ,3368.3900 ,1379.9300 ,4041.1400 ,12279.3300 ,3945.8700 
2014-12-31,1121.6200 ,1099.5000 ,3983.4600 ,1124.9100 ,1773.4700 ,1806.5200 ,1669.7300 ,1056.8200 ,6510.6700 ,1389.7500 ,226.1900 ,1641.3400 ,8597.8100 ,633.8600 ,927.9700 ,1957.9000 ,4724.7900 ,1215.1300 ,2836.0500 ,1503.1100 ,797.9900 ,713.5500 ,13641.7500 ,3356.7100 ,1371.3600 ,4130.1700 ,12010.6000 ,3969.8500 
2015-01-30,1102.1300 ,1121.4700 ,4153.0700 ,1237.9500 ,1948.1200 ,1681.7300 ,1789.9900 ,1066.7400 ,7048.1500 ,1532.6900 ,227.5200 ,1694.0200 ,8955.4800 ,624.3400 ,885.5300 ,1921.3500 ,4796.3900 ,1310.3900 ,3022.9500 ,1407.6800 ,856.0100 ,712.1300 ,14676.1400 ,3463.5700 ,1370.3400 ,4263.4800 ,12828.1800 ,4017.6300 
2015-02-27,1165.8400 ,1176.7500 ,4296.2800 ,1311.0400 ,2092.9200 ,1817.3300 ,2028.0500 ,1186.8700 ,7620.4400 ,1620.7500 ,241.7500 ,1791.5900 ,8977.2100 ,622.0400 ,931.2800 ,1987.1700 ,4914.6100 ,1407.8600 ,3234.3100 ,1499.9600 ,912.9500 ,753.6100 ,15726.4400 ,3786.6800 ,1502.0900 ,4556.5600 ,12667.7300 ,4065.6600 
2015-03-31,1144.6900 ,1166.1800 ,4176.1700 ,1373.7700 ,2139.3100 ,1825.1800 ,2152.9600 ,1259.8800 ,7645.7100 ,1643.4200 ,247.2800 ,1763.0000 ,9168.0900 ,622.5000 ,915.8700 ,1920.0400 ,4798.5600 ,1474.4300 ,3281.8000 ,1560.4300 ,921.8600 ,768.5800 ,15182.1000 ,3951.5900 ,1503.9100 ,4570.9800 ,12498.8800 ,4145.3400 
2015-04-30,1149.3200 ,1173.8600 ,4280.9800 ,1315.7400 ,2157.0400 ,1834.6600 ,2099.5000 ,1222.1700 ,7324.3900 ,1645.8000 ,250.8200 ,1758.0600 ,10300.1600 ,646.8400 ,928.2700 ,1990.6200 ,4949.5700 ,1398.5000 ,3281.6100 ,1479.5400 ,932.2600 ,772.6800 ,15254.4700 ,3857.0000 ,1581.8300 ,4398.4000 ,13198.5500 ,4166.7200 
2015-05-29,1167.6200 ,1170.3000 ,4298.4400 ,1318.8400 ,2172.5600 ,1868.0800 ,2196.6000 ,1229.0700 ,7406.0200 ,1687.9600 ,261.8100 ,1769.4400 ,10131.2300 ,619.8500 ,932.4100 ,1923.7500 ,4951.8000 ,1339.9100 ,3226.4800 ,1489.2000 ,936.6100 ,750.9100 ,15343.0300 ,3959.3000 ,1670.3500 ,4323.9800 ,13115.9600 ,4013.2700 
2015-06-30,1143.5600 ,1133.8400 ,4077.1300 ,1267.0800 ,2054.6500 ,1771.3700 ,2126.7900 ,1173.2800 ,6854.5700 ,1621.5000 ,255.4200 ,1683.9000 ,9684.3600 ,610.3500 ,912.4000 ,1863.5900 ,4573.5200 ,1278.7100 ,3100.1500 ,1419.4600 ,884.9100 ,725.6700 ,14589.1700 ,3833.5300 ,1605.7100 ,4086.2500 ,12853.0600 ,3954.3000 
2015-07-31,1183.9400 ,1177.5300 ,4241.0100 ,1314.7100 ,2165.6200 ,1902.7100 ,2263.1400 ,1235.6200 ,7173.4200 ,1700.3500 ,257.8200 ,1783.9100 ,9291.9600 ,584.7700 ,914.4100 ,1796.0300 ,4637.2200 ,1320.5100 ,3289.0200 ,1522.8600 ,919.0200 ,752.2000 ,15245.8700 ,4053.7400 ,1645.8000 ,4207.9500 ,12891.6200 ,3805.7400 
2015-08-31,1109.7300 ,1108.8400 ,3981.7800 ,1204.3900 ,1976.8500 ,1776.1300 ,2103.4200 ,1155.5200 ,6596.6300 ,1548.8300 ,237.3800 ,1626.3300 ,8032.9000 ,531.8400 ,857.3100 ,1742.4300 ,4298.7600 ,1196.6800 ,3025.2900 ,1442.6900 ,861.2200 ,679.0900 ,14378.8600 ,3557.9200 ,1516.4900 ,3816.2100 ,11228.3700 ,3423.5400 
2015-09-30,1083.6800 ,1052.0100 ,3986.1800 ,1161.8300 ,1936.3300 ,1714.3600 ,2036.1500 ,1126.4000 ,6268.9200 ,1510.0500 ,217.0500 ,1580.3900 ,7690.6400 ,506.0300 ,831.7100 ,1686.5800 ,4069.5300 ,1087.3900 ,2864.8400 ,1392.5000 ,838.5700 ,613.4300 ,13477.3200 ,3265.3600 ,1389.0000 ,3627.0200 ,11088.1500 ,3336.9200 
2015-10-30,1184.5100 ,1033.9900 ,4220.2200 ,1294.4900 ,2121.9000 ,1811.1000 ,2149.5700 ,1207.0100 ,6812.2600 ,1648.3300 ,242.7500 ,1645.6800 ,8633.8000 ,549.2500 ,891.0100 ,1764.8800 ,4244.8700 ,1221.3700 ,3133.4800 ,1458.2200 ,886.1400 ,667.8200 ,13783.4900 ,3549.5100 ,1527.8100 ,3778.7700 ,11712.5100 ,3566.6700 
2015-11-30,1183.4500 ,1032.4600 ,4275.3400 ,1352.3800 ,2159.9800 ,1832.3900 ,2153.3000 ,1211.5700 ,7030.4200 ,1705.3000 ,248.1800 ,1666.9800 ,8593.1800 ,521.8600 ,892.9300 ,1753.0700 ,4192.6400 ,1280.0100 ,3169.9100 ,1463.3200 ,902.8900 ,674.2100 ,14044.7100 ,3579.9300 ,1527.5400 ,3608.9700 ,11039.6900 ,3388.6900 
2015-12-31,1163.7000 ,1014.3800 ,4229.5100 ,1283.6800 ,2030.8100 ,1805.0300 ,2042.2900 ,1144.0500 ,6576.5300 ,1610.3000 ,242.1200 ,1724.8900 ,8628.6800 ,532.7200 ,876.0900 ,1670.4800 ,4083.5400 ,1207.6900 ,2970.9500 ,1433.3800 ,841.6500 ,606.1900 ,13401.9600 ,3417.2100 ,1497.3500 ,3659.0200 ,11156.5800 ,3383.0000 
2016-01-29,1104.3300 ,1001.2300 ,4148.7300 ,1204.0300 ,1973.7400 ,1714.7700 ,1665.6300 ,1060.5800 ,6155.3700 ,1613.9900 ,225.7100 ,1652.2600 ,7843.8700 ,481.0200 ,831.9000 ,1643.1700 ,3968.6700 ,1067.2700 ,2816.9400 ,1348.0400 ,760.9700 ,557.9900 ,12566.5800 ,3092.7400 ,1369.8600 ,3375.1000 ,10179.8200 ,3116.7100 
2016-02-29,1093.2300 ,994.8000 ,4166.7200 ,1166.9700 ,1944.5700 ,1635.1100 ,1529.5300 ,1030.0500 ,6209.7700 ,1573.2700 ,206.8000 ,1622.1800 ,7661.5500 ,491.0000 ,833.6200 ,1647.0600 ,3972.3100 ,1035.6600 ,2770.1300 ,1267.3700 ,730.8500 ,529.7400 ,12825.6500 ,3073.4800 ,1227.9800 ,3250.2900 ,10346.7900 ,3181.3700 
2016-03-31,1164.9500 ,1015.5100 ,4224.1400 ,1213.7300 ,1977.4300 ,1617.8200 ,1561.8500 ,1057.1400 ,6284.9900 ,1633.5000 ,214.4500 ,1668.2100 ,8460.2000 ,523.4700 ,888.9500 ,1768.4300 ,4008.2100 ,1094.4200 ,2782.1000 ,1286.1700 ,754.2200 ,546.1900 ,12681.1500 ,3106.9900 ,1266.7200 ,3434.7600 ,11149.8600 ,3415.2500 
2016-04-29,1149.3300 ,1013.4400 ,4158.1600 ,1197.7100 ,1957.1100 ,1657.2200 ,1581.2400 ,1075.8100 ,6436.0600 ,1588.4400 ,214.3700 ,1693.1200 ,8725.0500 ,522.0800 ,906.2400 ,1876.4800 ,4135.3500 ,1114.5500 ,2851.4800 ,1292.1500 ,772.4800 ,579.1500 ,12125.2700 ,3179.7900 ,1257.1700 ,3643.8000 ,10993.6600 ,3386.4800 
2016-05-31,1177.7100 ,1035.9200 ,4228.7400 ,1202.2600 ,1993.7600 ,1704.4900 ,1517.5400 ,1097.4300 ,6430.8800 ,1657.3800 ,220.5300 ,1770.1200 ,8520.8700 ,514.1800 ,911.5700 ,1864.9100 ,4058.6000 ,1120.5200 ,2885.2300 ,1336.9000 ,753.9400 ,569.8200 ,12362.1600 ,3216.0300 ,1285.9700 ,3619.1400 ,10873.8300 ,3254.1400 
2016-06-30,1171.7600 ,1039.4000 ,4376.9200 ,1172.9000 ,1919.8000 ,1688.0200 ,1277.6900 ,1013.6500 ,6379.9600 ,1608.2700 ,203.3000 ,1733.7100 ,8650.3900 ,530.0100 ,917.9600 ,1837.3100 ,4278.6300 ,1019.0800 ,2666.2900 ,1240.1100 ,702.5100 ,506.9400 ,11710.8000 ,2722.6800 ,1131.5000 ,3489.5500 ,10781.9200 ,3287.9200 
2016-07-29,1225.2400 ,1088.2100 ,4557.8500 ,1260.3800 ,2020.3000 ,1715.1700 ,1374.1800 ,1068.4600 ,6739.8000 ,1668.4300 ,213.4700 ,1831.9400 ,9121.8100 ,539.3700 ,941.3700 ,1884.5700 ,4402.7200 ,1078.1400 ,2786.0300 ,1255.0700 ,716.6900 ,533.0000 ,12091.9700 ,2876.3600 ,1219.9600 ,3708.4000 ,11684.5600 ,3220.1900 
2016-08-31,1219.1560 ,1085.8040 ,4556.2360 ,1271.0480 ,2024.0510 ,1720.4880 ,1437.9170 ,1067.0300 ,6722.2320 ,1682.2180 ,210.6840 ,1754.4910 ,9054.8200 ,527.5460 ,943.8390 ,1919.1130 ,4458.7890 ,1124.1950 ,2777.2690 ,1294.2750 ,714.2330 ,546.5530 ,12636.7340 ,3136.0740 ,1268.2510 ,3697.5530 ,11929.7890 ,3155.6670 
2016-09-30,1222.5250 ,1100.9472 ,4614.2239 ,1273.7536 ,2036.3114 ,1711.9392 ,1377.8945 ,1095.3129 ,6784.4027 ,1699.1567 ,211.9031 ,1736.7304 ,9429.3735 ,532.3725 ,938.7970 ,1932.0384 ,4552.8049 ,1109.1699 ,2778.6101 ,1282.5350 ,687.2225 ,543.7957 ,13007.8907 ,3078.0519 ,1228.9193 ,3752.3017 ,12198.8800 ,3231.8315 
2016-10-31,1195.6920 ,1093.9342 ,4475.5428 ,1253.0938 ,2016.0204 ,1626.5009 ,1483.8524 ,1077.4872 ,6749.2986 ,1657.9080 ,219.6968 ,1668.9703 ,9285.8825 ,515.2124 ,923.0420 ,1978.9301 ,4691.1169 ,1153.3588 ,2883.2850 ,1292.8047 ,706.1849 ,592.6040 ,12987.4873 ,3288.2205 ,1310.4846 ,3774.4587 ,12098.3700 ,3197.4702 
2016-11-30,1207.5290 ,1091.5260 ,4337.3260 ,1232.9884 ,2025.9204 ,1612.6854 ,1522.8147 ,1062.5436 ,6901.2379 ,1620.7238 ,226.5683 ,1696.3511 ,9137.9513 ,524.7467 ,977.9550 ,2082.3000 ,4598.5088 ,1162.1701 ,2941.3609 ,1346.6295 ,691.3126 ,550.7847 ,13345.1178 ,3449.9878 ,1421.5847 ,3903.1768 ,11826.3171 ,3463.1644 
2016-12-30,1223.0210 ,1086.9157 ,4499.0792 ,1309.6742 ,2125.2266 ,1682.2377 ,1649.7196 ,1086.5042 ,6905.8459 ,1691.0796 ,231.9131 ,1752.2591 ,8429.9766 ,514.9097 ,1001.1230 ,2140.2211 ,4894.2270 ,1265.0667 ,3139.5312 ,1389.7546 ,793.9385 ,610.1070 ,13974.5533 ,3591.7971 ,1479.1576 ,4118.5558 ,11219.1822 ,3441.8236 
2017-01-31,1258.7110 ,1085.0890 ,4522.2151 ,1321.2282 ,2113.5276 ,1698.7551 ,1635.9421 ,1074.4610 ,6980.8957 ,1673.8478 ,232.1590 ,1752.8503 ,9006.8052 ,545.8340 ,1006.3210 ,2169.7842 ,4825.0546 ,1270.4059 ,3053.6606 ,1402.5329 ,746.3755 ,611.1797 ,14280.6126 ,3615.8181 ,1480.7057 ,4073.5373 ,12202.8708 ,3621.8321 
2017-02-28,1307.2610 ,1081.3291 ,4732.8484 ,1357.0915 ,2191.0368 ,1767.3470 ,1674.7153 ,1085.4194 ,7210.4156 ,1807.0364 ,233.4898 ,1769.6914 ,9112.6326 ,556.3853 ,1042.1660 ,2171.9121 ,4848.0631 ,1290.5962 ,3080.4550 ,1413.9680 ,755.0473 ,627.0404 ,14663.5076 ,3574.7389 ,1486.1535 ,4176.4905 ,12541.4691 ,3666.2251 
2017-03-31,1321.8370 ,1108.4102 ,4785.0578 ,1408.4120 ,2298.5960 ,1803.4892 ,1753.4223 ,1183.0423 ,7401.4486 ,1877.8993 ,232.9975 ,1814.0946 ,9443.3026 ,560.8047 ,1027.8830 ,2160.0185 ,4881.2669 ,1333.0900 ,3260.5042 ,1420.2886 ,826.0593 ,694.9455 ,14786.3069 ,3841.0976 ,1445.8220 ,4309.3462 ,12790.9761 ,3789.3619 
2017-04-28,1346.3960 ,1128.6619 ,4730.7107 ,1437.1578 ,2411.1696 ,1835.0477 ,1784.2515 ,1238.1800 ,7578.8406 ,1903.3794 ,236.5348 ,1833.6736 ,9870.0875 ,563.1332 ,1025.6420 ,2133.7571 ,4776.5207 ,1333.4413 ,3322.8058 ,1462.3399 ,823.3104 ,706.3686 ,15313.8940 ,3962.9630 ,1455.5620 ,4371.6637 ,12985.9977 ,3767.1364 
2017-05-31,1381.6430 ,1117.8963 ,4961.3004 ,1464.0033 ,2449.2489 ,1899.1323 ,1793.3010 ,1288.3693 ,7538.0386 ,1950.2693 ,248.0156 ,1834.7925 ,10207.6714 ,557.1297 ,1019.3500 ,2087.8371 ,4957.1496 ,1307.7473 ,3312.6666 ,1442.3293 ,830.0824 ,709.6455 ,15512.1331 ,3907.9482 ,1449.0309 ,4015.1328 ,13225.7201 ,3935.2800 
2017-06-30,1374.3690 ,1086.1810 ,4790.5031 ,1422.9838 ,2386.3124 ,1844.8543 ,1764.3122 ,1237.9717 ,7415.3481 ,1876.2843 ,252.9468 ,1824.9735 ,10371.3504 ,556.7972 ,1037.1340 ,2099.7285 ,4835.1520 ,1276.1676 ,3202.1131 ,1454.5004 ,830.1705 ,689.0368 ,15149.0460 ,3906.8481 ,1495.0696 ,4011.0625 ,13124.7263 ,3988.4720 
2017-07-31,1409.1470 ,1075.6200 ,4792.8985 ,1402.2198 ,2351.3904 ,1855.5256 ,1846.9666 ,1216.1948 ,7171.7249 ,1933.0793 ,254.6886 ,1807.2831 ,10802.6984 ,576.7649 ,1049.5880 ,2117.0142 ,4922.5480 ,1256.5262 ,3209.2619 ,1495.7884 ,859.6485 ,703.9794 ,14638.3498 ,4117.0979 ,1494.3314 ,4079.9468 ,13560.2480 ,4132.4279 
2017-08-31,1427.1500 ,1083.4286 ,4848.6326 ,1392.6168 ,2376.8814 ,1853.1654 ,1919.0148 ,1191.5354 ,7206.9892 ,1923.0871 ,253.8708 ,1831.6877 ,10836.5112 ,559.9939 ,1034.1320 ,2110.9365 ,4936.2478 ,1250.3884 ,3190.1010 ,1457.3197 ,859.6779 ,687.9689 ,14523.6784 ,3954.6605 ,1484.8897 ,3996.1458 ,13945.4341 ,4093.6129 
2017-09-29,1441.3660 ,1112.5662 ,4721.8408 ,1464.5811 ,2506.6506 ,1896.8491 ,2031.7014 ,1188.1840 ,7699.2630 ,1970.4181 ,261.8223 ,1801.0005 ,10832.9176 ,552.4634 ,1066.4580 ,2191.3974 ,4961.7085 ,1340.9996 ,3323.2509 ,1499.6165 ,889.9820 ,701.2662 ,15175.2220 ,4125.5489 ,1544.8112 ,4025.0003 ,13698.0698 ,4035.3238 
2017-10-31,1487.3450 ,1134.3043 ,4812.4659 ,1497.0271 ,2642.9761 ,1910.0571 ,2094.6558 ,1215.5207 ,8075.3483 ,2014.4164 ,278.8554 ,1883.7979 ,10905.7464 ,580.0674 ,1077.1360 ,2264.3740 ,5014.7382 ,1393.7975 ,3342.4999 ,1529.2121 ,880.9411 ,707.9830 ,15050.9508 ,4213.3777 ,1616.6533 ,4143.9308 ,13661.8060 ,4261.0608 
2017-11-30,1526.0750 ,1132.8872 ,4687.2113 ,1474.3384 ,2593.4399 ,1921.2682 ,1981.5490 ,1187.3550 ,7738.1813 ,1950.7251 ,285.0011 ,1947.1820 ,11516.4132 ,591.0878 ,1110.2020 ,2284.7474 ,4919.1012 ,1383.9472 ,3264.2853 ,1539.0146 ,875.8465 ,686.0223 ,14535.9593 ,4120.1861 ,1626.0864 ,4068.8976 ,13741.7013 ,4395.2804 
2017-12-29,1533.3820 ,1145.7266 ,4930.8761 ,1468.0942 ,2586.3517 ,1937.5433 ,1978.4175 ,1178.0503 ,7555.9763 ,1941.1871 ,287.1385 ,1990.5507 ,11999.9839 ,594.3895 ,1126.9810 ,2294.3602 ,5151.4021 ,1370.7191 ,3203.2832 ,1542.9613 ,851.2212 ,668.9659 ,14338.2640 ,4183.1827 ,1654.8051 ,4100.0754 ,13920.5177 ,4349.0657 
2018-01-31,1643.2670 ,1129.4452 ,4803.7641 ,1490.3313 ,2666.2500 ,1896.9538 ,2120.8557 ,1209.3927 ,7699.6705 ,1999.6633 ,292.3464 ,1988.7871 ,12548.9131 ,622.6094 ,1172.0040 ,2265.4656 ,5068.0802 ,1408.4931 ,3306.0744 ,1566.5208 ,914.2177 ,705.1449 ,14570.4159 ,4292.4751 ,1668.9446 ,4056.7131 ,14594.5679 ,4502.9225 
