,SPX,TSX,FTSE,DAX,CAC,SMI,MIB,IBEX,OMX,AEX,NKY,AS51,HSI,SG,SPXV,TSXV,FTSEV,DAXV,CACV,SMIV,MIBV,IBEXV,OMXV,AEXV,NKYv,AS51V,HSIV,SGV
1993-09-30,NA,334.3500 ,1865.0500 ,415.0500 ,785.5100 ,467.7900 ,1438.4000 ,283.9000 ,1735.3400 ,751.2800 ,390.2900 ,739.2600 ,3518.3900 ,676.1200 ,NA,503.3500 ,2377.4300 ,409.4000 ,1170.3300 ,505.0200 ,458.8400 ,150.7700 ,1750.7900 ,808.4300 ,1005.4400 ,1314.2500 ,4947.2600 ,1243.5400 
1993-10-29,NA,367.8400 ,1943.7600 ,457.9200 ,814.8500 ,507.4800 ,1411.2700 ,312.8500 ,1860.9800 ,818.9300 ,399.1300 ,801.4400 ,4203.4900 ,730.5500 ,NA,536.8300 ,2484.4300 ,437.9300 ,1219.1900 ,558.0900 ,455.4400 ,159.9400 ,1990.6800 ,874.7800 ,1020.4400 ,1404.2600 ,6238.1400 ,1296.6700 
1993-11-30,NA,360.5000 ,1957.0800 ,453.4900 ,803.9700 ,514.0900 ,1276.3500 ,303.5700 ,1630.9400 ,811.3300 ,328.0200 ,756.9200 ,4049.0700 ,729.1700 ,NA,533.5900 ,2478.0600 ,437.9500 ,1176.6400 ,564.7800 ,443.2500 ,147.4900 ,1891.3200 ,860.8000 ,873.9900 ,1327.3700 ,6247.7100 ,1287.3400 
1993-12-31,220.8500 ,374.6100 ,2082.4700 ,474.6800 ,870.8300 ,557.6200 ,1429.6100 ,330.9500 ,1772.0100 ,877.2000 ,343.2200 ,815.8900 ,4846.4900 ,919.7100 ,255.6400 ,551.9100 ,2708.7300 ,482.4600 ,1272.2900 ,602.9100 ,503.5200 ,162.9800 ,2070.5400 ,911.3100 ,930.0300 ,1426.3600 ,8369.0300 ,1557.5200 
1994-01-31,225.2600 ,398.8900 ,2115.4800 ,462.1800 ,890.3200 ,613.9700 ,1548.1500 ,370.3700 ,1807.0000 ,917.5800 ,383.1000 ,855.8600 ,4619.1300 ,867.7400 ,267.1600 ,586.0000 ,2821.7000 ,470.1400 ,1346.9600 ,635.0300 ,550.8100 ,177.2400 ,2488.6200 ,958.5300 ,1069.9000 ,1522.3500 ,8082.3100 ,1522.3900 
1994-02-28,220.8200 ,384.1100 ,2025.8000 ,436.3400 ,847.3400 ,568.7800 ,1486.7200 ,352.2000 ,1748.1400 ,873.4800 ,379.5800 ,800.6400 ,4126.3600 ,855.9900 ,256.4400 ,570.7400 ,2695.5500 ,457.6700 ,1305.5000 ,574.3000 ,554.1700 ,164.0700 ,2372.2000 ,923.6500 ,1076.1100 ,1447.5600 ,7226.0700 ,1506.4800 
1994-03-31,210.1100 ,383.0600 ,1868.7900 ,438.2700 ,806.4800 ,557.4500 ,1636.7200 ,335.1500 ,1619.5400 ,807.6600 ,352.4700 ,759.7300 ,3603.4500 ,771.3500 ,245.3900 ,545.2100 ,2535.7900 ,465.9900 ,1199.9300 ,555.7700 ,616.5600 ,149.9100 ,2156.1400 ,878.5900 ,1032.0100 ,1349.5400 ,6541.0300 ,1343.3300 
1994-04-29,210.8100 ,377.0000 ,1907.1400 ,464.5600 ,831.9100 ,545.0300 ,1724.3900 ,326.1100 ,1691.9100 ,829.5400 ,362.0800 ,762.1600 ,3744.5100 ,846.8500 ,250.2200 ,538.8400 ,2544.6400 ,485.0300 ,1257.6000 ,550.3800 ,693.6900 ,157.8300 ,2309.0100 ,922.4000 ,1064.3100 ,1388.7400 ,6336.9300 ,1445.7300 
1994-05-31,213.7100 ,382.6800 ,1800.3400 ,435.1200 ,774.9800 ,535.9200 ,1592.9900 ,323.5100 ,1765.3900 ,799.3000 ,377.3900 ,793.3600 ,3948.1900 ,831.8700 ,253.0200 ,545.8500 ,2422.3000 ,451.1000 ,1197.5600 ,557.5000 ,639.3000 ,159.2500 ,2230.4400 ,882.2900 ,1132.8900 ,1362.5800 ,6830.0200 ,1447.9900 
1994-06-30,208.6000 ,352.9800 ,1743.9000 ,420.9900 ,725.8700 ,521.5700 ,1455.0500 ,291.7600 ,1667.8700 ,761.9000 ,370.0800 ,769.6200 ,3658.6800 ,809.3400 ,245.4900 ,512.3200 ,2401.3300 ,438.8600 ,1111.2800 ,530.2300 ,602.3400 ,147.4200 ,2056.8300 ,852.7200 ,1128.8600 ,1284.6200 ,6203.6800 ,1410.6400 
1994-07-29,215.1100 ,370.3300 ,1844.3800 ,441.9500 ,800.2400 ,491.4100 ,1557.7800 ,306.8200 ,1783.6600 ,790.9500 ,362.4200 ,799.2200 ,3833.0200 ,824.4800 ,253.3000 ,532.8200 ,2530.2800 ,457.4800 ,1198.6200 ,541.5100 ,629.5800 ,154.2300 ,2228.2600 ,908.5100 ,1103.8800 ,1330.0300 ,6841.9500 ,1427.3100 
1994-08-31,226.1000 ,380.5300 ,1947.3000 ,454.8400 ,801.4400 ,524.9200 ,1547.0500 ,305.0700 ,1804.2800 ,848.0200 ,360.7300 ,844.6600 ,4003.0800 ,866.0800 ,259.3200 ,568.5900 ,2665.2000 ,470.3700 ,1194.1500 ,536.8500 ,599.5400 ,151.4700 ,2154.7800 ,915.4500 ,1122.6100 ,1351.4700 ,7275.2600 ,1473.3100 
1994-09-30,222.4300 ,383.2200 ,1787.5900 ,424.2100 ,737.6000 ,499.2500 ,1537.6900 ,286.7600 ,1743.2000 ,827.2600 ,346.3000 ,804.5100 ,3812.1400 ,891.6400 ,249.4400 ,560.9400 ,2492.8900 ,429.7400 ,1079.9300 ,521.9100 ,587.9100 ,146.2400 ,2100.4300 ,857.2200 ,1084.6200 ,1280.5600 ,6967.4800 ,1515.5400 
1994-10-31,227.3300 ,376.4500 ,1810.3800 ,429.8700 ,738.5400 ,487.8100 ,1457.8400 ,289.9200 ,1873.7200 ,841.0700 ,345.8600 ,828.8100 ,3867.9200 ,932.1400 ,254.3500 ,564.3700 ,2563.1100 ,446.0700 ,1097.8700 ,518.8500 ,543.0300 ,145.2800 ,2173.4700 ,898.7600 ,1098.7500 ,1299.3600 ,6934.1600 ,1563.2500 
1994-11-30,219.4200 ,356.3800 ,1808.2700 ,424.4800 ,759.8000 ,508.3300 ,1426.0300 ,297.7100 ,1889.6400 ,839.1000 ,335.8600 ,755.5700 ,3500.3700 ,875.0900 ,242.9700 ,547.9600 ,2534.6300 ,438.8400 ,1133.5600 ,530.0000 ,527.8700 ,148.4200 ,2224.7500 ,878.3900 ,1061.9900 ,1228.5100 ,5878.1800 ,1469.6700 
1994-12-30,222.6700 ,376.3500 ,1810.3700 ,436.6800 ,730.7400 ,520.7800 ,1451.5600 ,278.4800 ,1840.3300 ,873.2500 ,344.8800 ,771.4700 ,3434.6300 ,885.5500 ,245.3100 ,556.2400 ,2525.7200 ,444.6800 ,1075.8000 ,524.7100 ,540.0700 ,139.8800 ,2149.6100 ,870.8400 ,1074.8500 ,1226.8700 ,5566.2300 ,1460.0400 
1995-01-31,227.9900 ,356.9600 ,1755.0000 ,421.7000 ,703.1300 ,506.3100 ,1494.5500 ,274.2500 ,1827.6500 ,846.4800 ,323.0200 ,720.3600 ,3025.7500 ,792.2000 ,251.3700 ,534.3700 ,2440.2200 ,422.0800 ,1032.2100 ,502.8800 ,582.2300 ,139.2200 ,2203.6500 ,872.9000 ,999.9700 ,1210.9700 ,4886.8900 ,1370.9700 
1995-02-28,236.5300 ,370.1600 ,1771.6100 ,448.7400 ,711.9000 ,531.9900 ,1412.4100 ,273.9100 ,1818.6500 ,847.3500 ,300.2500 ,741.2400 ,3374.1100 ,826.1100 ,258.5500 ,553.9200 ,2453.1900 ,433.6600 ,1005.1200 ,505.1200 ,553.3900 ,137.3600 ,2218.4200 ,860.2600 ,929.4900 ,1312.8300 ,5810.6400 ,1409.8400 
1995-03-31,243.4300 ,395.9100 ,1842.9500 ,411.6200 ,767.2200 ,513.0900 ,1369.7000 ,264.3500 ,1932.7500 ,822.1600 ,290.4900 ,721.8000 ,3545.8400 ,838.5000 ,266.6700 ,570.1700 ,2552.3000 ,392.8700 ,1032.4000 ,486.9000 ,522.2700 ,131.4700 ,2008.7800 ,842.6600 ,913.4600 ,1326.6100 ,5759.0100 ,1378.9100 
1995-04-28,249.5500 ,380.4300 ,1883.2800 ,438.0000 ,786.6500 ,530.0500 ,1497.1500 ,287.6400 ,2065.3700 ,847.8000 ,300.3000 ,792.9000 ,3461.4500 ,848.5400 ,274.8900 ,576.6400 ,2616.0100 ,407.3100 ,1073.5300 ,502.2500 ,568.8900 ,134.3700 ,2171.9100 ,887.5500 ,918.1000 ,1394.3800 ,5537.8800 ,1363.5700 
1995-05-31,257.9900 ,400.1400 ,1938.9200 ,451.7500 ,797.9500 ,555.8000 ,1467.0500 ,295.8300 ,2137.5600 ,868.9300 ,284.5100 ,770.8300 ,3882.0900 ,911.5900 ,285.6400 ,600.1000 ,2714.9100 ,418.4100 ,1107.5700 ,549.8000 ,554.7200 ,141.6600 ,2195.5200 ,920.4200 ,864.2000 ,1392.7600 ,6287.5300 ,1438.0900 
1995-06-30,267.3300 ,413.9500 ,1962.5000 ,461.4600 ,769.9900 ,567.0100 ,1455.5300 ,297.3800 ,2251.5700 ,868.8500 ,265.9600 ,772.5100 ,3720.8800 ,851.2800 ,287.2800 ,602.4400 ,2665.2500 ,413.0600 ,1051.4300 ,556.8500 ,522.1800 ,140.6400 ,2223.0300 ,901.4700 ,842.2300 ,1394.9500 ,6336.2700 ,1395.7500 
1995-07-31,275.6300 ,422.2000 ,2035.1900 ,490.2900 ,796.5800 ,578.9700 ,1530.4200 ,313.6000 ,2260.7100 ,909.2000 ,298.3300 ,836.6200 ,3772.2700 ,876.1600 ,296.6100 ,608.4400 ,2817.1800 ,432.2700 ,1072.7200 ,548.1300 ,549.4400 ,146.8400 ,2381.7400 ,952.6500 ,939.9800 ,1411.0300 ,6471.2300 ,1402.8900 
1995-08-31,274.2800 ,410.6200 ,2050.2100 ,491.5000 ,798.5400 ,603.8600 ,1536.0800 ,317.8000 ,2407.2900 ,906.2100 ,311.7500 ,837.2300 ,3672.8000 ,844.2200 ,297.9300 ,598.2200 ,2829.2100 ,436.4400 ,1043.2300 ,549.6700 ,538.5600 ,150.4300 ,2237.1800 ,949.3200 ,1023.8300 ,1404.2600 ,6174.6900 ,1365.7000 
1995-09-29,287.2500 ,409.3900 ,2086.9700 ,480.6400 ,786.9600 ,606.4100 ,1516.6900 ,312.2600 ,2585.4500 ,920.1000 ,318.2700 ,815.4500 ,3832.6700 ,844.7000 ,307.6700 ,595.9700 ,2810.5500 ,429.3500 ,969.4500 ,590.4600 ,531.8400 ,147.5400 ,2427.6800 ,959.8100 ,1033.4000 ,1409.8900 ,6590.8900 ,1353.0200 
1995-10-31,289.3000 ,401.3400 ,2115.3300 ,471.5300 ,785.2500 ,617.8900 ,1482.0800 ,301.8700 ,2354.7300 ,879.4000 ,309.6600 ,793.8600 ,3848.1700 ,834.6200 ,302.2800 ,593.8900 ,2767.7200 ,416.8700 ,992.2200 ,615.9400 ,482.9300 ,140.2200 ,2243.6300 ,952.8000 ,1015.8800 ,1349.9600 ,6556.2100 ,1344.9600 
1995-11-30,299.2300 ,425.0100 ,2176.1100 ,483.1700 ,780.0100 ,657.0800 ,1440.2500 ,324.3300 ,2423.4000 ,905.4200 ,326.9900 ,829.7000 ,3825.8700 ,869.2400 ,316.8800 ,613.1000 ,2883.1700 ,430.4000 ,1022.2900 ,629.5900 ,444.9400 ,152.4600 ,2269.6400 ,1024.2200 ,1063.0900 ,1401.9900 ,6596.2300 ,1353.2400 
1995-12-29,302.0400 ,427.9800 ,2187.9700 ,493.1400 ,801.0400 ,675.6200 ,1543.0600 ,335.0400 ,2347.0800 ,912.3200 ,346.3800 ,839.1700 ,3937.5400 ,940.0500 ,325.1300 ,623.8300 ,2919.7200 ,438.2100 ,1039.7200 ,632.5600 ,489.3200 ,156.8100 ,2281.6600 ,1077.3200 ,1143.6100 ,1434.7600 ,6791.9400 ,1450.5300 
1996-01-31,313.2600 ,459.5000 ,2247.1900 ,528.0000 ,892.6700 ,671.8000 ,1604.8100 ,341.7200 ,2480.3800 ,977.7700 ,350.3900 ,853.1800 ,4247.5400 ,1002.8400 ,334.2700 ,652.5300 ,2976.5900 ,481.4700 ,1098.3700 ,619.0900 ,517.6800 ,166.5300 ,2250.1400 ,1099.5400 ,1181.5100 ,1485.7700 ,7953.2200 ,1522.1900 
1996-02-29,315.7300 ,457.2600 ,2217.5300 ,524.0700 ,898.2800 ,701.1900 ,1561.7800 ,354.6900 ,2658.3000 ,989.0500 ,337.4100 ,858.7500 ,4277.7100 ,1024.6500 ,336.2600 ,638.1000 ,2972.5100 ,480.9900 ,1082.0400 ,631.5500 ,496.6100 ,177.1900 ,2381.1400 ,1103.7100 ,1144.1800 ,1484.3700 ,7697.1800 ,1513.4000 
1996-03-29,313.8100 ,456.6100 ,2197.9800 ,515.6200 ,952.4400 ,753.4900 ,1501.7600 ,357.3500 ,2678.7300 ,1034.6600 ,355.8300 ,831.5300 ,4302.5000 ,1021.3600 ,343.6200 ,653.7000 ,2966.9100 ,488.4400 ,1077.4800 ,685.5200 ,483.1800 ,171.2000 ,2419.6600 ,1130.5300 ,1198.0500 ,1445.4800 ,7634.8200 ,1474.0500 
1996-04-30,319.6400 ,475.5700 ,2283.2500 ,507.8700 ,1006.8100 ,756.9800 ,1685.4200 ,375.5700 ,2584.1700 ,1054.3500 ,365.9300 ,888.7300 ,4249.3000 ,1029.0300 ,346.5200 ,677.2300 ,3050.3300 ,495.3000 ,1113.4800 ,687.3800 ,551.7500 ,184.2100 ,2525.9300 ,1189.7700 ,1250.7600 ,1464.8500 ,7722.6800 ,1479.1200 
1996-05-31,330.8600 ,487.3500 ,2237.3700 ,510.4800 ,1000.5100 ,741.7900 ,1629.4600 ,369.6700 ,2707.1000 ,1074.0000 ,356.4800 ,869.4500 ,4302.6800 ,938.2200 ,350.3000 ,689.4900 ,2970.3100 ,501.7400 ,1092.1100 ,660.1400 ,550.3900 ,187.8500 ,2558.2900 ,1253.5000 ,1228.8800 ,1420.3700 ,8047.2400 ,1432.4100 
1996-06-28,334.4800 ,463.1700 ,2225.4100 ,521.6600 ,1026.1500 ,766.4200 ,1631.8400 ,385.3800 ,2631.0400 ,1103.1100 ,360.1600 ,842.3300 ,4200.4500 ,915.7400 ,348.0500 ,679.1600 ,2918.0000 ,506.6300 ,1087.3300 ,705.2600 ,543.9100 ,192.7600 ,2619.5900 ,1232.2400 ,1269.3800 ,1415.1700 ,7832.6900 ,1408.4200 
1996-07-31,318.6300 ,441.9300 ,2220.5800 ,507.6300 ,962.2700 ,715.6600 ,1513.7800 ,362.2600 ,2484.6500 ,1045.3000 ,333.4600 ,816.4700 ,3989.5200 ,839.3500 ,332.7200 ,675.0300 ,2935.9300 ,490.0700 ,1025.7500 ,661.6400 ,496.6600 ,178.6500 ,2521.3200 ,1174.2700 ,1183.1600 ,1369.0600 ,7454.2300 ,1309.6200 
1996-08-30,322.9100 ,462.6800 ,2316.1800 ,516.7000 ,941.3000 ,748.2600 ,1460.3600 ,361.0700 ,2685.1500 ,1078.8800 ,323.6100 ,847.7100 ,4068.3300 ,853.0400 ,340.8300 ,695.1500 ,3074.2600 ,506.1500 ,1027.3500 ,687.8500 ,500.4800 ,184.1200 ,2656.9700 ,1184.8200 ,1150.8700 ,1415.7600 ,7740.2900 ,1333.5200 
1996-09-30,344.6700 ,472.9700 ,2392.9900 ,535.3800 ,1015.8900 ,760.1600 ,1614.9800 ,378.4300 ,2809.6300 ,1147.5000 ,341.8600 ,827.9200 ,4360.2200 ,842.7100 ,354.6900 ,726.5900 ,3093.6700 ,526.6300 ,1101.6200 ,706.0100 ,519.0500 ,193.6400 ,2752.3200 ,1239.0200 ,1225.4200 ,1445.2700 ,8205.1100 ,1339.2400 
1996-10-31,351.8100 ,498.1500 ,2391.2300 ,539.0500 ,1037.7000 ,763.6400 ,1506.2200 ,381.8900 ,2998.3900 ,1172.1200 ,325.4300 ,845.4300 ,4534.9300 ,822.5300 ,365.9800 ,774.9600 ,3110.3400 ,523.0000 ,1099.0200 ,702.4700 ,491.8000 ,200.0300 ,2738.7400 ,1240.6400 ,1167.2700 ,1510.9300 ,8519.5900 ,1284.5900 
1996-11-29,377.5900 ,529.4600 ,2423.7800 ,572.3200 ,1109.9900 ,788.7200 ,1643.1500 ,424.8000 ,3307.6200 ,1237.7100 ,327.8600 ,847.4200 ,4700.0800 ,854.6100 ,392.8800 ,844.6900 ,3205.5500 ,547.9400 ,1188.0300 ,740.7700 ,521.8600 ,217.5900 ,2943.2200 ,1386.6400 ,1203.0000 ,1540.5700 ,9510.8500 ,1324.9600 
1996-12-31,368.1500 ,524.6800 ,2436.9600 ,573.4500 ,1133.9700 ,803.5900 ,1621.5200 ,454.7900 ,3388.9300 ,1271.5500 ,306.1400 ,867.6200 ,4667.6600 ,870.9400 ,385.8700 ,820.7100 ,3275.7700 ,552.4800 ,1172.2500 ,736.3100 ,536.2500 ,246.9700 ,3015.3300 ,1415.5100 ,1159.2500 ,1566.4300 ,9439.7800 ,1339.0500 
1997-01-31,396.6800 ,540.1600 ,2509.0700 ,595.8800 ,1187.3400 ,893.4500 ,1876.2500 ,487.5200 ,3741.4100 ,1318.1700 ,278.5600 ,852.5300 ,4663.9100 ,890.3900 ,403.0800 ,846.5500 ,3401.8500 ,597.2500 ,1319.8700 ,772.7400 ,635.5000 ,252.5900 ,3185.7700 ,1526.8800 ,1103.4500 ,1583.9600 ,9070.2300 ,1378.6600 
1997-02-28,399.4900 ,527.0200 ,2530.3200 ,639.2100 ,1221.9900 ,928.1000 ,1732.1200 ,478.4900 ,3734.6100 ,1407.4400 ,287.4100 ,842.9500 ,4651.3200 ,892.1800 ,404.9700 ,872.8100 ,3444.2400 ,640.2400 ,1373.0100 ,825.7300 ,606.9000 ,255.0000 ,3426.2100 ,1651.1900 ,1107.2400 ,1624.3300 ,9011.3300 ,1379.6000 
1997-03-31,379.9600 ,503.4700 ,2557.5300 ,666.9000 ,1242.5100 ,952.4300 ,1755.5000 ,493.9200 ,3914.3800 ,1437.2500 ,285.9300 ,830.1600 ,4458.4100 ,803.7400 ,390.4300 ,839.2500 ,3417.3200 ,688.2600 ,1397.5600 ,858.2800 ,611.2700 ,260.8600 ,3611.0300 ,1639.0600 ,1094.1400 ,1598.8500 ,8197.2000 ,1316.7100 
1997-04-30,410.2600 ,523.0900 ,2622.9700 ,659.8300 ,1256.3400 ,991.9700 ,1836.1000 ,536.0100 ,3612.2100 ,1467.0500 ,309.1400 ,872.2300 ,4551.2400 ,722.8800 ,404.4400 ,864.1900 ,3521.3800 ,694.2200 ,1363.8200 ,903.1800 ,631.0400 ,284.7000 ,3554.1600 ,1696.5700 ,1140.0700 ,1610.9000 ,8250.0600 ,1279.6300 
1997-05-30,434.0300 ,569.2000 ,2673.9000 ,687.5500 ,1214.9400 ,1004.4400 ,1769.5400 ,549.3600 ,3865.2600 ,1531.9400 ,312.6000 ,912.0300 ,5169.8800 ,785.8400 ,428.4300 ,907.1300 ,3697.8300 ,702.1400 ,1349.2000 ,948.3300 ,623.7100 ,311.2700 ,3741.4100 ,1779.6100 ,1171.2500 ,1677.6600 ,9181.5400 ,1322.5900 
1997-06-30,455.5700 ,580.4100 ,2678.6800 ,726.8400 ,1364.8100 ,1136.4200 ,1944.5900 ,612.5500 ,4358.4100 ,1669.9900 ,326.1100 ,953.7200 ,5686.9900 ,796.5400 ,444.0900 ,919.4000 ,3648.5600 ,753.6900 ,1458.8700 ,1040.0800 ,686.2500 ,334.4400 ,3922.1300 ,1983.6000 ,1251.4100 ,1759.7000 ,9198.6200 ,1277.5000 
1997-07-31,491.0800 ,619.8700 ,2839.0200 ,850.5500 ,1428.6800 ,1214.9700 ,2152.6600 ,616.0700 ,4808.5800 ,1862.4300 ,335.1800 ,928.4500 ,6052.7600 ,793.8100 ,478.8800 ,978.0700 ,3878.3100 ,862.0800 ,1603.6600 ,1076.4400 ,762.2700 ,329.3300 ,4119.3900 ,2336.4400 ,1218.9700 ,1789.6700 ,9701.1000 ,1281.8200 
1997-08-29,457.9900 ,596.6600 ,2833.5100 ,752.6200 ,1264.2000 ,1076.5000 ,2049.9600 ,593.7800 ,4308.3700 ,1658.0100 ,312.1500 ,865.9100 ,5064.2400 ,616.8200 ,456.2700 ,918.2400 ,3814.2400 ,758.5200 ,1482.1600 ,961.7800 ,732.8200 ,314.4000 ,3994.0400 ,2034.6200 ,1124.6900 ,1704.1400 ,8714.5500 ,1312.4600 
1997-09-30,480.6900 ,640.8600 ,3129.0500 ,796.8900 ,1322.4400 ,1114.6400 ,2274.6300 ,661.6100 ,4778.1000 ,1782.9800 ,316.4500 ,904.7300 ,5523.8800 ,696.2000 ,482.1900 ,947.2200 ,4083.4900 ,798.0200 ,1646.2200 ,1079.0000 ,828.9700 ,354.2000 ,4200.6600 ,2136.3800 ,1082.9800 ,1839.1000 ,8921.8800 ,1320.7500 
1997-10-31,465.8900 ,623.2700 ,2809.3200 ,711.8500 ,1161.1400 ,1071.1500 ,2081.8400 ,569.9900 ,4291.4900 ,1662.5600 ,275.7800 ,796.6500 ,4007.6000 ,593.7800 ,463.7600 ,915.5800 ,3904.5900 ,733.7600 ,1524.7500 ,1024.5800 ,764.7900 ,317.7300 ,3678.2000 ,1987.6800 ,1012.6000 ,1643.3900 ,6129.2800 ,1078.5700 
1997-11-28,490.5900 ,622.0500 ,2793.0600 ,753.7700 ,1250.4500 ,1112.1800 ,2200.2800 ,619.9900 ,4441.9200 ,1694.1300 ,283.3000 ,789.7900 ,3947.8100 ,692.8000 ,480.4300 ,877.0400 ,3911.4900 ,777.7000 ,1562.2100 ,1091.4300 ,793.4500 ,344.2800 ,3956.7200 ,1998.2100 ,977.1800 ,1679.8900 ,6010.8900 ,1146.8900 
1997-12-31,495.9500 ,640.9400 ,2994.3400 ,800.0500 ,1304.0100 ,1185.0900 ,2402.9400 ,651.8700 ,4367.2800 ,1766.9500 ,275.9800 ,854.7100 ,4038.0000 ,691.8500 ,490.3900 ,902.2000 ,4096.2500 ,824.3300 ,1659.0900 ,1191.9800 ,874.1800 ,358.8700 ,3958.5500 ,2088.9400 ,923.8500 ,1803.7700 ,6014.4700 ,1107.1700 
1998-01-30,512.2200 ,627.0500 ,3145.9600 ,876.8000 ,1377.9500 ,1253.0800 ,2591.9400 ,703.4300 ,4644.3400 ,1766.9200 ,289.2200 ,858.4500 ,3614.3600 ,648.7600 ,483.8400 ,927.4600 ,4322.9700 ,816.9200 ,1742.4400 ,1243.1100 ,998.2500 ,399.7500 ,4080.7500 ,2231.5900 ,993.9400 ,1840.1000 ,4839.3200 ,843.7200 
1998-02-27,547.3600 ,667.0800 ,3371.0300 ,937.5600 ,1480.0900 ,1360.7200 ,2606.7700 ,835.5100 ,5133.6100 ,1903.8500 ,287.6000 ,892.5900 ,4187.5800 ,731.5100 ,518.9000 ,969.8700 ,4526.8800 ,847.5800 ,1881.0300 ,1355.7800 ,1055.1000 ,422.6900 ,4295.1500 ,2502.9000 ,1001.4500 ,1841.1000 ,6034.2700 ,1044.5200 
1998-03-31,575.0000 ,727.6800 ,3434.7200 ,986.5600 ,1637.3900 ,1364.5500 ,3051.9200 ,931.7000 ,5372.8200 ,1983.6300 ,282.8700 ,917.3300 ,4160.0000 ,681.6900 ,544.5100 ,1023.8700 ,4746.5100 ,950.6000 ,2165.8200 ,1518.5700 ,1339.7600 ,500.1900 ,4669.6000 ,2660.8600 ,984.2700 ,1895.6000 ,5767.5700 ,1070.6300 
1998-04-30,579.3600 ,729.7300 ,3488.2100 ,982.3400 ,1621.4300 ,1274.4500 ,2947.6900 ,955.7500 ,5536.6000 ,1945.2900 ,283.4600 ,906.5100 ,3718.8000 ,638.2200 ,550.3300 ,1040.8900 ,4684.5400 ,964.5400 ,2192.2600 ,1547.1500 ,1255.3000 ,489.9900 ,4672.9700 ,2761.8900 ,954.8800 ,1923.8500 ,5110.6200 ,966.8900 
1998-05-29,567.2200 ,755.9400 ,3462.1000 ,1040.0700 ,1710.3500 ,1283.3300 ,3032.6100 ,932.2300 ,5884.1500 ,2044.1100 ,279.0000 ,888.4000 ,3372.7600 ,547.5100 ,541.2200 ,1010.2900 ,4580.1300 ,1046.6900 ,2272.1300 ,1616.1100 ,1324.8600 ,498.8800 ,4776.4500 ,2860.7400 ,951.9600 ,1881.9500 ,4084.7300 ,851.2300 
1998-06-30,607.0100 ,729.5800 ,3443.7100 ,1143.9900 ,1810.0200 ,1288.5900 ,2989.5400 ,953.3000 ,6214.2100 ,2016.6700 ,281.0000 ,862.8900 ,3272.8600 ,489.6700 ,544.6500 ,982.9100 ,4514.3200 ,1059.1400 ,2293.9100 ,1685.0300 ,1239.5200 ,503.2000 ,4620.8100 ,2882.0300 ,974.0500 ,1996.3400 ,3682.1500 ,739.9500 
1998-07-31,606.1900 ,715.6300 ,3390.8600 ,1144.6000 ,1785.8200 ,1331.8600 ,3242.2700 ,1039.5000 ,6097.5200 ,1891.0300 ,291.4900 ,898.8800 ,3104.7000 ,527.2000 ,532.1800 ,902.5000 ,4566.5700 ,1075.9100 ,2301.2800 ,1802.5700 ,1345.8500 ,505.4600 ,4610.7700 ,3145.7600 ,988.2000 ,1953.3200 ,3231.2600 ,714.0400 
1998-08-31,527.1200 ,584.6800 ,3134.6300 ,933.6400 ,1666.3200 ,1193.0900 ,2841.4700 ,747.3700 ,5420.3300 ,1679.5900 ,251.0000 ,833.9800 ,2953.0300 ,489.5300 ,445.6900 ,724.2000 ,4028.9900 ,903.9000 ,1893.4500 ,1367.9700 ,1111.7700 ,416.1200 ,3851.7700 ,2634.6700 ,860.4500 ,1761.2100 ,2873.6600 ,531.5500 
1998-09-30,561.3800 ,535.9600 ,2970.1000 ,894.4100 ,1393.3000 ,1149.6200 ,2490.2800 ,644.4400 ,4786.5400 ,1553.8900 ,238.2200 ,843.8900 ,3420.0300 ,536.8900 ,471.9200 ,788.2800 ,3944.4000 ,821.9200 ,1772.4300 ,1066.7800 ,1032.6100 ,407.4400 ,3402.4100 ,2280.4800 ,795.6600 ,1841.8900 ,3332.3700 ,554.1500 
1998-10-30,608.0500 ,615.9800 ,3223.4500 ,938.1500 ,1575.9800 ,1229.7800 ,2652.5400 ,763.5000 ,5088.7600 ,1660.2700 ,232.2500 ,853.4200 ,3991.3800 ,589.1300 ,508.1600 ,854.3300 ,4194.1400 ,831.5100 ,1874.5100 ,1261.7500 ,1079.8600 ,460.6800 ,3598.3300 ,2343.0400 ,815.0800 ,1939.4200 ,5062.1500 ,730.5400 
1998-11-30,648.6300 ,652.7500 ,3420.5900 ,998.4200 ,1685.3400 ,1310.9100 ,2974.6800 ,855.6600 ,6170.5600 ,1756.9600 ,254.3700 ,939.8800 ,3854.3300 ,656.1400 ,533.5900 ,845.2200 ,4421.3900 ,900.5100 ,2057.6200 ,1378.1300 ,1221.2600 ,492.1700 ,3811.6600 ,2539.9500 ,904.4000 ,1929.1700 ,5170.6300 ,883.5600 
1998-12-31,697.2700 ,676.8300 ,3621.7300 ,997.0700 ,1828.6600 ,1356.5800 ,3224.6800 ,881.3200 ,5975.2700 ,1927.0300 ,243.4200 ,980.2300 ,3706.5800 ,605.1300 ,551.5500 ,838.0500 ,4345.8400 ,917.8800 ,1989.6200 ,1375.1700 ,1277.6600 ,494.7000 ,3809.7700 ,2629.9800 ,857.5500 ,1897.4900 ,5148.4400 ,930.3600 
