,SA,BR,ID,IN,MY,MX,KR,RU,TW,CN
2016-12-27,43456.0,32.53,5830.0,8047.5,1619.5,45424.0,259.5,20.97,339.6,10035.0
2016-12-28,44230.0,33.04,5985.0,8063.5,1630.0,45733.0,260.4,21.02,343.4,9930.0
2016-12-29,44562.0,33.66,6160.0,8116.5,1640.0,46051.0,260.05,21.16,341.6,9927.5
2016-12-30,44306.0,33.34,6155.0,8184.5,1635.5,45784.0,260.05,21.22,343.8,9962.5
2017-01-02,44306.0,33.34,6155.0,8190.5,1635.5,45723.0,261.2,21.22,342.0,9975.0
2017-01-03,44784.0,34.46,6150.0,8190.5,1634.5,46164.0,263.2,21.62,345.4,10087.5
2017-01-04,44436.0,34.81,6180.0,8198.0,1648.5,46670.0,263.35,21.76,345.0,10180.0
2017-01-05,44155.0,35.22,6200.0,8290.0,1660.5,46852.0,262.65,21.67,347.2,10187.5
2017-01-06,45035.0,34.86,6215.0,8267.5,1674.0,46141.0,263.65,21.52,349.2,10127.5
2017-01-09,44754.0,34.85,6160.0,8248.0,1674.0,45564.0,264.05,21.44,348.6,10155.0
2017-01-10,45478.0,35.25,6165.0,8298.0,1675.5,45939.0,264.0,21.48,348.1,10130.0
2017-01-11,46203.0,36.03,6125.0,8397.0,1681.0,45971.0,269.05,21.71,347.7,10090.0
2017-01-12,46179.0,36.42,6115.0,8427.0,1677.5,46083.0,268.85,21.71,351.3,10060.0
2017-01-13,46502.0,35.94,6110.0,8424.0,1675.0,46146.0,268.65,21.45,348.8,10127.5
2017-01-16,46785.0,35.94,6085.0,8433.0,1663.5,45796.0,267.4,21.45,345.8,10197.5
2017-01-17,46508.0,36.19,6080.0,8408.0,1665.5,46009.0,268.4,21.28,348.1,10222.5
2017-01-18,46524.0,35.66,6120.0,8435.0,1667.5,46347.0,267.95,21.18,346.4,10260.0
2017-01-19,46445.0,36.13,6135.0,8441.5,1665.0,46240.0,268.15,21.0,346.2,10230.0
2017-01-20,46159.0,36.68,6050.0,8372.0,1666.5,46328.0,267.6,21.08,347.0,10300.0
2017-01-23,46591.0,37.67,6055.0,8432.5,1669.5,47222.0,267.15,21.17,349.6,10327.5
2017-01-24,46854.0,37.39,6095.0,8516.5,1684.0,48219.0,268.0,21.43,351.4,10332.5
2017-01-25,46758.0,37.96,6115.0,8610.5,1688.0,48223.0,268.25,21.52,355.1,10380.0
2017-01-26,46843.0,37.58,6170.0,8694.5,1690.0,47584.0,271.0,21.54,359.8,10432.5
2017-01-27,46510.0,37.77,6135.0,8674.0,1687.5,47337.0,271.0,22.08,358.2,10490.0
2017-01-30,46150.0,37.06,6140.0,8654.0,1687.5,47108.0,271.0,21.69,357.3,10497.5
2017-01-31,46227.0,36.87,6100.0,8576.0,1670.0,46971.0,269.2,21.38,355.0,10455.0
2017-02-01,46490.0,37.16,6180.0,8739.0,1670.0,46945.0,270.2,21.6,355.6,10462.5
2017-02-02,46115.0,37.31,6185.0,8734.0,1674.0,47056.0,269.2,21.77,348.5,10452.5
2017-02-03,45676.0,37.6,6190.0,8759.5,1684.5,47232.0,269.8,21.8,349.8,10330.0
2017-02-06,45619.0,37.03,6290.0,8816.0,1691.0,47232.0,270.05,21.7,352.0,10325.0
2017-02-07,45571.0,37.03,6250.0,8799.5,1688.0,46734.0,269.35,21.57,352.9,10250.0
2017-02-08,45106.0,37.58,6200.0,8812.0,1685.5,46964.0,268.25,21.46,353.0,10297.5
2017-02-09,45247.0,37.44,6220.0,8801.0,1685.5,47208.0,268.5,21.48,354.9,10342.5
2017-02-10,45927.0,38.27,6250.0,8808.0,1699.5,47846.0,268.75,21.73,358.2,10415.0
2017-02-13,46140.0,38.5,6270.0,8821.0,1707.0,47743.0,268.85,21.7,359.9,10472.5
2017-02-14,45622.0,38.98,6220.0,8821.0,1708.5,47510.0,268.0,21.73,360.3,10450.0
2017-02-15,45596.0,40.04,6265.0,8754.0,1709.0,47221.0,268.9,21.62,363.9,10470.0
2017-02-16,45579.0,39.38,6220.0,8788.0,1706.0,47353.0,268.75,21.59,362.5,10492.5
2017-02-17,45182.0,39.24,6165.0,8824.0,1709.5,47186.0,269.0,21.22,362.1,10435.0
2017-02-20,45632.0,39.24,6185.0,8876.0,1715.5,47029.0,269.75,21.22,361.7,10625.0
2017-02-21,45624.0,40.05,6220.0,8939.5,1705.5,47614.0,272.25,21.45,361.8,10570.0
2017-02-22,45099.0,40.15,6205.0,8947.5,1710.0,47204.0,272.65,21.09,361.3,10590.0
2017-02-23,45142.0,39.55,6205.0,8950.0,1700.5,47061.0,273.0,21.15,361.3,10545.0
2017-02-24,44635.0,38.36,6235.0,8971.0,1697.0,46953.0,270.55,20.73,360.9,10527.5
2017-02-27,44454.0,38.53,6215.0,8919.0,1695.0,47353.0,269.5,20.59,359.5,10485.0
2017-02-28,44118.0,37.73,6210.0,8911.5,1695.0,46810.0,269.75,20.17,359.0,10467.5
2017-03-01,44590.0,38.98,6165.0,8975.5,1698.5,47306.0,269.75,20.58,357.4,10465.0
2017-03-02,44750.0,37.42,6220.0,8921.0,1711.5,47316.0,272.7,20.17,357.9,10352.5
2017-03-03,44530.0,38.58,6190.0,8921.5,1709.5,47421.0,269.65,20.56,354.8,10347.5
2017-03-06,44316.0,38.08,6235.0,8977.0,1729.0,47926.0,270.25,20.35,356.2,10370.0
2017-03-07,44256.0,37.94,6230.0,8983.0,1732.0,47414.0,272.55,20.08,357.6,10407.5
2017-03-08,44344.0,36.81,6225.0,8956.0,1730.5,47445.0,272.7,19.57,359.0,10400.0
2017-03-09,43925.0,36.32,6225.0,8955.0,1720.5,47251.0,271.65,19.34,355.5,10310.0
2017-03-10,44248.0,37.12,6200.0,8962.0,1725.5,47091.0,272.55,19.5,355.0,10332.5
2017-03-13,44808.0,37.35,6230.0,9196.0,1732.0,47057.0,275.75,19.89,357.6,10402.5
2017-03-14,45092.0,36.65,6270.0,9101.0,1728.5,47133.0,278.0,19.61,359.7,10382.5
2017-03-15,45198.0,38.15,6255.0,9109.5,1722.0,47714.0,278.6,20.21,359.0,10385.0
2017-03-16,45976.0,37.85,6410.0,9186.0,1743.0,48355.0,280.3,20.43,364.1,10492.5
2017-03-17,45775.0,37.23,6445.0,9170.5,1755.5,48866.0,281.45,20.89,365.4,10325.0
2017-03-20,45992.0,38.02,6420.0,9164.0,1750.0,48866.0,281.5,20.8592,365.5,10375.0
2017-03-21,45992.0,36.71,6420.0,9151.5,1761.0,48935.0,284.05,20.83,369.2,10387.5
2017-03-22,45338.0,36.98,6425.0,9050.0,1748.0,48814.0,282.55,20.9,366.7,10295.0
2017-03-23,45386.0,36.57,6500.0,9102.0,1750.5,48924.0,283.2,20.82,366.6,10332.5
2017-03-24,45196.0,37.12,6475.0,9111.5,1748.0,49376.0,282.85,20.95,366.5,10467.5
2017-03-27,45158.0,37.01,6440.0,9072.5,1744.5,49585.0,280.75,20.74,365.8,10435.0
2017-03-28,45715.0,37.16,6450.0,9150.5,1758.5,49518.0,281.55,20.83,366.5,10405.0
2017-03-29,45997.0,37.96,6495.0,9177.0,1759.0,49069.0,282.2,20.86,365.2,10442.5
2017-03-30,45826.0,37.42,6485.0,9194.5,1757.5,48936.0,282.15,21.02,364.4,10367.5
2017-03-31,45768.0,37.46,6460.0,9198.0,1746.5,48589.0,281.7,20.67,362.7,10452.5
2017-04-03,46178.0,37.9,6540.0,9274.0,1751.5,48889.0,282.0,20.93,363.9,10465.0
2017-04-04,46328.0,38.24,6615.0,9280.0,1748.5,49309.0,281.45,21.14,364.9,10487.5
2017-04-05,46690.0,37.41,6625.0,9287.5,1747.5,49112.0,280.95,21.3,369.4,10542.5
2017-04-06,46788.0,36.78,6615.0,9267.0,1740.5,48927.0,280.0,21.28,366.1,10530.0
2017-04-07,46697.0,37.0,6590.0,9218.5,1749.5,49332.0,279.35,20.6,364.9,10530.0
2017-04-10,47091.0,37.1,6560.0,9210.0,1743.5,49457.0,277.75,20.1,365.2,10452.5
2017-04-11,47334.0,37.0,6520.0,9268.5,1742.5,49552.0,276.0,20.29,363.7,10457.5
2017-04-12,47262.0,36.92,6550.0,9232.0,1746.5,48847.0,277.05,19.98,363.8,10467.5
2017-04-13,47241.0,36.09,6500.0,9190.0,1736.5,48847.0,279.25,20.06,365.2,10435.0
2017-04-14,47241.0,36.09,6500.0,9155.5,1728.0,48847.0,277.8,20.06,360.6,10355.0
2017-04-17,47241.0,37.55,6410.0,9166.5,1731.0,48879.0,278.75,20.34,361.2,10337.5
2017-04-18,46396.0,37.28,6455.0,9117.0,1739.5,48671.0,278.45,20.01,361.2,10302.5
2017-04-19,46303.0,36.46,6455.0,9135.5,1737.0,48722.0,276.95,19.79,357.3,10212.5
2017-04-20,46235.0,36.33,6460.0,9160.0,1744.5,49025.0,278.35,20.11,356.9,10322.5
2017-04-21,46006.0,36.16,6605.0,9129.0,1754.5,49025.0,280.8,20.14,360.7,10357.5
2017-04-24,46709.0,37.22,6640.0,9227.0,1754.5,49502.0,281.95,20.62,361.6,10310.0
2017-04-25,47014.0,37.21,6635.0,9326.0,1764.5,49768.0,285.3,20.8,365.9,10372.5
2017-04-26,47530.0,36.86,6670.0,9371.0,1758.5,49476.0,286.55,20.61,366.3,10392.5
2017-04-27,47530.0,36.7,6645.0,9360.0,1763.0,49464.0,287.45,20.82,365.7,10390.0
2017-04-28,47543.0,37.17,6635.0,9334.0,1759.0,49292.0,287.9,20.88,367.0,10385.0
2017-05-01,47543.0,37.47,6635.0,9357.5,1759.0,49292.0,287.9,20.96,368.8,10382.5
2017-05-02,47577.0,38.31,6665.0,9346.0,1773.5,49693.0,290.15,20.8,370.2,10317.5
2017-05-03,47364.0,37.88,6645.0,9340.0,1764.0,49119.0,290.15,20.41,371.8,10287.5
2017-05-04,47153.0,36.9,6670.0,9387.0,1757.0,48956.0,292.85,20.0,372.5,10282.5
2017-05-05,47400.0,37.59,6695.0,9317.0,1763.0,49473.0,292.85,20.32,369.9,10235.0
2017-05-08,47446.0,37.11,6790.0,9346.0,1769.0,49496.0,300.8,20.19,372.1,10225.0
2017-05-09,47943.0,37.8,6725.0,9350.0,1768.0,49960.0,300.8,20.33,373.5,10262.5
2017-05-10,47994.0,38.58,6700.0,9418.5,1768.0,49938.0,296.55,20.66,374.3,10305.0
2017-05-11,47822.0,38.96,6755.0,9439.5,1777.0,49552.0,300.2,20.66,376.3,10370.0
2017-05-12,47763.0,39.74,6730.0,9418.0,1772.0,49436.0,298.75,20.46,375.2,10590.0
2017-05-15,47754.0,40.15,6735.0,9461.5,1777.5,49665.0,299.75,20.89,376.6,10590.0
2017-05-16,47733.0,40.44,6650.0,9516.5,1773.0,49433.0,299.35,20.78,375.9,10575.0
2017-05-17,47776.0,39.14,6600.0,9534.0,1771.0,48725.0,299.6,20.42,374.9,10507.5
2017-05-18,48068.0,32.75,6600.0,9434.0,1759.5,48143.0,298.75,20.08,373.8,10462.5
2017-05-19,48250.0,34.96,6925.0,9454.0,1769.0,48980.0,298.35,20.26,372.3,10502.5
2017-05-22,48267.0,33.99,6810.0,9449.0,1771.5,48730.0,300.7,20.43,374.3,10595.0
2017-05-23,48292.0,34.8,6770.0,9400.0,1764.0,48962.0,301.15,20.62,375.3,10745.0
2017-05-24,48057.0,35.18,6740.0,9380.0,1775.0,49432.0,302.0,20.52,373.1,10715.0
2017-05-25,47805.0,34.95,6790.0,9496.0,1776.0,49280.0,305.6,20.17,376.6,10992.5
2017-05-26,47734.0,35.5,6750.0,9575.0,1771.5,49679.0,307.45,20.31,376.2,10977.5
2017-05-29,47715.0,35.5,6750.0,9617.0,1767.0,49416.0,306.9,20.31,377.1,10972.5
2017-05-30,47881.0,35.54,6730.0,9620.0,1764.5,49273.0,304.45,20.32,377.0,11000.0
2017-05-31,47309.0,35.17,6755.0,9637.0,1759.0,48727.0,305.15,19.76,372.8,11032.5
2017-06-01,46690.0,34.89,6705.0,9633.0,1765.0,49082.0,304.25,19.62,374.8,11137.5
2017-06-02,46675.0,34.93,6805.0,9645.5,1775.0,49245.0,307.85,19.69,377.2,11037.5
2017-06-05,46579.0,34.55,6835.0,9694.0,1789.0,49558.0,307.7,19.67,380.9,10902.5
2017-06-06,46008.0,34.96,6770.0,9675.5,1787.5,49218.0,307.7,19.77,379.7,11000.0
2017-06-07,45908.0,35.04,6785.0,9696.0,1786.5,49224.0,306.05,19.42,380.4,11100.0
2017-06-08,45826.0,34.89,6775.0,9675.0,1788.0,49051.0,308.0,19.49,381.9,11215.0
2017-06-09,45954.0,34.24,6710.0,9682.0,1792.5,48995.0,309.9,19.39,379.6,11300.0
2017-06-12,45222.0,33.85,6725.0,9624.5,1792.5,49069.0,306.65,19.42,375.9,11232.5
2017-06-13,45683.0,33.96,6755.0,9615.0,1787.5,49035.0,308.4,19.49,376.3,11237.5
2017-06-14,45499.0,34.32,6885.0,9641.5,1791.5,49603.0,308.75,18.85,374.4,11092.5
2017-06-15,44883.0,33.96,6870.0,9599.0,1792.0,49410.0,307.0,18.77,374.7,10987.5
2017-06-16,44883.0,34.14,6775.0,9590.0,1797.0,49505.0,307.35,18.75,378.0,10980.0
2017-06-19,45673.0,34.31,6810.0,9674.5,1787.0,49389.0,309.15,18.86,381.8,11095.0
2017-06-20,45287.0,32.82,6915.0,9673.5,1783.5,49373.0,309.45,18.45,387.3,11052.5
2017-06-21,45526.0,32.9,6935.0,9662.0,1773.5,49125.0,308.15,18.17,387.4,11170.0
2017-06-22,45239.0,33.1,6930.0,9635.5,1779.0,49186.0,309.9,18.51,389.9,11257.5
2017-06-23,45688.0,33.04,6975.0,9586.5,1782.0,49209.0,310.6,18.85,389.3,11355.0
2017-06-26,45453.0,34.0,6975.0,9621.5,1782.0,49567.0,311.9,18.9,397.0,11465.0
2017-06-27,45622.0,33.42,7030.0,9540.5,1782.0,49462.0,312.45,18.78,390.0,11395.0
2017-06-28,45826.0,33.96,6985.0,9524.5,1776.5,49716.0,311.6,19.19,386.1,11337.5
2017-06-29,45419.0,33.82,7060.0,9529.0,1776.0,49544.0,313.7,18.86,387.8,11380.0
2017-06-30,45682.0,34.14,6980.0,9518.5,1767.5,50325.0,312.9,19.17,385.3,11362.5
2017-07-03,46300.0,34.4,7075.0,9624.0,1768.0,50326.0,313.3,19.19,386.6,11270.0
2017-07-04,46084.0,34.4,7010.0,9625.0,1762.0,50105.0,311.0,19.19,383.7,11157.5
2017-07-05,46496.0,34.45,6960.0,9654.5,1766.0,50541.0,312.45,19.12,386.9,11345.0
2017-07-06,46215.0,33.88,7000.0,9667.5,1769.0,50208.0,312.45,19.06,385.5,11370.0
2017-07-07,45871.0,34.07,6950.0,9673.5,1759.0,50256.0,311.6,19.08,383.0,11295.0
2017-07-10,46185.0,34.66,6910.0,9773.0,1762.5,50727.0,312.15,19.25,383.6,11335.0
2017-07-11,46381.0,35.24,6860.0,9794.0,1757.0,50619.0,314.05,19.24,390.0,11525.0
2017-07-12,46871.0,36.29,6915.0,9836.0,1759.0,51143.0,313.95,19.7,389.5,11455.0
2017-07-13,47224.0,36.55,6945.0,9894.0,1760.5,51099.0,317.9,19.92,393.5,11652.5
2017-07-14,47487.0,36.82,6940.0,9903.5,1759.5,51360.0,318.05,20.21,392.3,11720.0
2017-07-17,47670.0,36.78,6975.0,9944.5,1759.5,51552.0,318.85,20.05,393.5,11772.5
2017-07-18,47121.0,37.12,6925.0,9858.0,1758.5,51422.0,319.4,20.03,394.3,11720.0
2017-07-19,47915.0,37.13,6910.0,9927.5,1758.5,51290.0,320.05,20.36,396.0,11882.5
2017-07-20,47995.0,37.35,6950.0,9896.0,1756.0,51336.0,320.95,20.29,396.2,11910.0
2017-07-21,47922.0,37.06,6805.0,9912.5,1762.5,51674.0,322.45,20.0,393.2,11820.0
2017-07-24,48179.0,37.2,6890.0,9963.0,1760.5,51754.0,322.6,19.83,394.7,11882.5
2017-07-25,48297.0,37.13,6935.0,10018.0,1767.0,51773.0,321.0,19.88,394.3,11867.5
2017-07-26,48696.0,37.17,6915.0,10082.5,1767.0,51767.0,320.3,20.22,390.2,11807.5
2017-07-27,48587.0,37.12,6935.0,10072.0,1771.5,51382.0,321.2,20.11,394.7,11837.5
2017-07-28,48587.0,37.39,6895.0,10035.0,1767.5,51451.0,313.9,19.98,389.5,11837.5
2017-07-31,48868.0,37.8,6935.0,10106.0,1764.0,51309.0,314.9,20.01,390.0,11850.0
2017-08-01,49107.0,38.12,6915.0,10157.0,1766.5,51224.0,317.9,19.93,390.6,12005.0
2017-08-02,48851.0,38.54,6915.0,10087.5,1766.0,51306.0,318.5,20.08,394.7,11995.0
2017-08-03,49231.0,38.43,6855.0,10042.0,1769.0,51452.0,313.0,20.02,392.5,11832.5
2017-08-04,49472.0,38.3,6870.0,10100.5,1775.0,51564.0,314.2,20.12,393.4,11745.0
2017-08-07,49735.0,38.81,6830.0,10089.0,1781.0,51627.0,314.25,20.25,396.8,11812.5
2017-08-08,49562.0,38.74,6905.0,10007.0,1783.5,51372.0,314.2,20.3,397.5,11795.0
2017-08-09,49562.0,38.34,6885.0,9917.5,1777.5,51289.0,310.0,20.3,393.6,11700.0
2017-08-10,49289.0,37.61,6895.0,9864.5,1776.5,50907.0,308.6,20.0,389.6,11630.0
2017-08-11,48728.0,38.0,6830.0,9726.5,1766.5,50669.0,302.85,19.96,388.1,11405.0
2017-08-14,49067.0,38.05,6885.0,9804.5,1774.5,51323.0,305.95,19.99,386.1,11545.0
2017-08-15,48599.0,38.44,6935.0,9796.0,1769.5,51455.0,305.95,20.05,389.1,11617.5
2017-08-16,49120.0,38.93,7005.0,9908.0,1773.0,51100.0,307.6,20.12,387.5,11625.0
2017-08-17,49048.0,38.22,7025.0,9911.0,1773.0,50897.0,309.25,20.1,389.6,11620.0
2017-08-18,48850.0,39.03,6955.0,9849.5,1771.0,51055.0,309.1,20.26,387.5,11642.5
2017-08-21,48896.0,38.75,6950.0,9773.0,1773.5,51387.0,308.4,20.18,388.2,11682.5
2017-08-22,49462.0,39.33,6950.0,9788.5,1772.5,51475.0,310.05,20.31,391.1,11785.0
2017-08-23,49600.0,40.09,6975.0,9855.0,1767.5,51358.0,309.95,20.49,391.6,11905.0
2017-08-24,49994.0,40.3,6980.0,9885.0,1774.5,51595.0,311.45,20.49,394.7,11840.0
2017-08-25,50043.0,40.14,6990.0,9875.5,1770.5,51423.0,311.6,20.74,395.5,12145.0
2017-08-28,49967.0,40.08,6970.0,9913.0,1767.5,51291.0,309.55,20.82,394.4,12240.0
2017-08-29,49753.0,40.14,6935.0,9826.0,1753.5,51408.0,308.5,20.73,393.2,12215.0
2017-08-30,49474.0,39.99,6950.0,9910.0,1760.5,51177.0,310.35,20.94,395.6,12195.0
2017-08-31,49831.0,40.0,6895.0,9938.0,1760.5,51261.0,308.0,21.32,396.2,12095.0
2017-09-01,49831.0,40.61,6950.0,10014.0,1760.5,51156.0,307.65,21.59,396.9,12110.0
2017-09-04,49614.0,40.61,6855.0,9927.0,1760.5,50717.0,304.85,21.59,395.8,12130.0
2017-09-05,49428.0,40.98,6860.0,9975.0,1764.5,50285.0,304.05,21.34,396.1,12217.5
2017-09-06,48938.0,41.89,6825.0,9945.0,1766.5,50489.0,303.65,21.64,394.1,12137.5
2017-09-07,49375.0,42.21,6830.0,9957.5,1772.0,50312.0,307.55,21.83,393.4,12035.0
2017-09-08,49169.0,41.92,6875.0,9947.0,1771.5,50015.0,307.6,21.63,395.3,12030.0
2017-09-11,49554.0,42.55,6875.0,10025.5,1780.5,50437.0,310.6,22.0,395.0,12000.0
2017-09-12,49884.0,42.37,6870.0,10108.0,1787.5,50424.0,311.45,21.93,396.4,12075.0
2017-09-13,49725.0,42.4,6835.0,10101.5,1783.5,50375.0,310.85,21.79,393.3,12037.5
2017-09-14,49453.0,42.66,6835.0,10124.0,1778.0,50335.0,313.6,21.89,393.8,11930.0
2017-09-15,49295.0,43.35,6885.0,10094.0,1781.0,50294.0,314.55,21.95,394.7,11935.0
2017-09-18,49639.0,43.13,6875.0,10179.0,1782.0,50571.0,320.05,21.66,397.1,11997.5
2017-09-19,50472.0,43.06,6870.0,10167.0,1772.5,50568.0,319.4,21.74,395.1,11902.5
2017-09-20,50388.0,43.19,6880.0,10168.0,1769.0,50814.0,319.15,21.75,393.1,11960.0
2017-09-21,50454.0,42.62,6865.0,10140.5,1766.0,50825.0,319.4,21.8,395.4,12010.0
2017-09-22,50396.0,42.73,6895.0,9984.0,1766.0,50676.0,317.1,21.83,388.9,11980.0
2017-09-25,50396.0,41.79,6865.0,9883.5,1760.5,50792.0,317.15,22.24,385.5,11922.5
2017-09-26,49608.0,41.68,6870.0,9892.5,1762.0,50820.0,315.15,22.06,382.7,12030.0
2017-09-27,49790.0,40.92,6870.0,9779.0,1755.0,50556.0,314.75,22.04,384.8,11982.5
2017-09-28,49623.0,40.97,6820.0,9795.0,1757.0,50423.0,314.95,22.07,384.2,11952.5
2017-09-29,50137.0,41.69,6925.0,9803.0,1751.5,50619.0,317.65,22.29,384.7,12005.0
2017-10-02,50375.0,41.72,6970.0,9840.0,1747.0,50881.0,317.65,22.08,389.9,12127.5
2017-10-03,50924.0,43.18,6980.0,9874.5,1756.5,50875.0,317.65,22.23,390.9,12280.0
2017-10-04,51313.0,43.32,7030.0,9947.5,1756.5,50739.0,317.65,22.29,388.8,12362.5
2017-10-05,51571.0,43.12,6955.0,9920.5,1759.0,50832.0,317.65,22.37,392.2,12367.5
2017-10-06,51777.0,42.62,6955.0,10020.0,1762.0,50470.0,317.65,22.13,393.3,12347.5
2017-10-09,52057.0,42.0,6955.0,10022.0,1763.5,50250.0,317.65,22.11,393.4,12202.5
2017-10-10,52103.0,42.82,6970.0,10043.5,1759.5,50047.0,323.5,22.25,393.0,12175.0
2017-10-11,52165.0,42.94,6920.0,9988.5,1757.5,50268.0,326.6,22.44,399.1,12227.5
2017-10-12,52049.0,42.76,6985.0,10126.0,1757.0,50055.0,329.0,22.3,402.8,12295.0
2017-10-13,52153.0,43.34,7005.0,10211.0,1757.0,50146.0,328.65,22.56,402.5,12302.5
2017-10-16,52438.0,42.94,7045.0,10281.0,1756.5,49992.0,328.85,22.53,404.3,12352.5
2017-10-17,52177.0,42.64,7000.0,10261.5,1748.5,50489.0,329.15,22.4,404.1,12352.5
2017-10-18,52406.0,42.7,6955.0,10251.5,1748.5,50174.0,329.2,22.45,404.5,12477.5
2017-10-19,52189.0,42.5,6910.0,10192.5,1741.5,50273.0,327.45,22.19,406.5,12392.5
2017-10-20,52241.0,42.26,6950.0,10167.5,1736.0,50218.0,329.6,22.14,404.6,12410.0
2017-10-23,52252.0,41.23,6950.0,10200.0,1741.5,49831.0,330.4,21.97,404.4,12390.0
2017-10-24,52182.0,41.5,6940.0,10268.0,1736.5,50388.0,329.9,22.05,403.9,12457.5
2017-10-25,52440.0,41.88,6980.0,10335.0,1739.5,49103.0,330.1,21.76,404.1,12547.5
2017-10-26,52935.0,40.63,6960.0,10374.5,1734.5,49212.0,327.1,21.78,403.1,12630.0
2017-10-27,52996.0,41.55,6925.0,10371.0,1744.5,49290.0,330.2,21.99,404.2,12822.5
2017-10-30,53029.0,40.16,6940.0,10400.0,1748.5,49033.0,330.8,22.05,406.4,12820.0
2017-10-31,53186.0,40.17,6985.0,10379.0,1746.5,48715.0,334.4,21.79,407.0,12825.0
2017-11-01,53581.0,39.9,7010.0,10484.5,1737.5,48357.0,339.9,21.99,408.1,12825.0
2017-11-02,53381.0,39.9,7060.0,10455.0,1740.5,48357.0,338.4,21.99,406.7,12825.0
2017-11-03,53698.0,39.31,7060.0,10486.0,1740.0,48644.0,339.7,21.78,406.1,12797.5
2017-11-06,54055.0,40.36,7090.0,10479.0,1740.5,49191.0,337.5,22.28,405.8,12842.5
2017-11-07,54297.0,39.16,7110.0,10411.0,1752.5,49196.0,337.1,22.24,408.2,13010.0
2017-11-08,54175.0,40.3,7080.0,10359.0,1744.5,49108.0,338.6,22.41,406.9,12955.0
2017-11-09,53982.0,39.61,7080.0,10377.0,1743.5,49015.0,337.0,22.4,404.5,13025.0
2017-11-10,53841.0,38.83,7015.0,10342.0,1738.5,48195.0,336.25,22.28,404.2,13182.5
2017-11-13,53969.0,38.95,7010.0,10261.0,1736.5,48112.0,334.9,22.21,403.4,13195.0
2017-11-14,53674.0,37.74,6970.0,10228.0,1729.5,47954.0,334.65,21.79,402.6,13120.0
2017-11-15,53395.0,38.02,6950.0,10146.0,1716.5,47758.0,332.5,21.38,398.0,13030.0
2017-11-16,53758.0,39.26,7020.0,10260.0,1713.5,47842.0,334.65,21.66,399.4,13220.0
2017-11-17,54273.0,39.83,7070.0,10302.0,1715.0,48031.0,334.3,21.93,403.1,13427.5
2017-11-20,54640.0,40.19,7075.0,10315.0,1713.0,48031.0,332.8,21.83,401.1,13487.5
2017-11-21,55441.0,40.43,7050.0,10356.5,1717.5,48259.0,334.2,22.17,405.9,13822.5
2017-11-22,54847.0,40.86,7130.0,10353.5,1721.5,48245.0,335.9,22.51,407.4,13852.5
2017-11-23,54432.0,40.86,7135.0,10371.0,1718.0,48163.0,334.8,22.51,408.2,13425.0
2017-11-24,54315.0,40.73,7140.0,10422.5,1716.0,48088.0,335.6,22.48,408.2,13455.0
2017-11-27,54101.0,40.59,7130.0,10417.5,1722.0,47464.0,329.25,22.21,402.1,13315.0
2017-11-28,53940.0,41.0,7125.0,10416.5,1706.0,47422.0,331.05,22.29,399.9,13250.0
2017-11-29,54204.0,39.66,7090.0,10399.0,1715.5,47782.0,331.05,21.8,401.0,13270.0
2017-11-30,53505.0,38.7,7005.0,10278.0,1721.5,47159.0,325.6,21.68,392.1,13097.5
2017-12-01,53143.0,39.03,7015.0,10130.5,1721.5,47329.0,325.2,21.46,394.1,12962.5
2017-12-04,53211.0,39.64,7020.0,10160.5,1710.5,47156.0,328.35,21.72,396.0,13115.0
2017-12-05,52561.0,39.55,7050.0,10143.5,1716.5,47438.0,329.95,21.71,392.9,13282.5
2017-12-06,51769.0,40.03,7095.0,10072.0,1708.5,47032.0,325.0,21.52,384.5,13095.0
2017-12-07,51774.0,39.05,7070.0,10201.5,1711.5,46991.0,324.05,21.51,383.8,12932.5
2017-12-08,51833.0,39.01,7120.0,10289.5,1716.0,47588.0,324.75,21.57,385.6,13075.0
2017-12-11,51807.0,39.09,7135.0,10346.0,1716.5,47683.0,324.85,22.01,388.4,13300.0
2017-12-12,51472.0,40.09,7125.0,10256.5,1721.5,47683.0,321.6,21.92,387.2,13060.0
2017-12-13,51299.0,38.73,7160.0,10221.5,1734.0,48869.0,323.7,22.1,387.0,13210.0
2017-12-14,51624.0,38.31,7240.0,10288.5,1758.5,48736.0,324.8,22.01,390.0,13135.0
2017-12-15,51055.0,38.76,7205.0,10362.0,1748.5,48832.0,323.25,21.93,387.7,12880.0
2017-12-18,51105.0,39.22,7215.0,10400.5,1747.0,49449.0,324.65,21.09,387.7,12975.0
2017-12-19,52056.0,38.77,7255.0,10469.0,1739.5,49225.0,324.35,20.8,386.3,13220.0
2017-12-20,52162.0,38.82,7180.0,10468.0,1745.0,49149.0,324.05,20.78,387.7,13250.0
2017-12-21,52987.0,39.53,7255.0,10454.5,1749.5,49185.0,317.35,20.82,387.0,13385.0
2017-12-22,52848.0,39.51,7335.0,10501.0,1756.5,49198.0,319.0,21.11,389.5,13307.5
2017-12-25,52848.0,39.51,7335.0,10530.0,1756.5,49198.0,319.0,21.11,389.6,13302.5
2017-12-26,52848.0,39.99,7355.0,10563.5,1763.5,49231.0,317.95,21.31,385.0,13422.5
2017-12-27,52663.0,40.11,7455.0,10528.0,1781.5,49455.0,321.7,21.2,386.3,13107.5
2017-12-28,52738.0,40.31,7480.0,10508.5,1782.5,49617.0,326.15,21.19,389.6,13252.5
