,BO,C,CL,CT,GC,HG,KC,NG,S,SB,SI,SM,W,XBW
1995-10-27,26.35,328.5,17.54,84.35,383.9,123.7,122.75,1.839,663.5,10.53,5.32,205.2,499.75,50.06
1995-10-30,26.56,329.0,17.62,86.08,383.8,123.65,120.55,1.85,678.5,10.55,5.343,206.3,496.5,50.4
1995-10-31,26.61,332.5,17.64,84.89,384.3,124.75,121.55,1.866,684.5,10.56,5.36,208.3,497.75,50.47
1995-11-01,26.67,336.5,17.74,85.83,383.8,128.85,122.25,1.849,691.0,10.64,5.317,210.8,498.5,50.55
1995-11-02,26.71,336.75,17.98,85.33,384.2,132.5,123.9,1.844,690.25,10.68,5.34,210.9,487.0,51.72
1995-11-03,26.76,332.0,17.94,85.45,383.7,132.95,125.8,1.833,685.75,10.77,5.295,208.6,484.0,51.51
1995-11-06,26.71,333.75,17.71,86.6,383.7,132.3,125.35,1.824,692.5,10.85,5.275,210.5,490.75,51.03
1995-11-07,26.47,331.75,17.65,86.1,386.6,134.05,124.95,1.844,690.25,10.87,5.367,209.4,492.0,51.14
1995-11-08,26.3,331.0,17.82,84.51,386.2,132.1,127.9,1.868,689.75,10.75,5.357,210.1,493.0,51.42
1995-11-09,25.97,327.25,17.84,83.78,387.4,133.55,126.9,1.856,682.5,10.58,5.387,208.1,485.25,51.06
1995-11-10,25.93,327.75,17.83,84.31,390.5,135.05,126.75,1.901,685.75,10.64,5.44,209.6,497.0,50.7
1995-11-13,25.67,325.25,17.8,84.65,388.1,133.5,128.4,1.912,678.5,10.74,5.312,207.4,490.0,50.3
1995-11-14,25.37,321.75,17.82,86.65,386.5,131.8,124.15,1.906,676.75,10.74,5.32,206.5,490.5,50.43
1995-11-15,25.43,320.75,17.93,88.4,385.6,130.2,125.45,1.919,674.75,10.83,5.342,206.5,484.25,51.24
1995-11-16,25.5,323.25,18.19,87.17,386.2,131.55,121.15,1.969,681.75,10.93,5.31,209.6,491.25,51.55
1995-11-17,25.51,328.0,18.13,86.8,387.5,131.5,119.65,2.024,687.0,10.84,5.347,211.2,492.5,52.79
1995-11-20,25.18,326.5,18.06,86.38,387.1,133.15,115.2,2.063,679.5,10.89,5.337,209.1,496.0,52.9
1995-11-21,25.14,323.5,17.97,86.3,385.4,131.75,113.85,2.058,678.25,10.79,5.275,208.2,495.0,53.12
1995-11-22,25.24,325.25,17.96,86.88,382.1,131.45,111.05,2.113,683.0,10.86,5.155,209.4,498.25,54.12
1995-11-23,25.24,325.25,17.96,86.88,382.1,131.45,111.05,2.113,683.0,10.86,5.155,209.4,498.25,54.12
1995-11-24,25.02,328.0,17.96,86.88,382.1,131.45,111.05,2.113,679.5,10.86,5.155,209.0,501.25,54.12
1995-11-27,25.09,332.0,18.38,85.3,385.8,124.85,111.95,2.088,677.5,10.97,5.277,210.1,493.5,53.41
1995-11-28,24.97,332.0,18.33,84.2,388.9,124.3,109.3,2.024,677.5,10.81,5.28,209.9,491.5,53.53
1995-11-29,25.02,336.5,18.26,84.64,389.2,124.15,108.3,2.031,684.0,10.92,5.217,211.5,497.75,53.55
1995-11-30,25.05,337.75,18.18,85.09,388.6,123.6,104.85,2.018,686.25,10.97,5.267,213.7,495.0,53.32
1995-12-01,25.14,337.5,18.43,85.83,387.4,123.0,104.4,2.069,690.5,11.3,5.242,216.0,495.0,53.02
1995-12-04,25.33,336.5,18.63,86.3,387.3,122.9,103.9,2.12,693.0,11.38,5.237,216.9,487.75,53.56
1995-12-05,25.41,341.0,18.67,85.8,388.7,122.15,105.45,2.225,702.75,11.29,5.277,220.2,498.0,54.01
1995-12-06,25.24,342.25,18.77,84.6,390.3,119.05,102.0,2.207,705.5,11.32,5.3,222.9,501.0,53.89
1995-12-07,24.99,340.75,18.73,85.55,390.5,121.65,103.55,2.208,699.25,11.26,5.272,220.8,506.0,54.06
1995-12-08,24.87,344.0,18.97,86.1,391.4,120.8,101.55,2.216,709.25,11.44,5.262,225.6,508.5,54.65
1995-12-11,24.75,347.25,18.66,86.21,390.0,122.85,102.35,2.193,714.5,11.38,5.255,227.0,509.5,54.69
1995-12-12,24.87,346.5,18.73,84.65,389.8,121.55,102.65,2.235,716.0,11.46,5.2,227.0,506.5,55.58
1995-12-13,25.14,348.0,19.0,85.45,387.9,123.65,104.7,2.286,722.75,11.37,5.145,229.3,506.5,57.55
1995-12-14,25.34,348.0,19.11,85.66,387.3,127.45,106.65,2.353,725.0,11.4,5.162,230.3,502.5,57.86
1995-12-15,25.11,347.25,19.51,84.84,387.6,123.9,107.75,2.364,720.75,11.43,5.162,229.7,500.5,59.59
1995-12-18,25.36,351.75,19.11,82.95,388.6,123.15,102.1,2.294,733.75,11.29,5.197,233.9,506.5,59.93
1995-12-19,25.72,354.75,18.99,81.04,388.4,123.3,99.5,2.394,740.75,11.38,5.165,234.7,507.0,59.26
1995-12-20,25.49,354.5,18.97,81.05,389.6,124.05,95.7,2.544,732.25,11.5,5.187,233.2,501.5,57.75
1995-12-21,25.1,352.5,18.96,82.29,388.7,123.6,96.7,2.711,718.25,11.54,5.18,228.8,499.0,56.91
1995-12-22,25.33,358.25,19.14,81.1,388.2,122.15,96.35,2.368,729.75,11.58,5.19,232.1,501.0,57.59
1995-12-25,25.33,358.25,19.14,81.1,388.2,122.15,96.35,2.368,729.75,11.58,5.19,232.1,501.0,57.59
1995-12-26,25.64,363.0,19.27,80.33,388.6,122.0,96.35,2.468,742.5,11.58,5.195,235.8,503.5,56.96
1995-12-27,25.47,360.75,19.5,81.16,387.7,121.7,95.2,2.868,734.0,11.54,5.177,231.9,503.5,57.99
1995-12-28,25.37,363.75,19.36,81.45,387.8,121.75,93.9,2.509,734.25,11.56,5.172,232.1,509.5,58.07
1995-12-29,25.35,369.25,19.55,81.05,388.1,120.55,94.9,2.619,744.75,11.6,5.207,236.6,512.25,58.12
1996-01-01,25.35,369.25,19.55,81.05,388.1,120.55,94.9,2.619,744.75,11.6,5.207,236.6,512.25,58.12
1996-01-02,25.44,373.25,19.81,80.67,391.9,118.1,91.25,2.859,758.25,11.83,5.39,241.1,508.5,59.09
1996-01-03,25.57,374.0,19.89,82.15,396.2,116.9,93.75,2.986,766.0,11.84,5.387,242.9,508.25,58.74
1996-01-04,25.24,369.0,19.91,83.35,395.4,114.7,97.85,2.964,758.75,11.72,5.41,241.0,500.25,59.44
1996-01-05,24.79,366.5,20.26,83.63,396.5,117.05,96.25,2.916,753.75,11.89,5.55,239.3,493.5,60.48
1996-01-08,24.41,360.5,20.26,83.63,396.5,117.05,96.25,2.916,736.25,11.89,5.55,234.3,483.5,60.48
1996-01-09,24.46,366.75,19.95,83.9,396.9,114.05,96.25,2.928,745.5,11.89,5.557,238.2,495.75,58.65
1996-01-10,24.24,362.25,19.67,82.8,400.2,114.8,97.9,2.809,741.5,11.94,5.62,237.2,495.0,58.19
1996-01-11,24.19,357.5,18.79,82.47,399.3,115.35,103.05,2.49,733.75,11.73,5.53,235.4,489.0,54.44
1996-01-12,24.48,362.75,18.25,82.65,396.7,112.7,102.7,2.317,741.25,11.79,5.47,236.5,498.5,53.1
1996-01-15,24.41,365.0,18.38,83.25,396.1,111.65,98.95,2.017,744.5,11.67,5.445,238.7,496.0,53.9
1996-01-16,24.02,354.0,18.05,82.04,398.8,112.55,103.9,2.074,735.25,10.87,5.487,235.8,480.0,53.33
1996-01-17,24.09,351.25,18.52,82.75,400.0,111.65,104.3,2.336,736.25,11.09,5.515,235.3,479.0,54.98
1996-01-18,23.99,355.0,19.18,82.46,397.6,114.8,105.4,2.264,740.25,11.3,5.46,237.5,483.0,55.21
1996-01-19,23.79,360.75,18.25,84.5,399.9,112.15,104.65,2.168,745.25,11.49,5.47,240.4,487.25,55.41
1996-01-22,23.72,357.75,18.15,84.32,403.5,112.75,107.5,1.955,734.0,11.56,5.595,235.9,482.25,54.88
1996-01-23,23.98,360.75,18.06,84.56,403.6,115.25,107.0,2.055,737.5,11.76,5.575,236.8,492.25,53.66
1996-01-24,24.12,358.75,18.28,86.42,403.5,116.2,108.9,2.069,735.25,11.67,5.527,235.2,491.75,54.2
1996-01-25,24.11,356.25,17.67,87.74,406.7,113.6,111.75,2.026,725.5,11.72,5.585,230.1,490.75,52.67
1996-01-26,24.14,357.5,17.73,87.5,405.8,112.9,116.95,2.126,724.5,12.19,5.545,230.6,506.75,52.97
1996-01-29,23.87,363.75,17.45,88.05,408.8,113.1,123.45,2.337,728.0,12.48,5.545,233.1,520.5,51.93
1996-01-30,24.25,367.75,17.56,87.08,407.0,115.45,119.55,2.504,736.5,12.36,5.563,234.6,526.25,52.41
1996-01-31,24.39,369.0,17.74,85.69,408.5,114.8,128.6,2.658,738.75,12.15,5.588,235.3,519.5,53.44
1996-02-01,24.54,366.5,17.71,86.0,413.7,117.4,126.4,2.499,741.0,11.93,5.795,235.3,517.5,53.14
1996-02-02,24.37,366.75,17.8,85.6,417.7,117.4,123.75,2.467,739.25,12.04,5.84,233.4,526.5,53.74
1996-02-05,24.09,361.5,17.54,85.86,415.9,116.45,120.65,2.168,723.75,12.19,5.815,229.1,517.75,52.06
1996-02-06,24.12,363.5,17.69,84.1,414.6,116.35,119.4,2.448,729.25,12.0,5.777,230.6,522.5,52.38
1996-02-07,24.13,361.0,17.74,84.43,411.4,118.1,118.6,2.513,723.5,12.02,5.71,227.7,513.5,52.23
1996-02-08,24.17,359.25,17.76,85.6,411.5,117.2,123.7,2.472,721.5,12.12,5.727,226.2,510.0,52.44
1996-02-09,24.41,363.0,17.78,85.38,407.8,117.2,126.05,2.551,720.0,12.01,5.667,225.5,513.25,52.91
1996-02-12,24.54,365.0,17.97,84.33,403.3,115.8,121.6,2.456,717.75,12.29,5.67,224.3,511.75,53.0
1996-02-13,24.44,371.5,18.91,84.5,405.1,113.4,122.8,2.662,722.0,12.2,5.717,225.9,515.25,55.11
1996-02-14,24.44,378.5,18.96,84.51,406.5,114.1,122.65,2.582,734.25,12.31,5.735,231.1,528.0,55.2
1996-02-15,24.35,378.25,19.04,84.52,405.7,113.65,124.3,2.576,732.5,12.49,5.645,231.4,526.0,55.44
1996-02-16,24.16,380.0,19.16,84.98,407.5,112.5,124.2,2.441,730.0,12.66,5.722,231.2,523.25,55.77
1996-02-19,24.16,380.0,19.16,84.98,407.5,112.5,124.2,2.441,730.0,12.66,5.722,231.2,523.25,55.77
1996-02-20,24.45,379.75,19.27,86.05,401.1,113.75,121.6,2.128,727.75,12.62,5.53,229.6,513.0,57.71
1996-02-21,24.32,377.25,19.71,84.74,404.0,114.05,123.3,2.188,726.75,12.59,5.58,229.6,510.5,59.45
1996-02-22,24.46,375.0,19.85,83.55,401.5,116.0,122.3,2.288,724.0,12.63,5.525,227.1,495.5,60.04
1996-02-23,24.4,380.5,19.06,84.43,399.9,116.2,115.5,2.263,733.75,12.61,5.452,230.9,502.75,58.73
1996-02-26,24.89,387.5,19.39,84.8,400.6,113.25,113.75,2.338,752.75,11.76,5.53,237.9,493.5,60.24
1996-02-27,24.62,387.0,19.7,83.55,399.6,113.9,114.85,2.326,747.25,11.84,5.504,237.0,493.0,60.65
1996-02-28,24.45,389.25,19.29,83.73,402.1,112.65,112.95,2.306,750.5,11.99,5.535,238.9,496.25,59.95
1996-02-29,24.18,389.25,19.54,83.2,401.2,115.3,115.9,2.236,745.0,11.6,5.545,238.0,501.5,60.33
1996-03-01,23.8,386.75,19.44,83.25,400.2,116.2,110.8,2.156,738.25,11.65,5.54,236.7,502.5,59.75
1996-03-04,23.78,383.0,19.2,82.78,395.2,117.85,111.65,2.24,730.0,11.7,5.417,233.2,501.5,58.73
1996-03-05,23.8,380.0,19.54,82.38,394.6,116.45,114.2,2.174,723.5,11.72,5.39,230.1,494.5,59.09
1996-03-06,23.92,381.0,20.19,83.25,394.4,116.85,113.0,2.188,726.5,11.73,5.407,231.6,488.0,59.75
1996-03-07,23.97,388.0,19.81,83.86,396.4,117.2,112.7,2.128,730.25,11.74,5.455,233.3,495.0,59.18
1996-03-08,23.93,388.5,19.61,83.71,398.2,119.9,112.05,2.095,722.5,11.7,5.522,230.9,493.75,58.75
1996-03-11,24.0,389.5,19.91,83.33,396.7,119.0,113.0,2.178,728.5,12.16,5.525,232.9,491.5,59.32
1996-03-12,23.99,386.25,20.46,82.94,397.5,119.65,115.95,2.168,728.0,12.09,5.595,232.1,483.0,60.56
1996-03-13,24.18,389.25,20.58,83.4,397.7,118.85,114.7,2.24,730.25,12.16,5.632,232.3,484.5,61.61
1996-03-14,24.43,390.25,21.16,85.2,396.5,117.2,117.75,2.247,729.5,12.23,5.597,231.1,480.5,62.45
1996-03-15,24.52,383.25,21.99,84.29,396.9,116.95,118.45,2.333,724.5,12.17,5.612,228.7,472.25,62.92
1996-03-18,24.58,385.75,20.73,84.64,396.3,118.05,120.85,2.511,726.25,12.41,5.57,228.4,473.75,64.31
1996-03-19,24.33,385.5,20.83,83.9,396.0,116.85,119.05,2.523,715.25,12.46,5.54,224.4,469.25,65.15
1996-03-20,24.35,387.0,20.85,85.65,396.5,117.1,117.7,2.574,718.75,12.48,5.587,225.6,481.0,64.38
1996-03-21,24.46,387.75,21.05,84.25,398.7,116.9,120.0,2.74,721.75,12.24,5.63,226.6,480.75,64.03
1996-03-22,25.0,390.0,21.95,84.69,398.9,115.15,119.7,2.416,730.5,12.25,5.65,228.8,481.75,65.49
1996-03-25,25.31,393.5,22.4,85.05,399.0,114.9,119.2,2.355,732.25,12.07,5.65,228.5,490.75,67.0
1996-03-26,25.15,396.75,22.19,84.59,403.3,116.2,123.45,2.267,737.5,11.9,5.71,230.6,503.0,65.72
1996-03-27,25.21,399.25,21.79,83.84,403.2,115.6,121.75,2.339,740.0,11.86,5.685,230.9,500.75,65.02
1996-03-28,25.19,399.25,21.41,83.86,399.7,116.25,121.4,2.342,739.0,11.68,5.53,230.7,497.5,64.09
1996-03-29,25.33,409.0,21.47,83.56,398.4,116.5,115.45,2.336,751.0,11.79,5.54,238.6,499.25,64.85
1996-04-01,25.51,416.5,22.26,84.78,397.7,114.55,114.5,2.288,761.0,11.55,5.55,241.8,511.5,66.0
1996-04-02,25.58,414.25,22.7,84.86,396.6,113.55,115.85,2.293,756.0,11.54,5.517,238.3,512.0,68.11
1996-04-03,25.76,424.25,22.27,85.8,396.8,112.65,115.35,2.304,764.75,11.77,5.522,240.7,523.0,67.69
1996-04-04,25.62,426.5,22.75,87.55,397.6,113.35,115.25,2.335,765.5,11.89,5.435,243.2,522.5,68.76
1996-04-05,25.62,426.5,22.75,87.55,397.6,113.35,115.25,2.335,765.5,11.89,5.435,243.2,522.5,68.76
1996-04-08,25.96,435.75,23.03,87.22,400.7,113.35,113.55,2.372,781.25,11.91,5.565,248.7,525.25,69.86
1996-04-09,26.13,435.0,23.06,86.9,397.1,113.05,114.65,2.369,778.75,11.58,5.467,245.8,529.75,70.52
1996-04-10,26.67,444.5,24.21,87.37,397.5,115.4,118.5,2.34,794.5,11.63,5.492,250.1,549.75,72.99
1996-04-11,26.43,444.5,25.34,86.75,398.3,118.8,117.1,2.329,788.5,11.74,5.562,249.4,563.5,74.3
1996-04-12,26.43,451.0,24.29,85.99,397.1,119.4,115.25,2.411,796.0,11.62,5.518,252.9,582.5,72.17
1996-04-15,26.29,455.5,25.06,83.89,395.5,117.75,114.85,2.343,789.75,11.67,5.48,249.9,586.75,71.71
1996-04-16,25.88,444.5,24.47,83.17,393.5,118.4,115.6,2.316,773.0,11.51,5.292,245.2,566.75,69.45
1996-04-17,26.09,448.5,24.67,83.45,393.0,119.6,117.3,2.339,784.0,11.54,5.305,248.8,571.0,68.12
1996-04-18,26.62,460.5,23.82,84.32,392.4,120.6,118.8,2.331,813.25,11.15,5.267,255.9,600.5,66.4
1996-04-19,26.38,458.0,21.04,84.23,392.7,123.0,118.3,2.361,799.75,11.09,5.257,252.9,608.0,67.49
1996-04-22,26.72,470.0,21.53,85.23,393.6,122.75,130.95,2.364,813.5,11.11,5.325,256.9,628.0,70.19
1996-04-23,26.62,478.5,22.7,84.53,393.4,121.7,126.9,2.293,812.25,11.06,5.315,256.9,653.5,73.18
1996-04-24,26.61,487.0,22.4,84.62,392.7,122.85,127.0,2.258,810.0,11.09,5.292,255.3,676.5,74.1
1996-04-25,27.03,499.0,22.2,85.65,395.3,123.0,125.45,2.258,822.5,10.88,5.365,256.8,696.5,75.61
1996-04-26,26.98,507.5,22.32,85.64,392.2,122.35,126.95,2.207,818.0,10.54,5.262,254.2,716.5,76.81
1996-04-29,27.14,470.0,22.43,84.36,392.4,119.85,122.5,2.223,796.75,10.41,5.265,248.3,597.0,72.31
1996-04-30,27.34,452.0,21.2,85.12,393.5,119.15,124.45,2.224,795.0,10.39,5.34,245.4,567.0,69.48
1996-05-01,28.05,466.25,20.81,86.35,394.9,120.6,127.0,2.229,817.5,10.33,5.425,252.1,597.0,67.42
1996-05-02,27.86,458.25,20.86,85.83,395.7,120.05,127.3,2.19,809.5,10.4,5.42,249.3,567.0,68.4
1996-05-03,27.83,453.0,21.18,86.14,394.1,122.2,127.55,2.131,816.5,10.51,5.47,251.0,562.0,69.92
1996-05-06,27.9,454.75,21.04,86.97,395.7,121.3,125.2,2.148,812.0,10.59,5.49,250.4,556.5,68.85
1996-05-07,28.03,462.75,21.11,86.87,395.8,124.9,126.4,2.187,818.25,10.62,5.515,250.7,571.0,68.81
1996-05-08,28.24,474.75,21.0,86.5,394.8,125.45,128.75,2.186,825.75,10.87,5.465,253.1,591.0,68.37
1996-05-09,27.91,483.5,20.68,85.44,394.5,124.95,127.0,2.21,819.25,10.78,5.447,252.3,597.0,67.23
1996-05-10,27.51,482.25,21.01,82.75,392.0,124.5,127.05,2.204,814.0,10.76,5.375,251.4,580.0,68.48
1996-05-13,27.34,492.25,21.36,82.93,392.7,125.55,126.05,2.286,813.0,10.8,5.395,252.2,588.0,69.11
1996-05-14,27.48,487.25,21.42,82.87,392.9,124.1,126.65,2.273,818.75,10.91,5.4,252.8,583.25,68.43
1996-05-15,27.27,487.5,21.48,82.5,393.5,123.65,126.45,2.299,815.5,10.93,5.412,252.7,582.25,67.2
1996-05-16,27.53,499.5,20.78,81.06,393.5,123.65,128.7,2.302,828.75,11.05,5.377,255.3,578.0,64.2
1996-05-17,27.42,504.5,20.64,81.2,393.0,115.6,128.65,2.284,818.75,11.42,5.337,251.9,589.0,63.03
1996-05-20,26.74,503.0,20.77,80.88,391.3,111.2,126.0,2.324,806.0,11.5,5.275,247.9,585.0,66.04
1996-05-21,26.71,501.25,20.63,80.92,391.4,111.55,124.2,2.342,798.5,11.39,5.298,245.5,576.25,64.95
1996-05-22,26.75,486.5,21.4,81.52,392.0,113.55,120.45,2.375,796.75,11.38,5.343,245.4,562.75,64.3
1996-05-23,27.09,493.25,21.23,81.59,391.8,113.65,117.85,2.37,808.0,11.22,5.335,248.2,559.5,64.25
1996-05-24,27.33,488.75,21.32,82.55,390.9,112.65,117.65,2.383,807.5,11.26,5.323,247.4,561.0,64.72
1996-05-27,27.33,488.75,21.32,82.55,390.9,112.65,117.65,2.383,807.5,11.26,5.323,247.4,561.0,64.72
1996-05-28,27.18,478.5,21.11,81.3,394.8,113.6,116.85,2.418,801.5,11.01,5.358,245.9,546.0,62.58
1996-05-29,26.64,466.5,20.76,79.62,394.4,116.2,117.3,2.442,775.0,10.95,5.335,236.1,526.0,61.74
1996-05-30,26.8,472.75,19.94,78.4,394.0,115.5,115.85,2.396,786.5,11.02,5.343,238.9,526.25,59.67
1996-05-31,26.43,477.25,19.76,79.28,394.4,115.0,116.1,2.406,788.25,11.21,5.403,240.7,528.75,58.78
1996-06-03,25.83,465.25,19.85,80.32,393.6,113.65,112.55,2.406,765.5,11.47,5.38,234.1,521.0,58.99
1996-06-04,25.68,447.25,20.44,81.39,390.8,110.7,113.4,2.364,769.75,11.42,5.185,237.9,501.0,60.69
1996-06-05,25.64,435.0,19.72,80.55,388.9,102.05,113.85,2.379,765.5,11.35,5.155,236.6,488.75,59.39
1996-06-06,25.73,447.0,20.05,80.54,388.4,103.65,113.05,2.362,766.0,11.6,5.195,236.2,494.25,60.22
1996-06-07,26.18,459.0,20.28,81.95,387.6,107.1,115.35,2.395,775.5,11.58,5.173,238.1,502.25,60.91
1996-06-10,26.64,471.0,20.25,81.72,388.5,107.95,117.75,2.39,791.0,11.44,5.177,241.6,519.5,61.4
1996-06-11,26.31,471.0,20.1,80.03,386.9,101.3,117.3,2.427,775.25,11.8,5.1,237.7,509.0,60.8
1996-06-12,26.05,477.5,20.09,79.96,386.8,105.1,118.8,2.434,771.5,11.74,5.09,233.9,494.5,59.68
1996-06-13,25.77,476.75,20.01,77.07,386.5,104.15,116.9,2.494,769.0,11.68,5.05,234.9,504.75,58.89
1996-06-14,25.55,464.75,20.34,76.29,387.1,93.85,117.95,2.509,769.75,11.67,5.172,235.8,496.0,59.5
1996-06-17,25.66,459.5,20.7,77.93,387.3,93.9,116.85,2.536,773.0,11.67,5.182,238.2,492.0,61.21
1996-06-18,25.99,471.5,20.21,78.18,387.7,95.0,117.9,2.61,791.0,11.54,5.175,244.9,502.5,60.24
1996-06-19,25.84,473.5,19.85,76.5,386.5,97.2,117.8,2.631,783.0,11.59,5.112,242.2,493.5,57.96
1996-06-20,25.42,474.0,20.09,74.63,386.3,94.8,117.3,2.617,780.0,11.75,5.122,243.2,487.5,58.68
1996-06-21,25.77,470.0,19.92,75.55,386.8,91.2,114.8,2.703,791.75,12.03,5.107,246.8,491.25,58.74
1996-06-24,25.44,466.25,19.98,75.7,386.7,89.3,117.9,2.667,777.75,11.84,5.135,243.8,499.5,58.23
1996-06-25,25.43,393.5,19.96,72.86,385.6,83.25,117.55,2.667,772.0,11.2,5.202,242.3,503.75,57.42
1996-06-26,25.19,388.75,20.65,72.92,384.7,87.2,118.65,2.687,765.0,11.41,5.11,240.5,495.75,58.32
1996-06-27,24.96,385.75,21.02,73.0,383.6,89.5,119.2,2.787,755.75,11.41,5.04,237.6,482.5,59.35
1996-06-28,25.16,397.75,20.92,72.09,381.6,90.4,121.45,2.911,771.75,11.15,5.035,241.4,482.5,60.17
1996-07-01,25.56,415.75,21.53,72.35,382.7,88.25,120.75,2.76,781.25,11.32,5.082,243.5,489.0,61.51
1996-07-02,25.3,405.5,21.13,72.37,383.3,88.15,117.85,2.81,771.25,11.38,5.112,240.1,475.5,60.89
1996-07-03,25.18,409.5,21.21,72.07,382.5,87.8,116.5,2.841,777.25,11.39,5.13,242.3,479.25,62.47
1996-07-04,25.18,409.5,21.21,72.07,382.5,87.8,116.5,2.841,777.25,11.39,5.13,242.3,479.25,62.47
1996-07-05,24.66,402.5,21.21,72.07,382.5,87.8,116.5,2.841,760.0,11.39,5.13,238.9,473.5,62.47
1996-07-08,24.59,402.0,21.27,72.38,382.1,90.55,118.45,2.827,762.0,11.69,5.067,240.3,477.5,61.68
1996-07-09,24.92,406.75,21.41,73.83,383.5,90.8,114.25,2.739,776.25,11.67,5.115,243.3,491.0,61.81
1996-07-10,25.27,409.25,21.55,72.08,383.4,89.7,116.05,2.777,792.0,11.64,5.115,246.8,492.0,63.11
1996-07-11,26.04,421.25,21.95,72.71,384.6,87.3,116.2,2.696,822.0,11.68,5.145,255.4,506.0,64.59
1996-07-12,26.55,428.5,21.9,73.28,384.4,88.4,111.95,2.761,838.25,11.77,5.142,259.7,501.0,64.0
1996-07-15,26.39,416.5,22.48,72.3,385.7,86.35,106.4,2.765,838.0,11.85,5.165,258.3,492.5,65.56
1996-07-16,26.07,404.5,22.38,72.8,384.2,87.6,102.95,2.76,820.5,11.65,4.943,254.0,483.25,65.13
1996-07-17,25.64,386.5,21.8,72.45,384.2,88.45,106.9,2.638,804.5,11.79,4.96,250.3,481.0,63.89
1996-07-18,24.74,372.5,21.68,72.75,384.6,88.05,109.95,2.43,777.0,11.66,5.0,244.5,475.0,63.87
1996-07-19,24.7,367.75,20.78,73.52,385.3,88.2,108.7,2.359,774.0,11.65,4.965,245.2,459.5,62.41
1996-07-22,24.42,355.75,20.79,74.25,385.5,89.4,104.05,2.143,767.75,11.51,5.015,243.8,460.5,62.76
1996-07-23,24.82,361.5,21.01,72.65,385.5,91.95,104.3,2.34,777.75,11.45,4.97,246.7,453.75,63.08
1996-07-24,24.45,358.0,20.68,72.65,386.3,92.8,104.1,2.269,767.75,11.69,5.01,243.9,441.0,61.87
1996-07-25,24.36,351.0,20.74,71.97,385.7,94.8,102.95,2.249,771.0,11.73,4.987,243.8,443.75,61.66
1996-07-26,23.97,350.0,20.11,72.07,385.7,93.65,104.05,2.192,763.25,11.9,5.103,242.1,434.5,60.16
1996-07-29,24.5,359.25,20.28,71.7,387.8,92.15,105.4,2.046,752.25,11.88,5.068,239.7,443.75,59.08
1996-07-30,24.31,357.75,20.33,72.73,387.8,92.2,105.25,2.144,744.75,11.87,5.068,237.9,438.25,59.59
1996-07-31,24.45,354.25,20.42,73.2,390.5,93.2,106.4,2.163,747.0,11.7,5.148,238.8,440.0,60.18
1996-08-01,24.79,360.5,21.04,72.48,389.4,92.45,106.7,2.276,760.25,11.78,5.11,240.5,446.0,61.38
1996-08-02,24.47,358.25,21.34,72.29,390.6,91.45,107.5,2.315,751.75,11.71,5.075,239.9,449.0,62.12
1996-08-05,24.64,348.25,21.23,72.53,392.3,90.2,107.9,2.215,748.0,11.73,5.087,239.0,443.5,61.31
1996-08-06,24.81,346.0,21.13,72.08,391.7,91.95,109.2,2.124,751.75,11.64,5.035,238.4,448.5,61.23
1996-08-07,24.81,344.75,21.42,70.0,391.4,92.5,109.3,2.091,753.0,11.48,5.042,238.8,453.75,62.0
1996-08-08,25.11,353.0,21.55,70.3,391.7,91.5,116.1,2.068,767.75,11.37,5.098,243.6,459.75,62.27
1996-08-09,25.23,363.0,21.57,70.25,390.5,92.1,115.1,2.103,777.25,11.48,5.04,246.2,462.75,61.87
1996-08-12,25.94,375.0,22.22,73.25,390.6,91.2,116.15,2.074,800.75,11.59,5.067,251.3,474.5,62.89
1996-08-13,25.49,373.0,22.37,74.75,390.4,91.3,123.15,2.056,795.25,11.88,5.085,250.4,460.25,63.09
1996-08-14,25.53,377.75,22.12,73.85,388.9,93.0,121.3,2.086,806.5,11.81,5.045,253.5,456.0,62.49
1996-08-15,25.28,375.5,21.9,73.47,388.8,92.55,121.15,2.04,800.25,11.66,5.087,252.4,457.25,61.96
1996-08-16,25.11,367.5,22.66,72.72,388.5,90.45,120.85,2.14,793.5,11.64,5.077,252.0,454.5,63.38
1996-08-19,24.94,364.0,22.47,72.12,389.5,93.25,113.3,2.187,787.0,11.72,5.21,251.4,459.5,65.27
1996-08-20,25.15,362.25,22.11,73.0,390.0,90.9,115.05,2.053,794.75,11.81,5.21,254.5,454.5,64.01
1996-08-21,25.12,366.25,21.72,72.52,388.9,91.4,117.0,2.03,800.25,11.82,5.17,255.7,451.0,63.12
1996-08-22,24.99,367.5,22.3,72.93,389.6,90.65,120.8,1.921,808.75,11.85,5.22,259.1,450.5,63.88
1996-08-23,24.9,365.5,21.96,74.3,390.2,91.7,122.55,1.95,803.25,11.85,5.197,258.1,452.75,63.22
1996-08-26,25.23,369.5,21.62,73.79,391.4,91.1,125.2,1.937,817.0,11.65,5.253,261.0,459.25,61.62
1996-08-27,25.75,348.75,21.56,75.85,390.9,89.85,119.2,1.882,795.75,11.74,5.317,255.5,464.0,60.06
1996-08-28,25.31,342.75,21.71,75.31,390.0,90.2,116.55,1.865,788.75,11.73,5.251,254.6,455.0,60.92
1996-08-29,25.41,344.5,22.15,76.32,389.4,90.7,117.05,1.907,795.0,11.73,5.255,258.2,456.0,61.93
1996-08-30,25.55,343.75,22.25,75.65,388.3,95.25,118.25,1.859,794.5,11.78,5.25,257.2,453.25,61.61
