,BO,C,CL,CT,GC,HG,KC,NG,S,SB,SI,SM,W,XBW
2005-03-18,23.58,219.75,57.24,50.94,439.7,150.7,133.2,7.273,649.0,9.03,7.397,192.1,356.5,157.55
2005-03-21,22.55,214.5,57.46,50.12,431.4,148.9,130.65,7.318,626.5,8.76,7.112,187.3,342.5,159.56
2005-03-22,22.58,214.0,56.03,51.38,431.6,149.75,131.35,7.248,627.25,8.75,7.078,187.2,344.5,157.49
2005-03-23,22.61,210.75,53.81,50.58,425.4,144.45,125.25,7.138,623.25,8.63,6.985,185.4,336.75,157.49
2005-03-24,22.95,210.5,54.84,51.59,424.8,145.35,120.9,7.062,628.75,8.67,6.938,188.4,338.5,159.92
2005-03-25,22.95,210.5,54.84,51.59,424.8,145.35,120.9,7.062,628.75,8.67,6.938,188.4,338.5,159.92
2005-03-28,22.79,212.75,54.05,53.96,428.6,145.45,122.35,7.122,625.75,8.61,6.91,186.1,336.0,159.66
2005-03-29,22.87,213.0,54.23,53.58,428.6,147.05,122.05,7.402,624.0,8.52,6.982,186.6,334.5,159.31
2005-03-30,23.48,212.5,53.99,53.38,429.5,149.2,125.0,7.46,641.0,8.55,7.147,192.0,333.5,161.65
2005-03-31,22.9,213.0,55.4,53.03,431.1,150.25,126.4,7.653,627.5,8.7,7.18,187.0,331.0,166.31
2005-04-01,22.68,212.75,57.27,52.8,428.3,148.45,123.95,7.749,614.0,8.52,7.0,183.8,322.5,173.1
2005-04-04,22.8,209.75,57.01,52.6,426.0,149.5,123.05,7.594,615.0,8.41,7.024,183.2,316.5,172.16
2005-04-05,22.82,205.5,56.04,52.05,426.6,148.45,126.1,7.572,617.5,8.55,7.043,184.1,311.25,168.8
2005-04-06,22.86,207.25,55.85,51.88,429.2,150.85,124.7,7.558,623.25,8.57,7.12,186.6,314.25,165.92
2005-04-07,22.68,205.5,54.11,52.22,428.4,150.65,121.95,7.366,623.5,8.66,7.075,188.3,314.25,156.8
2005-04-08,22.27,204.0,53.32,53.21,428.8,150.75,116.85,7.242,612.0,8.48,7.165,185.5,310.0,153.66
2005-04-11,22.4,205.75,53.71,53.27,430.4,152.5,113.5,7.309,616.75,8.35,7.255,187.5,313.5,154.98
2005-04-12,22.56,206.75,51.86,53.0,429.3,149.6,114.85,7.094,617.5,8.45,7.155,187.3,311.0,153.38
2005-04-13,22.55,205.75,50.22,51.22,431.0,145.95,114.6,6.978,623.25,8.34,7.225,189.3,310.5,148.43
2005-04-14,22.42,207.5,51.13,52.14,425.6,142.85,111.05,7.069,617.0,8.15,7.06,188.3,309.0,150.41
2005-04-15,22.64,206.25,50.49,52.06,426.5,144.5,112.55,6.997,616.25,8.08,7.022,187.4,305.25,148.38
2005-04-18,22.27,204.25,51.47,52.78,429.0,144.5,115.15,6.95,609.5,8.18,7.045,187.0,301.75,149.44
2005-04-19,22.83,209.5,53.57,54.18,434.4,147.15,121.35,7.045,631.0,8.33,7.25,194.9,308.0,157.01
2005-04-20,22.66,210.75,54.03,55.54,436.7,150.95,124.85,7.057,630.75,8.4,7.337,194.8,310.75,158.13
2005-04-21,22.95,211.25,54.2,55.7,434.4,148.35,122.75,7.032,637.75,8.46,7.217,196.9,311.0,162.0
2005-04-22,22.81,209.25,55.39,54.12,435.6,148.8,127.8,7.195,633.0,8.35,7.275,196.1,309.25,165.23
2005-04-25,22.79,213.25,54.57,57.01,435.8,148.95,127.35,7.216,635.25,8.37,7.26,200.0,320.75,165.07
2005-04-26,22.79,221.75,54.2,57.47,439.0,146.0,132.45,7.181,643.5,8.52,7.302,199.1,333.5,163.03
2005-04-27,22.67,217.0,51.61,56.41,434.1,144.3,133.35,6.8,633.75,8.6,7.181,195.5,329.25,154.95
2005-04-28,22.35,213.0,51.77,57.02,432.4,144.4,130.9,6.748,625.25,8.54,6.948,193.8,327.25,155.19
2005-04-29,22.66,213.5,49.72,57.05,436.1,146.4,127.95,6.585,626.25,8.66,6.94,193.5,326.0,149.61
2005-05-02,22.54,209.0,50.92,56.58,430.5,145.5,123.55,6.697,627.25,8.68,6.875,194.0,323.25,151.45
2005-05-03,22.62,205.0,49.5,54.07,427.7,144.35,121.9,6.515,625.5,8.56,6.883,191.8,317.75,145.94
2005-05-04,22.78,206.0,50.13,53.89,430.0,142.9,125.45,6.63,624.5,8.49,7.013,190.7,317.25,146.64
2005-05-05,22.77,208.0,50.83,53.26,430.7,143.0,122.95,6.691,628.75,8.23,7.063,192.2,313.75,147.92
2005-05-06,23.31,208.25,50.96,53.49,426.9,144.1,124.5,6.621,640.0,8.42,6.965,194.6,317.0,147.6
2005-05-09,23.56,207.75,52.03,55.01,426.9,144.65,123.95,6.674,637.75,8.36,7.08,192.9,313.5,148.73
2005-05-10,23.26,208.25,52.07,55.93,427.9,145.7,121.6,6.694,634.0,8.39,7.115,193.5,321.5,151.03
2005-05-11,23.06,206.5,50.45,56.8,427.9,144.25,124.75,6.683,633.0,8.49,7.095,194.6,313.75,148.2
2005-05-12,22.77,204.25,48.54,55.08,422.2,137.6,122.5,6.511,623.5,8.26,6.965,192.0,308.75,143.2
2005-05-13,22.22,203.5,48.67,53.75,420.7,135.25,121.5,6.536,612.75,8.35,6.94,189.4,302.75,141.22
2005-05-16,22.16,207.0,48.61,52.01,419.3,134.6,116.25,6.446,623.5,8.35,6.958,193.7,306.25,140.52
2005-05-17,22.02,207.5,50.67,52.06,419.8,134.85,118.2,6.476,620.75,8.3,7.045,193.4,310.0,143.52
2005-05-18,22.26,210.75,49.13,51.8,421.9,137.6,118.4,6.392,633.25,8.4,7.205,196.6,315.0,141.44
2005-05-19,22.04,209.5,48.74,50.15,420.8,136.3,116.8,6.357,629.25,8.53,7.14,195.6,309.5,143.64
2005-05-20,22.31,213.25,48.65,50.05,417.7,137.5,117.0,6.343,632.0,8.59,6.955,196.3,313.0,141.91
2005-05-23,22.68,224.5,49.16,50.27,416.9,138.85,118.15,6.463,640.0,8.68,6.97,197.6,333.75,139.85
2005-05-24,22.87,221.25,49.67,50.08,417.7,140.5,119.65,6.386,645.5,8.62,7.003,198.7,332.0,142.67
2005-05-25,23.25,222.75,50.98,50.37,418.9,141.95,122.4,6.372,666.5,8.73,7.138,207.7,330.25,145.17
2005-05-26,23.78,225.0,51.01,50.38,418.0,144.95,123.7,6.212,676.0,8.8,7.162,210.3,337.75,144.78
2005-05-27,23.26,221.25,51.85,50.43,419.8,145.1,121.9,6.37,667.75,8.75,7.31,208.7,335.0,147.53
2005-05-30,23.26,221.25,51.85,50.43,419.8,145.1,121.9,6.37,667.75,8.75,7.31,208.7,335.0,147.53
2005-05-31,23.15,222.0,51.97,48.64,418.9,145.65,118.35,6.379,680.25,8.76,7.452,214.7,331.75,146.7
2005-06-01,23.5,224.5,54.6,48.59,417.7,148.55,118.05,6.789,685.25,8.68,7.52,215.6,331.5,154.42
2005-06-02,22.93,217.0,53.63,48.76,424.8,151.65,122.0,6.819,668.5,8.67,7.545,210.9,323.5,151.54
2005-06-03,22.95,218.25,55.03,48.34,425.8,155.75,125.55,6.88,675.25,8.88,7.51,215.2,323.25,155.71
2005-06-06,23.16,220.75,54.49,47.37,428.4,156.4,124.1,7.122,677.75,8.83,7.54,215.2,322.5,152.95
2005-06-07,23.06,220.25,53.76,46.94,426.7,154.3,125.75,7.127,674.75,8.8,7.445,214.2,319.25,151.57
2005-06-08,22.98,216.0,52.54,46.89,426.6,154.6,121.4,7.0,667.5,8.78,7.475,211.1,313.25,149.75
2005-06-09,23.13,215.5,54.28,46.29,426.1,154.7,116.4,7.045,673.25,8.91,7.27,212.9,314.25,157.14
2005-06-10,22.74,210.0,53.54,46.96,429.3,156.25,113.0,6.932,666.25,8.9,7.288,211.4,313.5,154.36
2005-06-13,23.01,215.0,55.62,47.53,431.1,153.95,109.75,7.26,680.5,8.87,7.265,216.9,313.75,155.42
2005-06-14,23.25,219.0,55.0,47.6,429.3,152.65,110.75,7.228,689.75,8.84,7.28,220.9,316.0,154.09
2005-06-15,24.17,224.25,55.57,47.07,430.9,154.9,111.15,7.441,702.5,8.68,7.33,223.9,323.0,156.25
2005-06-16,24.1,225.75,56.58,46.64,437.9,156.95,109.55,7.613,700.75,8.86,7.37,223.0,323.5,159.78
2005-06-17,25.08,229.0,58.47,47.38,440.0,160.4,107.6,7.69,724.0,8.91,7.335,229.0,327.5,164.71
2005-06-20,25.58,235.5,59.88,48.16,440.0,158.75,112.35,7.67,739.0,8.98,7.302,232.4,339.0,164.56
2005-06-21,25.44,232.25,59.04,51.66,440.5,159.25,111.2,7.474,735.25,8.92,7.292,231.6,335.0,162.74
2005-06-22,25.32,229.5,58.09,50.65,439.7,158.45,114.25,7.442,737.0,8.95,7.258,230.7,336.0,161.25
2005-06-23,25.24,226.5,59.42,51.94,443.2,158.25,111.45,7.473,725.75,9.04,7.273,228.4,331.75,165.67
2005-06-24,26.15,232.75,59.84,53.15,442.0,159.3,108.5,7.36,744.5,8.97,7.28,231.2,339.5,165.57
2005-06-27,24.61,231.25,60.54,53.63,441.7,156.3,105.7,7.203,698.25,9.33,7.29,216.8,340.5,168.2
2005-06-28,24.27,227.75,58.2,52.26,437.7,155.4,107.5,7.073,671.5,9.24,7.14,208.3,338.25,162.36
2005-06-29,24.61,226.0,57.26,53.4,438.6,156.2,106.45,7.087,676.5,9.28,7.105,210.6,338.5,158.5
2005-06-30,23.81,222.25,56.5,54.47,437.1,151.0,108.05,6.981,656.0,9.33,7.075,207.3,331.5,156.58
2005-07-01,24.23,225.5,58.75,54.4,428.8,147.35,105.3,7.171,676.0,9.16,6.895,210.5,334.5,164.85
2005-07-04,24.23,225.5,58.75,54.4,428.8,147.35,105.3,7.171,676.0,9.16,6.895,210.5,334.5,164.85
2005-07-05,25.39,240.0,59.59,55.33,423.9,150.9,105.3,7.475,715.5,9.39,6.87,221.5,346.5,168.18
2005-07-06,25.09,239.75,61.28,53.29,424.5,153.0,107.4,7.688,698.25,9.35,6.955,216.4,342.0,178.99
2005-07-07,25.19,241.75,60.73,54.15,424.2,153.55,107.15,7.398,694.5,9.37,6.985,214.3,344.0,180.56
2005-07-08,24.63,234.75,59.63,53.8,423.8,155.6,106.9,7.472,678.0,9.54,7.03,211.0,337.25,176.34
2005-07-11,24.84,235.25,58.92,53.15,426.3,156.1,104.55,7.495,690.0,9.48,7.105,214.9,335.25,173.21
2005-07-12,25.04,235.5,60.62,50.15,427.1,153.9,104.9,7.885,701.25,9.5,7.085,218.9,332.5,177.54
2005-07-13,25.43,244.75,60.01,49.6,424.6,154.95,104.9,7.9,714.0,9.58,7.07,221.2,339.75,175.42
2005-07-14,25.5,250.5,57.8,50.2,420.2,154.7,108.55,7.844,720.0,9.59,6.995,223.3,344.5,169.35
2005-07-15,25.48,257.75,58.09,49.54,421.3,156.2,105.5,7.849,721.0,9.55,6.99,226.7,348.5,168.83
2005-07-18,25.54,260.0,58.42,49.09,421.0,156.65,100.1,7.652,717.25,9.59,7.005,224.2,352.25,164.73
2005-07-19,24.46,248.5,58.69,48.45,420.2,158.65,96.55,7.586,682.5,9.52,6.985,214.1,338.5,167.35
2005-07-20,24.73,241.5,58.02,48.25,422.1,159.15,98.45,7.55,684.5,9.41,7.068,217.0,333.25,167.6
2005-07-21,24.31,234.0,57.13,48.9,425.7,157.0,98.9,7.3,669.5,9.66,7.135,212.6,327.0,168.1
2005-07-22,24.51,233.5,58.65,50.2,425.0,160.35,99.45,7.384,669.25,9.7,7.115,212.6,330.5,172.8
2005-07-25,24.59,230.5,59.0,50.2,425.9,161.8,102.1,7.325,669.75,9.9,7.14,212.2,325.75,170.64
2005-07-26,24.48,234.25,59.2,50.5,426.4,160.6,101.85,7.458,679.25,9.96,7.018,212.2,328.5,167.28
2005-07-27,24.39,236.5,59.11,50.05,427.7,162.7,99.35,7.592,678.0,9.95,7.04,212.6,330.5,169.88
2005-07-28,24.58,241.0,59.94,50.11,430.3,164.9,101.8,7.694,689.0,9.92,7.2,215.1,333.0,171.09
2005-07-29,24.33,236.5,60.57,50.99,432.8,164.45,103.15,7.885,677.0,9.83,7.262,210.6,327.75,172.61
2005-08-01,24.19,231.75,61.57,50.7,434.7,166.3,102.15,8.154,677.25,9.96,7.305,210.9,330.5,174.71
2005-08-02,25.09,232.5,61.89,50.95,434.7,166.25,106.6,8.378,694.5,10.09,7.262,214.4,332.0,178.16
2005-08-03,24.4,227.0,60.86,50.39,439.6,167.15,105.75,8.351,675.25,10.2,7.307,209.3,326.0,177.09
2005-08-04,24.21,224.5,61.38,50.6,440.6,165.45,106.25,8.471,675.5,10.22,7.252,211.1,325.0,180.23
2005-08-05,23.69,220.5,62.31,49.8,439.7,164.9,105.35,8.7,661.75,10.08,7.158,208.8,320.0,183.22
2005-08-08,23.49,222.0,63.94,49.42,437.1,164.65,102.3,8.684,664.25,10.1,7.015,209.6,322.25,185.7
2005-08-09,22.89,218.75,63.07,49.15,436.6,160.75,102.6,8.649,646.25,9.92,7.035,205.5,319.5,182.24
2005-08-10,22.77,223.0,64.9,48.51,438.9,163.45,105.7,9.071,645.75,9.83,7.078,204.8,323.5,189.63
2005-08-11,22.68,225.0,65.8,47.88,447.8,164.7,106.75,9.301,643.25,9.85,7.183,204.8,326.25,194.98
2005-08-12,22.73,217.75,66.86,47.13,448.2,167.6,104.9,9.588,640.5,9.87,7.09,202.2,321.25,200.48
2005-08-15,22.3,210.5,66.27,46.15,444.4,170.75,96.15,9.54,612.75,9.74,6.965,191.6,315.75,196.21
2005-08-16,22.29,209.5,66.08,46.25,448.3,171.45,96.9,9.752,616.75,9.62,7.043,192.7,310.25,198.36
2005-08-17,22.6,213.0,63.25,47.0,442.0,165.7,97.75,9.391,615.0,9.78,6.993,191.6,314.25,189.1
2005-08-18,22.51,211.25,63.27,46.26,441.5,165.9,95.3,8.928,609.75,9.67,6.998,190.9,320.75,186.29
2005-08-19,22.28,210.25,65.79,46.87,439.1,165.9,96.1,9.111,597.25,9.68,7.008,186.8,325.25,190.39
2005-08-22,22.43,212.5,65.65,47.3,439.9,168.5,100.7,9.564,607.25,9.6,7.06,189.9,323.0,186.16
2005-08-23,22.56,210.5,65.71,47.67,441.2,169.2,102.75,9.683,610.75,9.58,6.968,190.0,317.25,185.8
2005-08-24,22.5,208.75,67.32,47.0,439.1,166.7,100.0,9.984,602.5,9.83,6.922,188.3,314.0,192.58
2005-08-25,22.06,206.25,67.49,46.52,440.0,164.9,97.0,9.77,587.0,9.73,6.832,183.7,315.75,196.37
2005-08-26,22.08,203.75,66.13,46.9,439.0,169.3,95.7,9.806,591.0,9.76,6.742,183.7,312.25,192.69
2005-08-29,22.36,219.5,67.2,47.63,438.3,162.15,95.75,11.139,606.0,9.83,6.795,185.4,326.25,196.73
2005-08-30,23.01,218.5,69.81,48.75,432.5,164.7,98.0,11.659,611.0,10.12,6.765,185.6,323.25,219.97
2005-08-31,22.51,216.5,68.94,48.15,435.1,161.95,101.05,11.472,598.75,10.07,6.855,183.8,317.5,225.53
2005-09-01,22.99,222.25,69.47,48.29,443.5,164.8,104.95,11.757,607.0,10.1,7.038,185.4,322.5,240.9
2005-09-02,22.67,217.25,67.57,48.47,445.4,167.35,103.05,11.691,599.0,10.11,7.075,184.4,320.0,218.37
2005-09-05,22.67,217.25,67.57,48.47,445.4,167.35,103.05,11.691,599.0,10.11,7.075,184.4,320.0,218.37
2005-09-06,22.98,221.25,65.96,50.45,445.5,166.1,100.75,11.657,614.25,10.2,7.098,188.2,321.0,205.5
2005-09-07,22.68,217.5,64.37,51.25,446.0,164.7,94.75,11.201,606.25,10.13,7.118,185.9,318.75,202.22
2005-09-08,22.45,216.25,64.49,50.37,447.7,161.85,95.95,11.347,600.5,10.18,7.028,184.9,323.5,203.55
2005-09-09,22.23,216.0,64.08,50.05,450.0,160.4,95.45,11.263,590.0,10.27,7.065,181.7,325.75,195.97
2005-09-12,22.14,211.5,63.34,49.6,450.7,164.4,92.15,11.031,585.0,10.4,7.06,179.4,326.5,187.37
2005-09-13,22.04,210.0,63.11,48.37,447.0,162.55,91.9,10.763,586.0,10.31,7.005,178.8,329.5,189.16
2005-09-14,22.17,207.75,65.09,48.6,450.7,161.1,94.65,11.166,580.25,10.3,7.045,177.0,327.25,193.73
2005-09-15,22.13,206.5,64.75,48.04,456.3,160.45,92.25,11.336,568.75,10.33,7.078,173.2,322.75,189.87
2005-09-16,21.96,206.25,63.0,47.99,460.3,159.3,90.2,11.144,571.25,10.43,7.288,173.5,324.25,178.51
2005-09-19,22.72,206.25,67.51,50.17,467.3,165.45,86.45,12.663,576.0,10.51,7.398,173.5,320.25,204.27
2005-09-20,22.45,206.75,66.2,49.0,466.8,166.6,92.5,12.492,572.0,10.49,7.375,172.3,321.25,197.66
2005-09-21,22.92,206.5,66.8,50.0,469.4,170.65,91.1,12.594,577.75,10.25,7.415,172.6,325.25,205.31
2005-09-22,23.32,208.25,66.5,50.0,467.0,171.0,92.3,12.79,580.5,10.47,7.415,172.1,332.25,213.94
2005-09-23,22.88,207.25,64.19,51.05,463.9,169.85,91.5,12.324,574.0,10.43,7.335,171.3,333.5,208.56
2005-09-26,22.67,204.5,65.82,51.26,466.2,173.65,87.65,13.137,567.5,10.4,7.365,169.7,329.25,212.92
2005-09-27,22.28,203.25,65.07,54.09,466.2,172.8,88.15,13.12,557.5,11.07,7.328,170.8,327.0,209.15
2005-09-28,22.68,203.25,66.35,53.91,473.1,174.8,92.9,14.1,562.75,11.25,7.403,171.9,328.75,217.58
2005-09-29,22.86,203.5,66.79,54.41,475.8,173.95,92.95,14.196,560.5,11.14,7.555,170.2,333.5,214.2
2005-09-30,23.95,205.5,66.24,53.11,472.3,172.75,93.45,13.921,573.25,11.23,7.512,170.4,346.25,209.68
2005-10-03,24.65,208.75,65.47,54.24,469.3,175.9,92.85,14.017,581.0,11.53,7.455,170.8,348.75,206.22
2005-10-04,24.0,205.75,63.9,53.05,469.3,176.6,92.7,14.224,562.5,11.43,7.425,166.7,347.25,201.57
2005-10-05,24.16,204.75,62.79,53.91,469.3,178.65,93.7,14.183,563.5,11.44,7.478,166.1,345.0,190.78
2005-10-06,24.04,204.25,61.36,53.75,475.0,178.3,93.5,13.375,564.25,11.26,7.595,167.3,345.25,184.05
2005-10-07,23.66,202.5,61.84,53.63,477.7,180.85,94.85,13.226,564.25,11.37,7.77,168.6,338.0,182.92
2005-10-10,23.26,202.0,61.8,55.66,478.0,180.6,98.9,12.975,555.5,11.66,7.845,166.6,339.75,180.06
2005-10-11,23.58,202.5,63.53,55.17,479.8,183.5,100.75,13.519,563.5,11.84,7.875,167.9,342.75,183.32
2005-10-12,24.19,205.75,64.12,55.9,476.6,179.35,101.3,13.524,589.0,11.73,7.838,175.9,347.5,182.76
2005-10-13,23.89,203.5,63.08,56.18,473.8,176.5,100.35,13.103,588.25,11.69,7.735,177.6,343.5,175.79
2005-10-14,24.03,203.5,62.63,56.93,471.8,175.65,99.65,13.219,589.5,11.66,7.862,176.5,339.0,174.86
2005-10-17,24.39,203.75,63.61,56.0,476.6,182.1,104.1,13.887,591.25,11.46,7.875,175.2,336.25,181.53
2005-10-18,24.44,202.0,62.44,55.37,474.6,182.55,104.65,13.421,584.5,11.69,7.835,171.0,328.75,173.52
2005-10-19,24.31,201.75,61.51,54.29,465.8,180.6,104.05,13.549,589.25,11.73,7.64,172.2,327.75,167.63
2005-10-20,23.98,202.75,60.02,53.21,463.2,179.3,105.7,12.977,585.0,11.63,7.655,171.9,332.25,161.31
2005-10-21,23.48,201.5,60.63,54.49,469.1,179.3,103.45,12.872,572.25,11.8,7.695,169.4,330.0,163.99
2005-10-24,23.76,199.5,60.32,54.03,467.0,178.45,103.15,13.177,575.0,11.63,7.708,169.9,323.25,158.16
2005-10-25,23.78,199.5,62.44,55.23,474.7,182.45,103.7,14.462,578.0,11.82,7.825,170.9,325.5,165.38
2005-10-26,23.53,198.25,60.66,54.76,473.0,181.8,101.7,14.06,571.5,11.78,7.863,169.3,323.5,158.45
2005-10-27,23.38,197.75,61.09,52.13,475.6,180.4,100.15,13.684,571.0,11.78,7.84,170.5,324.5,159.26
2005-10-28,23.33,197.0,61.22,52.52,474.8,182.0,98.35,13.055,577.5,11.61,7.82,168.8,317.75,166.56
2005-10-31,22.86,196.25,59.76,51.87,466.9,181.1,96.65,12.205,576.0,11.33,7.58,169.7,317.0,159.01
2005-11-01,23.02,196.75,59.85,52.11,460.6,181.6,97.1,11.86,586.5,11.25,7.47,173.5,317.0,160.36
2005-11-02,22.84,196.0,59.75,52.29,464.6,183.05,101.05,11.604,585.0,11.47,7.56,173.9,313.0,156.91
2005-11-03,23.53,196.25,61.78,51.73,461.9,182.7,103.75,11.689,601.75,11.54,7.623,178.3,313.25,162.68
2005-11-04,22.94,195.5,60.58,51.44,457.9,184.6,103.9,11.415,592.0,11.56,7.573,176.2,311.25,160.8
2005-11-07,22.67,194.75,59.47,51.26,460.4,184.75,102.95,11.873,583.0,11.37,7.605,174.1,310.0,155.61
2005-11-08,22.81,195.25,59.71,50.96,462.3,183.8,107.85,11.793,585.5,11.28,7.625,173.9,313.0,156.23
2005-11-09,22.96,195.25,58.93,50.41,467.5,183.15,106.9,11.669,588.5,11.2,7.678,174.3,315.0,155.13
2005-11-10,22.77,193.75,57.8,50.2,467.7,187.15,106.75,11.38,587.5,11.47,7.705,175.5,309.75,150.68
2005-11-11,22.74,195.5,57.53,50.72,469.4,190.55,106.95,11.712,601.5,11.48,7.76,181.7,311.5,148.5
2005-11-14,22.51,196.75,57.69,50.89,469.1,191.35,99.85,11.607,595.0,11.75,7.782,180.2,311.75,149.61
2005-11-15,22.34,195.75,57.61,50.28,469.0,193.2,100.2,11.563,592.25,12.04,7.787,180.2,307.0,145.64
2005-11-16,22.19,192.75,58.45,49.79,479.1,193.5,100.5,12.329,576.75,12.12,8.002,173.4,306.75,148.3
2005-11-17,22.16,192.25,57.15,49.64,486.9,194.6,102.0,11.942,579.25,12.05,8.102,174.8,304.75,145.95
2005-11-18,22.01,191.25,57.21,49.31,486.2,197.8,100.3,11.414,569.75,11.98,8.067,172.2,302.0,146.2
2005-11-21,21.93,191.5,57.7,52.01,489.5,197.35,102.9,11.331,572.25,12.07,8.133,173.9,298.5,145.73
2005-11-22,21.98,191.5,58.84,53.31,492.9,191.75,102.4,11.614,572.25,12.05,8.17,173.6,297.0,148.75
2005-11-23,21.63,190.75,58.71,52.61,492.3,196.85,101.3,11.62,562.0,12.15,8.13,170.7,297.0,145.76
2005-11-24,21.63,190.75,58.71,52.61,492.3,196.85,101.3,11.62,562.0,12.15,8.13,170.7,297.0,145.76
2005-11-25,21.13,189.75,58.71,52.61,492.3,196.85,101.3,11.62,554.25,12.15,8.13,170.1,297.0,145.76
2005-11-28,21.46,201.75,57.36,52.15,502.6,191.1,100.15,11.634,558.25,12.45,8.457,171.7,313.25,147.69
2005-11-29,21.17,200.5,56.5,52.31,503.5,191.15,99.95,11.736,554.0,12.45,8.405,170.8,316.75,145.56
2005-11-30,21.29,201.75,57.32,52.28,498.7,192.6,97.0,12.587,558.0,12.43,8.385,172.1,320.75,149.71
2005-12-01,21.27,203.75,58.47,51.53,506.3,199.95,96.45,13.027,559.75,12.92,8.602,172.5,322.0,156.26
2005-12-02,21.56,203.25,59.32,51.77,507.0,198.1,94.75,13.931,562.75,12.86,8.647,173.7,319.75,161.13
2005-12-05,21.91,206.75,59.91,52.27,512.6,200.75,95.85,13.66,573.25,13.26,8.735,175.4,320.25,158.98
2005-12-06,21.33,204.25,59.94,52.52,513.8,198.7,96.6,13.489,564.0,13.09,8.792,174.8,315.75,158.35
2005-12-07,21.19,201.0,59.21,52.37,517.8,203.15,95.7,13.7,559.0,13.39,8.877,173.3,313.25,156.76
2005-12-08,21.22,201.75,60.66,52.75,522.7,203.0,96.2,14.994,566.75,13.61,8.99,179.3,312.25,162.66
2005-12-09,20.87,203.75,59.39,52.72,530.2,203.0,95.9,14.312,568.75,13.51,9.095,180.9,307.5,160.49
2005-12-12,21.02,207.75,61.3,53.41,531.5,198.6,99.7,14.841,584.0,13.96,8.882,188.0,314.75,164.68
2005-12-13,21.05,208.75,61.37,53.69,524.1,202.65,98.3,15.378,597.5,13.81,8.585,194.0,318.5,164.59
2005-12-14,21.3,207.25,60.85,53.24,509.5,196.95,96.7,14.679,592.5,13.59,8.465,191.0,323.75,164.07
2005-12-15,21.4,204.75,59.99,53.01,506.6,200.1,97.85,13.781,587.25,13.87,8.635,187.4,318.75,161.68
2005-12-16,21.3,207.5,58.06,53.39,505.9,202.9,97.85,13.633,592.25,14.2,8.6,191.4,319.75,156.89
2005-12-19,21.57,208.75,58.05,53.63,506.1,201.3,101.35,14.043,608.5,14.33,8.645,198.6,323.25,152.69
2005-12-20,21.31,209.75,58.09,53.22,497.0,202.0,102.4,14.08,605.25,14.21,8.395,197.8,328.0,150.88
2005-12-21,21.22,210.0,58.56,52.85,495.3,201.75,101.2,14.271,606.5,14.1,8.435,200.9,327.5,153.64
2005-12-22,21.4,212.75,58.28,54.14,505.0,202.55,102.8,12.923,612.75,14.5,8.578,203.6,330.75,154.06
2005-12-23,21.28,214.0,58.43,53.54,505.2,203.95,102.6,12.283,613.0,14.63,8.645,203.4,334.5,155.05
2005-12-26,21.28,214.0,58.43,53.54,505.2,203.95,102.6,12.283,613.0,14.63,8.645,203.4,334.5,155.05
2005-12-27,21.28,215.5,58.16,53.8,510.1,206.75,106.2,11.216,623.75,14.55,8.812,203.5,340.0,155.4
2005-12-28,21.22,216.25,59.82,54.07,516.3,206.9,107.0,11.637,622.25,14.61,8.935,202.6,345.5,161.88
2005-12-29,21.16,211.0,60.32,53.65,517.5,204.55,106.9,11.223,608.75,14.79,8.882,197.8,337.25,167.32
2005-12-30,21.9,215.75,61.04,54.19,518.9,204.2,107.1,11.225,613.5,14.68,8.89,196.3,339.25,172.74
2006-01-02,21.9,215.75,61.04,54.19,518.9,204.2,107.1,11.225,613.5,14.68,8.89,196.3,339.25,172.74
2006-01-03,23.24,220.0,63.14,55.24,532.5,204.85,108.6,10.626,628.5,14.18,9.16,197.7,346.0,175.05
2006-01-04,23.6,218.25,63.42,54.94,535.6,209.75,110.65,10.197,632.25,14.87,9.17,196.9,346.25,178.45
2006-01-05,23.21,215.5,62.79,54.69,527.8,206.05,117.45,9.499,618.5,14.85,8.872,191.3,339.75,178.7
2006-01-06,22.99,214.25,64.21,55.05,541.2,208.6,119.55,9.632,611.0,14.88,9.173,188.7,330.75,181.55
2006-01-09,22.59,211.0,63.5,55.7,550.5,209.7,120.15,9.36,594.0,14.6,9.283,184.6,326.5,176.77
2006-01-10,22.43,213.25,63.37,55.59,545.7,210.7,119.1,9.336,589.0,14.66,9.015,182.4,329.25,173.71
2006-01-11,22.15,214.5,63.94,55.43,550.1,209.5,117.2,9.238,584.5,14.71,9.065,181.7,330.5,173.31
2006-01-12,21.69,212.75,63.94,55.44,549.3,208.75,117.55,8.943,572.0,14.72,9.06,179.0,333.25,171.85
2006-01-13,21.67,213.5,63.92,55.93,557.0,211.25,119.95,8.791,576.5,15.27,9.165,181.7,334.75,173.11
2006-01-16,21.67,213.5,63.92,55.93,557.0,211.25,119.95,8.791,576.5,15.27,9.165,181.7,334.75,173.11
2006-01-17,21.22,208.75,66.94,55.99,554.3,211.1,123.8,9.168,571.25,15.57,9.073,180.3,328.75,182.33
2006-01-18,21.16,205.75,66.25,54.56,544.5,212.0,121.6,8.694,565.75,15.7,8.873,177.5,322.5,177.33
2006-01-19,21.08,205.0,67.19,55.76,559.0,211.1,119.4,8.905,565.0,16.12,9.108,178.4,326.5,177.6
2006-01-20,21.28,205.0,68.48,56.57,554.0,209.0,118.4,9.28,568.0,17.15,8.93,179.4,326.5,181.7
